Date,qPCR_Plate,qPCR_Well ,Ct1,Ct2,Colony,Code,Sample_Plate,Sample_position,MbruDNA
02/11/22,10,B1,34.73,34.08,R8BP,33-B6,33,B6,0.001905276452485
02/11/22,10,A8,34.03,33.86,R8BP,33-B5,33,B5,0.002607966449128
02/11/22,10,B7,21.78,21.69,R8BP,33-B12,33,B12,10.8479081665685
02/11/22,10,B6,32.03,31.69,R8BP,33-B11,33,B11,0.010821712702687
02/11/22,10,B5,32.22,31.61,R8BP,33-B10,33,B10,0.010423030293453
02/11/22,10,A4,34.3,33.3,R8BP,33-A9,33,A9,0.002879254140202
02/11/22,10,A3,34.63,35.06,R8BP,33-A8,33,A8,0.001411048690366
02/11/22,10,A2,24,23.97,R8BP,33-A7,33,A7,2.33585564481672
02/11/22,10,A1,34.69,34.82,R8BP,33-A6,33,A6,0.001500437811594
02/11/22,10,A7,32.81,33.16,R8BP,33-A12,33,A12,0.005021644913709
02/11/22,10,A6,31.7,31.55,R8BP,33-A11,33,A11,0.012704278333791
02/11/22,10,A5,32.85,33.28,R8BP,33-A10,33,A10,0.004754819115452
02/11/22,12,G11,22.69,23.19,R8SP,35-B8,35,B8,3.08871615785049
02/11/22,12,H11,  No Ct ,  No Ct ,R8SS,33-D1,33,D1,0
02/11/22,12,H9,21.38,21.84,R9SP,39-H12,39,H12,7.19874848269121
09/08/22,0,A1,33.81,,R1BS,1-E5,1,E5,0.000193033195451
09/08/22,0,A2,20.49,,R2SP,9-D2,9,D2,1.12856869669507
09/08/22,0,A3,23.01,,R7BP,30-A2,30,A2,0.21871169180269
09/08/22,0,A4,29.65,,R8BS,32-A8,32,A8,0.002897877347273
09/08/22,0,A5,18.52,,R3SP,13-C10,13,C10,4.07046476753825
09/08/22,0,A6,29.48,,R9SS,40-C1,40,C1,0.003237099137095
09/08/22,0,A7,  No Ct ,,R11SS,46-H11,46,H11,0
09/08/22,0,A8,20.23,,R13SP,58-C3,58,C3,1.3367678746536
09/08/22,0,B1,33.97,,R1BS,2-E5,2,E5,0.000173933805902
09/08/22,0,B2,33.14,,R2SS,7-C3,7,C3,0.000298612511377
09/08/22,0,B3,33.67,,R7BS,27-B11,27,B11,0.00021145794144
09/08/22,0,B4,19.42,,R8SP,35-B7,35,B7,2.26529100240272
09/08/22,0,B5,31.58,,R3SS,11-H5,11,H5,0.00082466203236
09/08/22,0,B6,19.86,,R10BP,43-D11,43,D11,1.70095177199131
09/08/22,0,B7,19.05,,R12BP,53-D9,53,D9,2.88243816871449
09/08/22,0,B8,32.21,,R13SS,56-B2,56,B2,0.000547157050776
09/08/22,0,C1,28.68,,R1SS,2-D11,2,D11,0.005449993696889
09/08/22,0,C2,18.64,,R5BP,21-D2,21,D2,3.76450605486196
09/08/22,0,C3,32.42,,R7BS,26-E10,26,E10,0.000477225893776
09/08/22,0,C4,30.96,,R8SS,33-A2,33,A2,0.00123484372738
09/08/22,0,C5,19.85,,R4BP,16-C5,16,C5,1.71206401834919
09/08/22,0,C6,19.55,,R10BP,43-G7,43,G7,2.08142132610027
09/08/22,0,C7,20.05,,R12BP,53-H8,53,H8,1.50300352797408
09/08/22,0,C8,22.96,,R14BP,60-F10,60,F10,0.225949820160097
09/08/22,0,D1,18.01,,R1SP,4-G10,4,G10,5.67377357128628
09/08/22,0,D2,19.5,,R5BP,20-E8,20,E8,2.15030467934026
09/08/22,0,D3,20.39,,R7SP,30-E11,30,E11,1.20450331613986
09/08/22,0,D4,34.36,,R5SS,20-E2,20,E2,0.000134924867423
09/08/22,0,D5,22.35,,R4BP,16-A12,16,A12,0.336139848502709
09/08/22,0,D6,21.66,,R11BP,47-H5,47,H5,0.526807561556195
09/08/22,0,D7,32.69,,R12BS,49-B12,49,B12,0.000400283787092
09/08/22,0,D8,18.79,,R14BP,60-B11,60,B11,3.41419246865216
09/08/22,0,E1,21.4,,R2BP,7-A11,7,A11,0.623993405519025
09/08/22,0,E2,18.85,,R5SP,22-E6,22,E6,3.28337131744743
09/08/22,0,E3,  No Ct ,,R7SS,28-H7,28,H7,0
09/08/22,0,E4,19.77,,R3BP,12-G7,12,G7,1.8036156706378
09/08/22,0,E5,36.33,,R4SS,15-G9,15,G9,3.74E-05
09/08/22,0,E6,21.57,,R11BP,47-A10,47,A10,0.558603946966048
09/08/22,0,E7,33.71,,R12BS,49-G7,49,G7,0.000206021241531
09/08/22,0,E8,34.8,,R14BS,59-H7,59,H7,0.000101311792651
09/08/22,0,F1,  No Ct ,,R2BP,8-B6,8,B6,0
09/08/22,0,F2,19.19,,R6SP,26-A4,26,A4,2.63128566658437
09/08/22,0,F3,18.45,,R8BP,34-F6,34,F6,4.26029821321877
09/08/22,0,F4,20.47,,R3BP,12-E1,12,E1,1.14336264710769
09/08/22,0,F5,33.96,,R9BS,36-B1,36,B1,0.000175070108137
09/08/22,0,F6,34.61,,R11BS,46-G4,46,G4,0.00011465473635
09/08/22,0,F7,19.33,,R12SP,54-E1,54,E1,2.402016575523
09/08/22,0,F8,28.59,,R14BS,59-B1,59,B1,0.005778937532767
09/08/22,0,G1,30.88,,R2BS,6-A5,6,A5,0.001300876295291
09/08/22,0,G2,  No Ct ,,R6SS,24-C1,24,C1,0
09/08/22,0,G3,19.96,,R8BP,34-E7,34,E7,1.59371991652906
09/08/22,0,G4,33.93,,R3BS,11-F2,11,F2,0.000178523749637
09/08/22,0,G5,26.17,,R9BS,36-F1,36,F1,0.027939845483885
09/08/22,0,G6,32.64,,R11BS,45-E9,45,E9,0.000413530931799
09/08/22,0,G7,30.05,,R13BS,54-H6,54,H6,0.0022333665127
09/08/22,0,G8,18.23,,R14SP,62-G2,62,G2,4.91649950757231
09/08/22,0,H1,31.88,,R2BS,6-C1,6,C1,0.000678322151886
09/08/22,0,H2,20.04,,R7BP,29-C4,29,C4,1.51282258678258
09/08/22,0,H3,  No Ct ,,R8BS,31-D11,31,D11,0
09/08/22,0,H4,26,,R3BS,9-H7,9,H7,0.031210447809858
09/08/22,0,H5,  No Ct ,,R9SP,39-H11,39,H11,0
09/08/22,0,H6,19.65,,R11SP,49-B4,49,B4,1.95020380749001
09/08/22,0,H7,  No Ct ,,R13BS,55-B7,55,B7,0
09/08/22,0,H8,31.07,,R14SS,60-H5,60,H5,0.001149486830536
