Column,Behaviour,Actor,Receiver,Focal,T_start,T_stop,period,treatment_rep,T_start_UNIX,T_stop_UNIX,duration
877,SG,22,NA,22,2021-04-26T10:57:39.961060815Z,2021-04-26T10:57:58.211161954Z,pre,R9SP,2021-04-26 10:57:39,2021-04-26 10:57:58,18.2501010894775
878,SG,22,NA,22,2021-04-26T10:58:04.836724407Z,2021-04-26T10:58:55.711750073Z,pre,R9SP,2021-04-26 10:58:04,2021-04-26 10:58:55,50.875025510788
879,SG,22,NA,22,2021-04-26T11:03:27.839212210Z,2021-04-26T11:03:30.964247595Z,pre,R9SP,2021-04-26 11:03:27,2021-04-26 11:03:30,3.12503552436829
880,SG,22,NA,22,2021-04-26T11:03:37.214314690Z,2021-04-26T11:03:43.964368602Z,pre,R9SP,2021-04-26 11:03:37,2021-04-26 11:03:43,6.75005388259888
881,SG,22,NA,22,2021-04-26T11:03:47.089376714Z,2021-04-26T11:03:50.964459381Z,pre,R9SP,2021-04-26 11:03:47,2021-04-26 11:03:50,3.87508273124695
882,SG,22,NA,22,2021-04-26T11:03:53.964835632Z,2021-04-26T11:04:04.839541353Z,pre,R9SP,2021-04-26 11:03:53,2021-04-26 11:04:04,10.8747057914734
883,SG,22,NA,22,2021-04-26T11:04:08.714571350Z,2021-04-26T11:04:22.089701508Z,pre,R9SP,2021-04-26 11:04:08,2021-04-26 11:04:22,13.3751301765442
884,G,22,24,22,2021-04-26T11:04:27.714728646Z,2021-04-26T11:04:51.839964261Z,pre,R9SP,2021-04-26 11:04:27,2021-04-26 11:04:51,24.1252355575562
885,SG,22,NA,22,2021-04-26T11:05:43.715437316Z,2021-04-26T11:05:52.590566043Z,pre,R9SP,2021-04-26 11:05:43,2021-04-26 11:05:52,8.87512874603271
887,SG,22,NA,22,2021-04-26T11:11:09.218430886Z,2021-04-26T11:11:19.843522937Z,pre,R9SP,2021-04-26 11:11:09,2021-04-26 11:11:19,10.6250920295715
888,T,23,29,23,2021-04-26T10:56:37.960830007Z,2021-04-26T10:56:48.585525461Z,pre,R9SP,2021-04-26 10:56:37,2021-04-26 10:56:48,10.6246955394745
889,SG,23,NA,23,2021-04-26T10:58:08.586227333Z,2021-04-26T10:58:19.961442892Z,pre,R9SP,2021-04-26 10:58:08,2021-04-26 10:58:19,11.3752155303955
890,SG,23,NA,23,2021-04-26T10:58:25.211467531Z,2021-04-26T10:58:42.086641137Z,pre,R9SP,2021-04-26 10:58:25,2021-04-26 10:58:42,16.8751735687256
891,SG,24,NA,24,2021-04-26T10:59:56.962693749Z,2021-04-26T11:00:18.712503243Z,pre,R9SP,2021-04-26 10:59:56,2021-04-26 11:00:18,21.7498095035553
892,SG,24,NA,24,2021-04-26T11:00:30.462521470Z,2021-04-26T11:04:27.965185654Z,pre,R9SP,2021-04-26 11:00:30,2021-04-26 11:04:27,237.502664089203
894,SG,24,NA,24,2021-04-26T11:05:06.340106803Z,2021-04-26T11:05:21.715242184Z,pre,R9SP,2021-04-26 11:05:06,2021-04-26 11:05:21,15.3751354217529
895,SG,24,NA,24,2021-04-26T11:05:26.715207919Z,2021-04-26T11:05:48.465478758Z,pre,R9SP,2021-04-26 11:05:26,2021-04-26 11:05:48,21.7502708435059
896,SG,24,NA,24,2021-04-26T11:06:20.465774198Z,2021-04-26T11:06:27.340856004Z,pre,R9SP,2021-04-26 11:06:20,2021-04-26 11:06:27,6.87508177757263
897,SG,24,NA,24,2021-04-26T11:06:38.465962230Z,2021-04-26T11:06:54.716022709Z,pre,R9SP,2021-04-26 11:06:38,2021-04-26 11:06:54,16.2500605583191
898,SG,24,NA,24,2021-04-26T11:06:58.966127523Z,2021-04-26T11:07:03.591082582Z,pre,R9SP,2021-04-26 11:06:58,2021-04-26 11:07:03,4.62495493888855
899,SG,24,NA,24,2021-04-26T11:07:07.716150353Z,2021-04-26T11:07:18.216236381Z,pre,R9SP,2021-04-26 11:07:07,2021-04-26 11:07:18,10.5000860691071
900,SG,24,NA,24,2021-04-26T11:07:39.591506244Z,2021-04-26T11:07:44.591565512Z,pre,R9SP,2021-04-26 11:07:39,2021-04-26 11:07:44,5.0000593662262
901,SG,25,NA,25,2021-04-26T10:56:51.835561182Z,2021-04-26T10:56:54.460654119Z,pre,R9SP,2021-04-26 10:56:51,2021-04-26 10:56:54,2.62509274482727
904,G,26,31,26,2021-04-26T11:04:30.964796292Z,2021-04-26T11:05:45.590392188Z,pre,R9SP,2021-04-26 11:04:30,2021-04-26 11:05:45,74.6255958080292
905,G,26,31,26,2021-04-26T11:05:52.215451990Z,2021-04-26T11:07:19.466238424Z,pre,R9SP,2021-04-26 11:05:52,2021-04-26 11:07:19,87.2507865428925
906,SG,26,NA,26,2021-04-26T11:07:22.591351529Z,2021-04-26T11:07:55.341742269Z,pre,R9SP,2021-04-26 11:07:22,2021-04-26 11:07:55,32.7503907680511
908,SG,27,NA,27,2021-04-26T11:03:13.589037177Z,2021-04-26T11:03:20.339070760Z,pre,R9SP,2021-04-26 11:03:13,2021-04-26 11:03:20,6.75003361701965
909,SG,27,NA,27,2021-04-26T11:03:30.089233969Z,2021-04-26T11:03:40.589338051Z,pre,R9SP,2021-04-26 11:03:30,2021-04-26 11:03:40,10.5001041889191
910,TB,27,NA,27,2021-04-26T11:03:42.464336674Z,2021-04-26T11:03:46.464437382Z,pre,R9SP,2021-04-26 11:03:42,2021-04-26 11:03:46,4.00010085105896
911,SG,27,NA,27,2021-04-26T11:03:56.339457664Z,2021-04-26T11:03:58.339489847Z,pre,R9SP,2021-04-26 11:03:56,2021-04-26 11:03:58,2.00003218650818
912,SG,27,NA,27,2021-04-26T11:07:14.466277649Z,2021-04-26T11:07:46.716570704Z,pre,R9SP,2021-04-26 11:07:14,2021-04-26 11:07:46,32.2502930164337
913,SG,27,NA,27,2021-04-26T11:07:50.216526016Z,2021-04-26T11:08:10.216778299Z,pre,R9SP,2021-04-26 11:07:50,2021-04-26 11:08:10,20.0002522468567
914,SG,28,NA,28,2021-04-26T10:56:41.960936505Z,2021-04-26T10:56:44.460576790Z,pre,R9SP,2021-04-26 10:56:41,2021-04-26 10:56:44,2.49964022636414
915,SG,28,NA,28,2021-04-26T11:06:51.216010131Z,2021-04-26T11:06:59.341123782Z,pre,R9SP,2021-04-26 11:06:51,2021-04-26 11:06:59,8.12511372566223
916,SG,28,NA,28,2021-04-26T11:07:40.716433520Z,2021-04-26T11:07:44.216473502Z,pre,R9SP,2021-04-26 11:07:40,2021-04-26 11:07:44,3.50004005432129
917,SG,28,NA,28,2021-04-26T11:07:53.091831163Z,2021-04-26T11:08:22.341894446Z,pre,R9SP,2021-04-26 11:07:53,2021-04-26 11:08:22,29.2500631809235
918,SG,28,NA,28,2021-04-26T11:08:29.591995634Z,2021-04-26T11:08:34.341995779Z,pre,R9SP,2021-04-26 11:08:29,2021-04-26 11:08:34,4.75
919,SG,28,NA,28,2021-04-26T11:08:38.717047731Z,2021-04-26T11:11:21.093535770Z,pre,R9SP,2021-04-26 11:08:38,2021-04-26 11:11:21,162.376487970352
922,TB,29,NA,29,2021-04-26T11:09:43.717615503Z,2021-04-26T11:09:50.967693905Z,pre,R9SP,2021-04-26 11:09:43,2021-04-26 11:09:50,7.25007820129395
923,FR,30,31,30,2021-04-26T10:56:21.335367266Z,2021-04-26T10:57:13.710761184Z,pre,R9SP,2021-04-26 10:56:21,2021-04-26 10:57:13,52.3753938674927
924,FR,30,31,30,2021-04-26T10:58:20.711339827Z,2021-04-26T10:59:09.836820860Z,pre,R9SP,2021-04-26 10:58:20,2021-04-26 10:59:09,49.1254811286926
925,FR,30,34,30,2021-04-26T11:07:01.591493362Z,2021-04-26T11:07:03.591082582Z,pre,R9SP,2021-04-26 11:07:01,2021-04-26 11:07:03,1.99958920478821
926,SG,30,NA,30,2021-04-26T11:08:39.341975935Z,2021-04-26T11:08:42.967090302Z,pre,R9SP,2021-04-26 11:08:39,2021-04-26 11:08:42,3.62511444091797
930,SG,31,NA,31,2021-04-26T11:01:46.588287070Z,2021-04-26T11:01:49.588252688Z,pre,R9SP,2021-04-26 11:01:46,2021-04-26 11:01:49,2.99996566772461
933,SG,31,NA,31,2021-04-26T11:07:25.091373603Z,2021-04-26T11:07:28.341414155Z,pre,R9SP,2021-04-26 11:07:25,2021-04-26 11:07:28,3.25004053115845
934,SG,31,NA,31,2021-04-26T11:07:31.591366191Z,2021-04-26T11:07:39.216362104Z,pre,R9SP,2021-04-26 11:07:31,2021-04-26 11:07:39,7.62499570846558
935,SG,32,NA,32,2021-04-26T11:07:54.341631988Z,2021-04-26T11:07:59.841681537Z,pre,R9SP,2021-04-26 11:07:54,2021-04-26 11:07:59,5.50004959106445
937,SG,32,NA,32,2021-04-26T11:09:59.843012528Z,2021-04-26T11:10:11.217860250Z,pre,R9SP,2021-04-26 11:09:59,2021-04-26 11:10:11,11.374847650528
938,SG,32,NA,32,2021-04-26T11:10:14.592878861Z,2021-04-26T11:10:33.843020983Z,pre,R9SP,2021-04-26 11:10:14,2021-04-26 11:10:33,19.2501420974731
939,SG,34,NA,34,2021-04-26T11:04:23.465157167Z,2021-04-26T11:04:29.464708439Z,pre,R9SP,2021-04-26 11:04:23,2021-04-26 11:04:29,5.99955105781555
940,SG,34,NA,34,2021-04-26T11:04:44.089890088Z,2021-04-26T11:04:52.964988926Z,pre,R9SP,2021-04-26 11:04:44,2021-04-26 11:04:52,8.87509894371033
941,SG,34,NA,34,2021-04-26T11:05:02.340074857Z,2021-04-26T11:05:08.340113037Z,pre,R9SP,2021-04-26 11:05:02,2021-04-26 11:05:08,6.00003814697266
942,SG,34,NA,34,2021-04-26T11:05:45.465450351Z,2021-04-26T11:05:53.965547925Z,pre,R9SP,2021-04-26 11:05:45,2021-04-26 11:05:53,8.50009775161743
945,SG,34,NA,34,2021-04-26T11:08:04.841650354Z,2021-04-26T11:08:09.466697276Z,pre,R9SP,2021-04-26 11:08:04,2021-04-26 11:08:09,4.62504696846008
947,SG,1,NA,1,2021-04-26T11:11:39.343689953Z,2021-04-26T11:12:47.844264500Z,pre,R9SP,2021-04-26 11:11:39,2021-04-26 11:12:47,68.5005745887756
948,SG,3,NA,3,2021-04-26T11:19:37.973081649Z,2021-04-26T11:20:52.598750200Z,pre,R9SP,2021-04-26 11:19:37,2021-04-26 11:20:52,74.6256685256958
949,CR,3,10,3,2021-04-26T11:21:33.599140941Z,2021-04-26T11:22:21.224586728Z,pre,R9SP,2021-04-26 11:21:33,2021-04-26 11:22:21,47.6254458427429
950,CR,3,10,3,2021-04-26T11:23:59.600472022Z,2021-04-26T11:25:27.101129294Z,pre,R9SP,2021-04-26 11:23:59,2021-04-26 11:25:27,87.5006573200226
953,FR,4,18,4,2021-04-26T11:23:47.725354795Z,2021-04-26T11:23:49.725375817Z,pre,R9SP,2021-04-26 11:23:47,2021-04-26 11:23:49,2.00002098083496
954,SG,4,NA,4,2021-04-26T11:24:00.350413196Z,2021-04-26T11:24:13.725465460Z,pre,R9SP,2021-04-26 11:24:00,2021-04-26 11:24:13,13.3750524520874
955,SG,4,NA,4,2021-04-26T11:24:18.101067773Z,2021-04-26T11:24:41.600846525Z,pre,R9SP,2021-04-26 11:24:18,2021-04-26 11:24:41,23.4997787475586
956,SG,4,NA,4,2021-04-26T11:25:11.726470851Z,2021-04-26T11:26:21.101676750Z,pre,R9SP,2021-04-26 11:25:11,2021-04-26 11:26:21,69.3752057552338
957,SG,5,NA,5,2021-04-26T11:11:20.718542927Z,2021-04-26T11:12:21.844090057Z,pre,R9SP,2021-04-26 11:11:20,2021-04-26 11:12:21,61.125547170639
958,SG,5,NA,5,2021-04-26T11:12:27.969151394Z,2021-04-26T11:12:36.469223793Z,pre,R9SP,2021-04-26 11:12:27,2021-04-26 11:12:36,8.50007224082947
959,SG,5,NA,5,2021-04-26T11:18:25.097414732Z,2021-04-26T11:18:27.472435250Z,pre,R9SP,2021-04-26 11:18:25,2021-04-26 11:18:27,2.3750205039978
960,SG,5,NA,5,2021-04-26T11:19:37.098132611Z,2021-04-26T11:19:57.348306285Z,pre,R9SP,2021-04-26 11:19:37,2021-04-26 11:19:57,20.2501735687256
961,SG,6,NA,6,2021-04-26T11:12:02.094253638Z,2021-04-26T11:12:12.343911411Z,pre,R9SP,2021-04-26 11:12:02,2021-04-26 11:12:12,10.249657869339
962,T,6,18,6,2021-04-26T11:21:23.974053245Z,2021-04-26T11:21:40.724213886Z,pre,R9SP,2021-04-26 11:21:23,2021-04-26 11:21:40,16.7501606941223
963,SG,6,NA,6,2021-04-26T11:22:19.349565092Z,2021-04-26T11:22:25.224602332Z,pre,R9SP,2021-04-26 11:22:19,2021-04-26 11:22:25,5.87503719329834
964,SG,7,NA,7,2021-04-26T11:23:27.850560184Z,2021-04-26T11:23:47.225211480Z,pre,R9SP,2021-04-26 11:23:27,2021-04-26 11:23:47,19.3746511936188
965,FR,8,23,8,2021-04-26T11:13:02.719457728Z,2021-04-26T11:13:06.469498921Z,pre,R9SP,2021-04-26 11:13:02,2021-04-26 11:13:06,3.75004124641418
966,FR,8,11,8,2021-04-26T11:20:14.723356977Z,2021-04-26T11:20:20.848467169Z,pre,R9SP,2021-04-26 11:20:14,2021-04-26 11:20:20,6.12511014938354
967,SG,9,NA,9,2021-04-26T11:11:21.093535770Z,2021-04-26T11:11:24.593558081Z,pre,R9SP,2021-04-26 11:11:21,2021-04-26 11:11:24,3.50002241134644
968,SG,9,NA,9,2021-04-26T11:12:01.468867335Z,2021-04-26T11:12:08.218890448Z,pre,R9SP,2021-04-26 11:12:01,2021-04-26 11:12:08,6.75002312660217
969,SG,9,NA,9,2021-04-26T11:12:21.469001037Z,2021-04-26T11:12:26.469549170Z,pre,R9SP,2021-04-26 11:12:21,2021-04-26 11:12:26,5.00054812431335
970,SG,9,NA,9,2021-04-26T11:12:40.094156782Z,2021-04-26T11:12:50.594359002Z,pre,R9SP,2021-04-26 11:12:40,2021-04-26 11:12:50,10.5002021789551
971,SG,9,NA,9,2021-04-26T11:18:26.097360059Z,2021-04-26T11:18:35.472494368Z,pre,R9SP,2021-04-26 11:18:26,2021-04-26 11:18:35,9.37513422966003
972,SG,9,NA,9,2021-04-26T11:21:12.098941507Z,2021-04-26T11:21:20.473970556Z,pre,R9SP,2021-04-26 11:21:12,2021-04-26 11:21:20,8.37502908706665
973,SG,9,NA,9,2021-04-26T11:21:31.349105889Z,2021-04-26T11:21:36.849086900Z,pre,R9SP,2021-04-26 11:21:31,2021-04-26 11:21:36,5.49998116493225
974,TB,9,NA,9,2021-04-26T11:21:39.599191314Z,2021-04-26T11:22:06.349380437Z,pre,R9SP,2021-04-26 11:21:39,2021-04-26 11:22:06,26.7501890659332
975,TB,9,NA,9,2021-04-26T11:22:06.349380437Z,2021-04-26T11:24:18.475656454Z,pre,R9SP,2021-04-26 11:22:06,2021-04-26 11:24:18,132.126276016235
976,CB,9,NA,9,2021-04-26T11:24:18.475656454Z,2021-04-26T11:24:25.100720606Z,pre,R9SP,2021-04-26 11:24:18,2021-04-26 11:24:25,6.62506413459778
977,SG,9,NA,9,2021-04-26T11:24:46.475897412Z,2021-04-26T11:24:54.100859450Z,pre,R9SP,2021-04-26 11:24:46,2021-04-26 11:24:54,7.62496209144592
978,SG,9,NA,9,2021-04-26T11:24:57.725856210Z,2021-04-26T11:25:03.601047382Z,pre,R9SP,2021-04-26 11:24:57,2021-04-26 11:25:03,5.87519097328186
979,SG,9,NA,9,2021-04-26T11:25:26.726180648Z,2021-04-26T11:25:34.101334659Z,pre,R9SP,2021-04-26 11:25:26,2021-04-26 11:25:34,7.3751540184021
980,SG,9,NA,9,2021-04-26T11:25:59.101555885Z,2021-04-26T11:26:20.351740114Z,pre,R9SP,2021-04-26 11:25:59,2021-04-26 11:26:20,21.2501842975616
981,SG,10,NA,10,2021-04-26T11:13:37.969774264Z,2021-04-26T11:13:40.969821729Z,pre,R9SP,2021-04-26 11:13:37,2021-04-26 11:13:40,3.00004744529724
982,SG,10,NA,10,2021-04-26T11:19:31.848024474Z,2021-04-26T11:19:40.223102768Z,pre,R9SP,2021-04-26 11:19:31,2021-04-26 11:19:40,8.37507843971252
985,SG,11,NA,11,2021-04-26T11:11:22.593546289Z,2021-04-26T11:11:26.968787068Z,pre,R9SP,2021-04-26 11:11:22,2021-04-26 11:11:26,4.37524056434631
986,SG,11,NA,11,2021-04-26T11:12:27.469146706Z,2021-04-26T11:13:14.469562990Z,pre,R9SP,2021-04-26 11:12:27,2021-04-26 11:13:14,47.0004162788391
987,SG,11,NA,11,2021-04-26T11:13:17.844987338Z,2021-04-26T11:13:21.094534796Z,pre,R9SP,2021-04-26 11:13:17,2021-04-26 11:13:21,3.24954748153687
988,FR,11,28,11,2021-04-26T11:15:41.720974507Z,2021-04-26T11:15:56.220954785Z,pre,R9SP,2021-04-26 11:15:41,2021-04-26 11:15:56,14.4999804496765
989,SG,11,NA,11,2021-04-26T11:16:03.845989176Z,2021-04-26T11:16:19.346687358Z,pre,R9SP,2021-04-26 11:16:03,2021-04-26 11:16:19,15.5006980895996
990,SG,11,NA,11,2021-04-26T11:18:48.597629814Z,2021-04-26T11:19:56.348249004Z,pre,R9SP,2021-04-26 11:18:48,2021-04-26 11:19:56,67.7506191730499
992,CR,12,4,12,2021-04-26T11:11:21.343534519Z,2021-04-26T11:11:27.968593780Z,pre,R9SP,2021-04-26 11:11:21,2021-04-26 11:11:27,6.6250593662262
993,CR,12,4,12,2021-04-26T11:16:45.096497019Z,2021-04-26T11:22:22.974582147Z,pre,R9SP,2021-04-26 11:16:45,2021-04-26 11:22:22,337.878085136414
994,FR,12,25,12,2021-04-26T11:23:24.725143852Z,2021-04-26T11:24:02.850891082Z,pre,R9SP,2021-04-26 11:23:24,2021-04-26 11:24:02,38.1257472038269
995,SG,13,NA,13,2021-04-26T11:11:33.093567823Z,2021-04-26T11:11:39.469081124Z,pre,R9SP,2021-04-26 11:11:33,2021-04-26 11:11:39,6.37551331520081
996,SG,13,NA,13,2021-04-26T11:11:41.843581752Z,2021-04-26T11:11:55.093714310Z,pre,R9SP,2021-04-26 11:11:41,2021-04-26 11:11:55,13.25013256073
997,SG,13,NA,13,2021-04-26T11:12:04.343903286Z,2021-04-26T11:12:10.594003145Z,pre,R9SP,2021-04-26 11:12:04,2021-04-26 11:12:10,6.25009989738464
998,SG,13,NA,13,2021-04-26T11:13:19.094657748Z,2021-04-26T11:13:24.344541125Z,pre,R9SP,2021-04-26 11:13:19,2021-04-26 11:13:24,5.24988341331482
999,SG,13,NA,13,2021-04-26T11:14:26.595103587Z,2021-04-26T11:15:08.845617741Z,pre,R9SP,2021-04-26 11:14:26,2021-04-26 11:15:08,42.2505142688751
1000,SG,13,NA,13,2021-04-26T11:21:55.974341129Z,2021-04-26T11:21:59.224262864Z,pre,R9SP,2021-04-26 11:21:55,2021-04-26 11:21:59,3.24992179870605
1001,FR,14,22,14,2021-04-26T11:11:37.718608746Z,2021-04-26T11:11:45.218740616Z,pre,R9SP,2021-04-26 11:11:37,2021-04-26 11:11:45,7.50013184547424
1002,SG,14,NA,14,2021-04-26T11:15:31.220753028Z,2021-04-26T11:15:40.595845055Z,pre,R9SP,2021-04-26 11:15:31,2021-04-26 11:15:40,9.37509202957153
1003,SG,14,NA,14,2021-04-26T11:16:47.721492944Z,2021-04-26T11:17:00.471647069Z,pre,R9SP,2021-04-26 11:16:47,2021-04-26 11:17:00,12.7501540184021
1004,FR,14,28,14,2021-04-26T11:17:04.847104256Z,2021-04-26T11:17:07.847089741Z,pre,R9SP,2021-04-26 11:17:04,2021-04-26 11:17:07,2.99998545646667
1005,SG,14,NA,14,2021-04-26T11:17:11.971738460Z,2021-04-26T11:17:35.096933277Z,pre,R9SP,2021-04-26 11:17:11,2021-04-26 11:17:35,23.1251947879791
1006,FR,14,34,14,2021-04-26T11:19:59.598279246Z,2021-04-26T11:20:06.348273219Z,pre,R9SP,2021-04-26 11:19:59,2021-04-26 11:20:06,6.74999403953552
1007,FR,14,34,14,2021-04-26T11:20:40.223563986Z,2021-04-26T11:20:42.723596809Z,pre,R9SP,2021-04-26 11:20:40,2021-04-26 11:20:42,2.50003290176392
1008,FR,14,34,14,2021-04-26T11:21:06.973881994Z,2021-04-26T11:21:10.973928509Z,pre,R9SP,2021-04-26 11:21:06,2021-04-26 11:21:10,4.00004649162292
1009,SG,14,NA,14,2021-04-26T11:22:24.724475486Z,2021-04-26T11:22:44.724872128Z,pre,R9SP,2021-04-26 11:22:24,2021-04-26 11:22:44,20.0003967285156
1010,SG,14,NA,14,2021-04-26T11:22:58.349902541Z,2021-04-26T11:23:48.725363931Z,pre,R9SP,2021-04-26 11:22:58,2021-04-26 11:23:48,50.3754613399506
1011,SG,14,NA,14,2021-04-26T11:24:03.850429093Z,2021-04-26T11:24:14.350990837Z,pre,R9SP,2021-04-26 11:24:03,2021-04-26 11:24:14,10.5005617141724
1012,SG,15,NA,15,2021-04-26T11:21:41.849211682Z,2021-04-26T11:21:46.724267159Z,pre,R9SP,2021-04-26 11:21:41,2021-04-26 11:21:46,4.87505555152893
1013,SG,16,NA,16,2021-04-26T11:21:53.224250213Z,2021-04-26T11:22:12.099480728Z,pre,R9SP,2021-04-26 11:21:53,2021-04-26 11:22:12,18.8752303123474
1014,SG,16,NA,16,2021-04-26T11:24:40.600865922Z,2021-04-26T11:25:05.851062294Z,pre,R9SP,2021-04-26 11:24:40,2021-04-26 11:25:05,25.2501964569092
1015,SG,16,NA,16,2021-04-26T11:25:52.726418432Z,2021-04-26T11:26:21.101676750Z,pre,R9SP,2021-04-26 11:25:52,2021-04-26 11:26:21,28.3752582073212
1016,SG,17,NA,17,2021-04-26T11:11:33.843654888Z,2021-04-26T11:11:40.343569250Z,pre,R9SP,2021-04-26 11:11:33,2021-04-26 11:11:40,6.4999144077301
1017,SG,17,NA,17,2021-04-26T11:17:19.096730646Z,2021-04-26T11:17:35.221816248Z,pre,R9SP,2021-04-26 11:17:19,2021-04-26 11:17:35,16.1250855922699
1018,SG,17,NA,17,2021-04-26T11:19:11.848218498Z,2021-04-26T11:19:16.972880801Z,pre,R9SP,2021-04-26 11:19:11,2021-04-26 11:19:16,5.12466239929199
1019,SG,17,NA,17,2021-04-26T11:19:21.847934887Z,2021-04-26T11:20:03.973232436Z,pre,R9SP,2021-04-26 11:19:21,2021-04-26 11:20:03,42.1252975463867
1020,SG,17,NA,17,2021-04-26T11:20:55.973785436Z,2021-04-26T11:21:21.098900877Z,pre,R9SP,2021-04-26 11:20:55,2021-04-26 11:21:21,25.1251153945923
1021,SG,18,NA,18,2021-04-26T11:12:50.219370551Z,2021-04-26T11:12:54.344316798Z,pre,R9SP,2021-04-26 11:12:50,2021-04-26 11:12:54,4.12494611740112
1022,SG,18,NA,18,2021-04-26T11:14:02.095003976Z,2021-04-26T11:14:12.719983122Z,pre,R9SP,2021-04-26 11:14:02,2021-04-26 11:14:12,10.624979019165
1023,SG,18,NA,18,2021-04-26T11:15:03.595571655Z,2021-04-26T11:15:20.595713627Z,pre,R9SP,2021-04-26 11:15:03,2021-04-26 11:15:20,17.0001418590546
1024,FR,18,30,18,2021-04-26T11:16:49.221525036Z,2021-04-26T11:16:53.221955616Z,pre,R9SP,2021-04-26 11:16:49,2021-04-26 11:16:53,4.00043058395386
1026,T,18,20,18,2021-04-26T11:21:57.599388291Z,2021-04-26T11:22:16.474527331Z,pre,R9SP,2021-04-26 11:21:57,2021-04-26 11:22:16,18.8751389980316
1027,SG,18,NA,18,2021-04-26T11:22:26.349611933Z,2021-04-26T11:22:40.224683025Z,pre,R9SP,2021-04-26 11:22:26,2021-04-26 11:22:40,13.8750710487366
1029,SG,19,NA,19,2021-04-26T11:23:18.850088866Z,2021-04-26T11:23:24.350139953Z,pre,R9SP,2021-04-26 11:23:18,2021-04-26 11:23:24,5.50005102157593
1030,SG,19,NA,19,2021-04-26T11:23:32.475604077Z,2021-04-26T11:23:35.225115112Z,pre,R9SP,2021-04-26 11:23:32,2021-04-26 11:23:35,2.74951100349426
1031,SG,19,NA,19,2021-04-26T11:24:09.475948277Z,2021-04-26T11:24:24.850693949Z,pre,R9SP,2021-04-26 11:24:09,2021-04-26 11:24:24,15.3747456073761
1033,SG,21,NA,21,2021-04-26T11:19:13.472814403Z,2021-04-26T11:19:18.597834243Z,pre,R9SP,2021-04-26 11:19:13,2021-04-26 11:19:18,5.12502002716064
1034,SG,21,NA,21,2021-04-26T11:20:39.223641434Z,2021-04-26T11:20:46.848654637Z,pre,R9SP,2021-04-26 11:20:39,2021-04-26 11:20:46,7.62501335144043
1035,SG,21,NA,21,2021-04-26T11:21:20.349014733Z,2021-04-26T11:21:24.974447695Z,pre,R9SP,2021-04-26 11:21:20,2021-04-26 11:21:24,4.62543296813965
1036,SG,21,NA,21,2021-04-26T11:21:40.474213461Z,2021-04-26T11:21:57.974367533Z,pre,R9SP,2021-04-26 11:21:40,2021-04-26 11:21:57,17.5001542568207
1037,SG,21,NA,21,2021-04-26T11:22:49.599749111Z,2021-04-26T11:23:02.599931988Z,pre,R9SP,2021-04-26 11:22:49,2021-04-26 11:23:02,13.0001828670502
1038,SG,22,NA,22,2021-04-26T11:11:20.968542456Z,2021-04-26T11:11:26.343577765Z,pre,R9SP,2021-04-26 11:11:20,2021-04-26 11:11:26,5.37503552436829
1040,SG,22,NA,22,2021-04-26T11:11:51.468819630Z,2021-04-26T11:11:57.093860726Z,pre,R9SP,2021-04-26 11:11:51,2021-04-26 11:11:57,5.62504100799561
1041,T,22,34,22,2021-04-26T11:17:13.846772781Z,2021-04-26T11:17:25.597249154Z,pre,R9SP,2021-04-26 11:17:13,2021-04-26 11:17:25,11.7504765987396
1042,SG,22,NA,22,2021-04-26T11:17:34.721937139Z,2021-04-26T11:17:45.097032963Z,pre,R9SP,2021-04-26 11:17:34,2021-04-26 11:17:45,10.3750958442688
1043,SG,22,NA,22,2021-04-26T11:18:01.472585361Z,2021-04-26T11:18:18.472295603Z,pre,R9SP,2021-04-26 11:18:01,2021-04-26 11:18:18,16.9997100830078
1044,T,22,28,22,2021-04-26T11:18:29.347453475Z,2021-04-26T11:19:50.348127155Z,pre,R9SP,2021-04-26 11:18:29,2021-04-26 11:19:50,81.000673532486
1045,SG,22,NA,22,2021-04-26T11:20:16.848435953Z,2021-04-26T11:20:46.223629955Z,pre,R9SP,2021-04-26 11:20:16,2021-04-26 11:20:46,29.3751940727234
1046,SG,22,NA,22,2021-04-26T11:20:51.098738289Z,2021-04-26T11:21:17.473857337Z,pre,R9SP,2021-04-26 11:20:51,2021-04-26 11:21:17,26.3751192092896
1047,SG,22,NA,22,2021-04-26T11:25:21.351228904Z,2021-04-26T11:25:27.851205867Z,pre,R9SP,2021-04-26 11:25:21,2021-04-26 11:25:27,6.49997687339783
1048,SG,22,NA,22,2021-04-26T11:25:54.476513657Z,2021-04-26T11:25:57.601489585Z,pre,R9SP,2021-04-26 11:25:54,2021-04-26 11:25:57,3.12497591972351
1049,SG,22,NA,22,2021-04-26T11:26:01.101495338Z,2021-04-26T11:26:21.726774309Z,pre,R9SP,2021-04-26 11:26:01,2021-04-26 11:26:21,20.6252789497375
1050,CR,23,25,23,2021-04-26T11:11:58.343857650Z,2021-04-26T11:12:07.343884662Z,pre,R9SP,2021-04-26 11:11:58,2021-04-26 11:12:07,9.00002694129944
1052,SG,24,NA,24,2021-04-26T11:11:47.343761176Z,2021-04-26T11:11:55.718860524Z,pre,R9SP,2021-04-26 11:11:47,2021-04-26 11:11:55,8.37509942054749
1053,SG,24,NA,24,2021-04-26T11:12:08.719124300Z,2021-04-26T11:12:26.344132014Z,pre,R9SP,2021-04-26 11:12:08,2021-04-26 11:12:26,17.6250076293945
