Column,Behaviour,Actor,Receiver,Focal,T_start,T_stop,period,treatment_rep,T_start_UNIX,T_stop_UNIX,duration
1472,SG,9,NA,9,2021-04-27T11:14:36.524887770Z,2021-04-27T11:14:40.274835151Z,post,R9SP,2021-04-27 11:14:36,2021-04-27 11:14:40,3.74994730949402
1474,SG,9,NA,9,2021-04-27T11:14:53.650037005Z,2021-04-27T11:19:06.027374143Z,post,R9SP,2021-04-27 11:14:53,2021-04-27 11:19:06,252.377336978912
1475,FR,9,34,9,2021-04-27T11:18:00.027190558Z,2021-04-27T11:18:27.902093412Z,post,R9SP,2021-04-27 11:18:00,2021-04-27 11:18:27,27.8749029636383
1476,SG,9,NA,9,2021-04-27T11:19:09.902457364Z,2021-04-27T11:19:30.652689453Z,post,R9SP,2021-04-27 11:19:09,2021-04-27 11:19:30,20.7502319812775
1478,SG,9,NA,9,2021-04-27T11:20:08.528018733Z,2021-04-27T11:20:53.028468438Z,post,R9SP,2021-04-27 11:20:08,2021-04-27 11:20:53,44.5004496574402
1480,SG,9,NA,9,2021-04-27T11:21:01.153461423Z,2021-04-27T11:21:39.153834185Z,post,R9SP,2021-04-27 11:21:01,2021-04-27 11:21:39,38.0003726482391
1482,SG,9,NA,9,2021-04-27T11:21:51.654012025Z,2021-04-27T11:22:12.904214911Z,post,R9SP,2021-04-27 11:21:51,2021-04-27 11:22:12,21.2502028942108
1484,SG,9,NA,9,2021-04-27T11:22:46.154489726Z,2021-04-27T11:22:59.654673410Z,post,R9SP,2021-04-27 11:22:46,2021-04-27 11:22:59,13.5001835823059
1486,SG,10,NA,10,2021-04-27T11:12:33.148710933Z,2021-04-27T11:12:41.398784710Z,post,R9SP,2021-04-27 11:12:33,2021-04-27 11:12:41,8.25007367134094
1487,FR,10,21,10,2021-04-27T11:13:05.024031724Z,2021-04-27T11:13:08.398980606Z,post,R9SP,2021-04-27 11:13:05,2021-04-27 11:13:08,3.37494897842407
1489,SG,10,NA,10,2021-04-27T11:14:20.649738376Z,2021-04-27T11:14:30.024813306Z,post,R9SP,2021-04-27 11:14:20,2021-04-27 11:14:30,9.37507510185242
1490,T,10,33,10,2021-04-27T11:15:41.900502932Z,2021-04-27T11:15:48.900565004Z,post,R9SP,2021-04-27 11:15:41,2021-04-27 11:15:48,7.00006198883057
1491,T,10,29,10,2021-04-27T11:16:35.401024973Z,2021-04-27T11:17:05.901693742Z,post,R9SP,2021-04-27 11:16:35,2021-04-27 11:17:05,30.5006687641144
1492,SG,10,NA,10,2021-04-27T11:17:18.151656841Z,2021-04-27T11:17:34.776842485Z,post,R9SP,2021-04-27 11:17:18,2021-04-27 11:17:34,16.6251857280731
1493,SG,10,NA,10,2021-04-27T11:22:59.654673410Z,2021-04-27T11:23:24.029895881Z,post,R9SP,2021-04-27 11:22:59,2021-04-27 11:23:24,24.3752224445343
1494,SG,10,NA,10,2021-04-27T11:23:46.405102485Z,2021-04-27T11:23:52.405150687Z,post,R9SP,2021-04-27 11:23:46,2021-04-27 11:23:52,6.00004816055298
1495,SG,11,NA,11,2021-04-27T11:11:20.648026416Z,2021-04-27T11:15:05.150160579Z,post,R9SP,2021-04-27 11:11:20,2021-04-27 11:15:05,224.502134084702
1496,SG,11,NA,11,2021-04-27T11:15:09.025586482Z,2021-04-27T11:15:20.900173697Z,post,R9SP,2021-04-27 11:15:09,2021-04-27 11:15:20,11.8745872974396
1497,SG,11,NA,11,2021-04-27T11:15:25.400352736Z,2021-04-27T11:15:34.025431561Z,post,R9SP,2021-04-27 11:15:25,2021-04-27 11:15:34,8.62507891654968
1498,SG,11,NA,11,2021-04-27T11:15:44.025539687Z,2021-04-27T11:15:47.025461201Z,post,R9SP,2021-04-27 11:15:44,2021-04-27 11:15:47,2.99992156028748
1499,SG,11,NA,11,2021-04-27T11:15:49.400547069Z,2021-04-27T11:16:20.775848744Z,post,R9SP,2021-04-27 11:15:49,2021-04-27 11:16:20,31.3753015995026
1500,SG,11,NA,11,2021-04-27T11:16:23.900917520Z,2021-04-27T11:16:37.526463791Z,post,R9SP,2021-04-27 11:16:23,2021-04-27 11:16:37,13.6255462169647
1501,G,11,29,11,2021-04-27T11:16:50.401134685Z,2021-04-27T11:17:00.651650664Z,post,R9SP,2021-04-27 11:16:50,2021-04-27 11:17:00,10.2505159378052
1502,SG,11,NA,11,2021-04-27T11:17:02.026142545Z,2021-04-27T11:17:06.651243840Z,post,R9SP,2021-04-27 11:17:02,2021-04-27 11:17:06,4.62510132789612
1503,G,11,29,11,2021-04-27T11:17:06.651243840Z,2021-04-27T11:17:22.901455227Z,post,R9SP,2021-04-27 11:17:06,2021-04-27 11:17:22,16.2502112388611
1504,SG,11,NA,11,2021-04-27T11:17:41.026653504Z,2021-04-27T11:17:46.277083576Z,post,R9SP,2021-04-27 11:17:41,2021-04-27 11:17:46,5.2504301071167
1506,SG,11,NA,11,2021-04-27T11:21:41.404352412Z,2021-04-27T11:21:57.904054086Z,post,R9SP,2021-04-27 11:21:41,2021-04-27 11:21:57,16.4997017383575
1507,FR,11,22,11,2021-04-27T11:23:40.905067751Z,2021-04-27T11:24:43.905664363Z,post,R9SP,2021-04-27 11:23:40,2021-04-27 11:24:43,63.0005967617035
1508,SG,11,NA,11,2021-04-27T11:25:34.781135557Z,2021-04-27T11:25:36.281068304Z,post,R9SP,2021-04-27 11:25:34,2021-04-27 11:25:36,1.49993276596069
1509,SG,11,NA,11,2021-04-27T11:25:42.281136738Z,2021-04-27T11:25:55.531385274Z,post,R9SP,2021-04-27 11:25:42,2021-04-27 11:25:55,13.2502484321594
1510,SG,11,NA,11,2021-04-27T11:26:06.281426733Z,2021-04-27T11:26:08.406469982Z,post,R9SP,2021-04-27 11:26:06,2021-04-27 11:26:08,2.1250433921814
1511,SG,12,NA,12,2021-04-27T11:14:31.149846208Z,2021-04-27T11:14:45.149970939Z,post,R9SP,2021-04-27 11:14:31,2021-04-27 11:14:45,14.0001246929169
1512,T,12,31,12,2021-04-27T11:15:19.150289432Z,2021-04-27T11:15:25.525353841Z,post,R9SP,2021-04-27 11:15:19,2021-04-27 11:15:25,6.37506437301636
1513,SG,12,NA,12,2021-04-27T11:16:01.901095236Z,2021-04-27T11:16:19.526294114Z,post,R9SP,2021-04-27 11:16:01,2021-04-27 11:16:19,17.6251990795135
1514,SG,12,NA,12,2021-04-27T11:16:51.651137502Z,2021-04-27T11:17:00.276243451Z,post,R9SP,2021-04-27 11:16:51,2021-04-27 11:17:00,8.62510585784912
1515,SG,12,NA,12,2021-04-27T11:20:20.153158988Z,2021-04-27T11:20:26.153212945Z,post,R9SP,2021-04-27 11:20:20,2021-04-27 11:20:26,6.00005412101746
1516,SG,12,NA,12,2021-04-27T11:22:02.904121481Z,2021-04-27T11:22:32.279401502Z,post,R9SP,2021-04-27 11:22:02,2021-04-27 11:22:32,29.3752801418304
1517,SG,12,NA,12,2021-04-27T11:23:18.404835920Z,2021-04-27T11:23:34.529988901Z,post,R9SP,2021-04-27 11:23:18,2021-04-27 11:23:34,16.1251530647278
1518,FR,12,31,12,2021-04-27T11:23:34.529988901Z,2021-04-27T11:23:37.155314783Z,post,R9SP,2021-04-27 11:23:34,2021-04-27 11:23:37,2.62532567977905
1519,FR,12,19,12,2021-04-27T11:25:47.781267739Z,2021-04-27T11:25:49.656274280Z,post,R9SP,2021-04-27 11:25:47,2021-04-27 11:25:49,1.87500667572021
1520,SG,13,NA,13,2021-04-27T11:11:20.898019247Z,2021-04-27T11:11:40.023195257Z,post,R9SP,2021-04-27 11:11:20,2021-04-27 11:11:40,19.1251759529114
1521,SG,13,NA,13,2021-04-27T11:13:32.024239918Z,2021-04-27T11:14:36.650288931Z,post,R9SP,2021-04-27 11:13:32,2021-04-27 11:14:36,64.6260488033295
1522,T,13,31,13,2021-04-27T11:25:18.405898420Z,2021-04-27T11:25:50.281195449Z,post,R9SP,2021-04-27 11:25:18,2021-04-27 11:25:50,31.8752970695496
1523,CR,14,22,14,2021-04-27T11:18:30.527193627Z,2021-04-27T11:18:34.152147756Z,post,R9SP,2021-04-27 11:18:30,2021-04-27 11:18:34,3.62495422363281
1524,SG,14,NA,14,2021-04-27T11:19:21.777582134Z,2021-04-27T11:19:23.652600442Z,post,R9SP,2021-04-27 11:19:21,2021-04-27 11:19:23,1.87501835823059
1525,CR,14,23,14,2021-04-27T11:23:53.905182864Z,2021-04-27T11:23:58.905219321Z,post,R9SP,2021-04-27 11:23:53,2021-04-27 11:23:58,5.0000364780426
1527,FR,14,31,14,2021-04-27T11:25:15.280948628Z,2021-04-27T11:25:19.405982425Z,post,R9SP,2021-04-27 11:25:15,2021-04-27 11:25:19,4.12503385543823
1528,SG,15,NA,15,2021-04-27T11:21:39.028952893Z,2021-04-27T11:22:04.904141105Z,post,R9SP,2021-04-27 11:21:39,2021-04-27 11:22:04,25.8751883506775
1529,SG,15,NA,15,2021-04-27T11:23:08.779993879Z,2021-04-27T11:23:42.030061914Z,post,R9SP,2021-04-27 11:23:08,2021-04-27 11:23:42,33.2500681877136
1530,SG,15,NA,15,2021-04-27T11:25:57.156351572Z,2021-04-27T11:26:13.281507592Z,post,R9SP,2021-04-27 11:25:57,2021-04-27 11:26:13,16.1251559257507
1532,G,16,30,16,2021-04-27T11:12:13.273487670Z,2021-04-27T11:12:18.273573032Z,post,R9SP,2021-04-27 11:12:13,2021-04-27 11:12:18,5.00008535385132
1533,SG,16,NA,16,2021-04-27T11:13:13.274104020Z,2021-04-27T11:13:37.524251895Z,post,R9SP,2021-04-27 11:13:13,2021-04-27 11:13:37,24.250147819519
1534,SG,16,NA,16,2021-04-27T11:13:40.149379779Z,2021-04-27T11:13:41.524369264Z,post,R9SP,2021-04-27 11:13:40,2021-04-27 11:13:41,1.37498950958252
1535,SG,16,NA,16,2021-04-27T11:13:43.774386437Z,2021-04-27T11:13:56.399506703Z,post,R9SP,2021-04-27 11:13:43,2021-04-27 11:13:56,12.6251204013824
1536,FR,16,33,16,2021-04-27T11:13:56.399506703Z,2021-04-27T11:13:58.774470455Z,post,R9SP,2021-04-27 11:13:56,2021-04-27 11:13:58,2.37496376037598
1537,SG,16,NA,16,2021-04-27T11:14:50.150004376Z,2021-04-27T11:15:01.650126901Z,post,R9SP,2021-04-27 11:14:50,2021-04-27 11:15:01,11.5001225471497
1538,SG,16,NA,16,2021-04-27T11:18:20.651897079Z,2021-04-27T11:18:35.652165325Z,post,R9SP,2021-04-27 11:18:20,2021-04-27 11:18:35,15.0002682209015
1539,SG,16,NA,16,2021-04-27T11:19:23.027995490Z,2021-04-27T11:19:26.777632242Z,post,R9SP,2021-04-27 11:19:23,2021-04-27 11:19:26,3.74963665008545
1540,SG,16,NA,16,2021-04-27T11:19:40.652789733Z,2021-04-27T11:19:44.277792226Z,post,R9SP,2021-04-27 11:19:40,2021-04-27 11:19:44,3.62500238418579
1541,SG,16,NA,16,2021-04-27T11:19:46.778226820Z,2021-04-27T11:19:58.402927277Z,post,R9SP,2021-04-27 11:19:46,2021-04-27 11:19:58,11.6247003078461
1542,SG,16,NA,16,2021-04-27T11:20:00.402950928Z,2021-04-27T11:20:06.027907422Z,post,R9SP,2021-04-27 11:20:00,2021-04-27 11:20:06,5.62495636940002
1543,SG,16,NA,16,2021-04-27T11:20:11.902972910Z,2021-04-27T11:20:15.653103727Z,post,R9SP,2021-04-27 11:20:11,2021-04-27 11:20:15,3.75013089179993
1544,SG,16,NA,16,2021-04-27T11:21:24.528749612Z,2021-04-27T11:21:39.778827008Z,post,R9SP,2021-04-27 11:21:24,2021-04-27 11:21:39,15.2500772476196
1545,SG,16,NA,16,2021-04-27T11:21:42.028955884Z,2021-04-27T11:22:14.154238088Z,post,R9SP,2021-04-27 11:21:42,2021-04-27 11:22:14,32.1252820491791
1546,SG,16,NA,16,2021-04-27T11:22:16.654224216Z,2021-04-27T11:22:22.654332464Z,post,R9SP,2021-04-27 11:22:16,2021-04-27 11:22:22,6.00010824203491
1547,SG,16,NA,16,2021-04-27T11:22:35.779305087Z,2021-04-27T11:23:14.029793794Z,post,R9SP,2021-04-27 11:22:35,2021-04-27 11:23:14,38.2504887580872
1548,CR,16,25,16,2021-04-27T11:23:58.030212873Z,2021-04-27T11:24:01.280229772Z,post,R9SP,2021-04-27 11:23:58,2021-04-27 11:24:01,3.25001692771912
1549,SG,16,NA,16,2021-04-27T11:25:00.405808309Z,2021-04-27T11:25:02.655827487Z,post,R9SP,2021-04-27 11:25:00,2021-04-27 11:25:02,2.25001931190491
1550,SG,17,NA,17,2021-04-27T11:11:20.648026416Z,2021-04-27T11:11:32.148125499Z,post,R9SP,2021-04-27 11:11:20,2021-04-27 11:11:32,11.5000989437103
1551,SG,17,NA,17,2021-04-27T11:11:51.523709894Z,2021-04-27T11:13:47.149413220Z,post,R9SP,2021-04-27 11:11:51,2021-04-27 11:13:47,115.62570309639
1552,SG,17,NA,17,2021-04-27T11:13:52.524465956Z,2021-04-27T11:14:52.650034187Z,post,R9SP,2021-04-27 11:13:52,2021-04-27 11:14:52,60.125568151474
1553,SG,17,NA,17,2021-04-27T11:15:15.150180759Z,2021-04-27T11:16:13.775704287Z,post,R9SP,2021-04-27 11:15:15,2021-04-27 11:16:13,58.6255235671997
1554,FR,17,31,17,2021-04-27T11:16:15.650887961Z,2021-04-27T11:16:17.275846157Z,post,R9SP,2021-04-27 11:16:15,2021-04-27 11:16:17,1.62495827674866
1555,SG,17,NA,17,2021-04-27T11:16:31.526366707Z,2021-04-27T11:16:52.151157596Z,post,R9SP,2021-04-27 11:16:31,2021-04-27 11:16:52,20.6247909069061
1556,FR,17,18,17,2021-04-27T11:16:52.151157596Z,2021-04-27T11:16:54.901209529Z,post,R9SP,2021-04-27 11:16:52,2021-04-27 11:16:54,2.75005197525024
1557,FR,17,31,17,2021-04-27T11:21:35.153856643Z,2021-04-27T11:22:24.279337800Z,post,R9SP,2021-04-27 11:21:35,2021-04-27 11:22:24,49.1254811286926
1558,SG,18,NA,18,2021-04-27T11:11:39.023200150Z,2021-04-27T11:11:44.273477054Z,post,R9SP,2021-04-27 11:11:39,2021-04-27 11:11:44,5.25027704238892
1559,SG,18,NA,18,2021-04-27T11:12:34.148716928Z,2021-04-27T11:12:46.398828664Z,post,R9SP,2021-04-27 11:12:34,2021-04-27 11:12:46,12.2501118183136
1561,FR,18,30,18,2021-04-27T11:15:17.900284791Z,2021-04-27T11:15:39.525479660Z,post,R9SP,2021-04-27 11:15:17,2021-04-27 11:15:39,21.6251947879791
1562,SG,18,NA,18,2021-04-27T11:15:49.775578417Z,2021-04-27T11:16:06.900596014Z,post,R9SP,2021-04-27 11:15:49,2021-04-27 11:16:06,17.1250174045563
1564,SG,18,NA,18,2021-04-27T11:18:02.901833103Z,2021-04-27T11:18:10.276915014Z,post,R9SP,2021-04-27 11:18:02,2021-04-27 11:18:10,7.37508201599121
1565,SG,18,NA,18,2021-04-27T11:18:13.901949272Z,2021-04-27T11:21:23.153799511Z,post,R9SP,2021-04-27 11:18:13,2021-04-27 11:21:23,189.251850366592
1566,SG,18,NA,18,2021-04-27T11:21:26.153762579Z,2021-04-27T11:23:31.279957791Z,post,R9SP,2021-04-27 11:21:26,2021-04-27 11:23:31,125.126195192337
1568,SG,18,NA,18,2021-04-27T11:25:06.030862031Z,2021-04-27T11:25:08.905831444Z,post,R9SP,2021-04-27 11:25:06,2021-04-27 11:25:08,2.8749692440033
1569,SG,18,NA,18,2021-04-27T11:25:15.655954177Z,2021-04-27T11:25:29.406085057Z,post,R9SP,2021-04-27 11:25:15,2021-04-27 11:25:29,13.7501308917999
1570,SG,18,NA,18,2021-04-27T11:25:34.781135557Z,2021-04-27T11:25:49.406277462Z,post,R9SP,2021-04-27 11:25:34,2021-04-27 11:25:49,14.6251418590546
1571,SG,19,NA,19,2021-04-27T11:11:39.773200113Z,2021-04-27T11:11:41.523238535Z,post,R9SP,2021-04-27 11:11:39,2021-04-27 11:11:41,1.75003838539124
1572,FR,19,31,19,2021-04-27T11:11:41.523238535Z,2021-04-27T11:11:44.398197566Z,post,R9SP,2021-04-27 11:11:41,2021-04-27 11:11:44,2.87495923042297
1573,SG,19,NA,19,2021-04-27T11:12:06.273454036Z,2021-04-27T11:12:21.023598185Z,post,R9SP,2021-04-27 11:12:06,2021-04-27 11:12:21,14.7501442432404
1574,FR,19,31,19,2021-04-27T11:13:22.024033088Z,2021-04-27T11:13:25.024087836Z,post,R9SP,2021-04-27 11:13:22,2021-04-27 11:13:25,3.00005483627319
1575,SG,19,NA,19,2021-04-27T11:18:52.777238783Z,2021-04-27T11:18:59.277389595Z,post,R9SP,2021-04-27 11:18:52,2021-04-27 11:18:59,6.50015068054199
1576,SG,19,NA,19,2021-04-27T11:19:52.653276982Z,2021-04-27T11:20:08.152889095Z,post,R9SP,2021-04-27 11:19:52,2021-04-27 11:20:08,15.4996120929718
1579,FR,19,31,19,2021-04-27T11:23:59.780322287Z,2021-04-27T11:24:01.030226362Z,post,R9SP,2021-04-27 11:23:59,2021-04-27 11:24:01,1.2499041557312
1581,CR,20,23,20,2021-04-27T11:17:40.401642903Z,2021-04-27T11:17:44.026682864Z,post,R9SP,2021-04-27 11:17:40,2021-04-27 11:17:44,3.62504005432129
1583,SG,20,NA,20,2021-04-27T11:18:20.027010614Z,2021-04-27T11:18:22.527013561Z,post,R9SP,2021-04-27 11:18:20,2021-04-27 11:18:22,2.50000286102295
1584,FR,20,22,20,2021-04-27T11:18:45.027242888Z,2021-04-27T11:18:53.652331807Z,post,R9SP,2021-04-27 11:18:45,2021-04-27 11:18:53,8.62508893013
1588,FR,20,30,20,2021-04-27T11:24:04.655194577Z,2021-04-27T11:24:13.280278618Z,post,R9SP,2021-04-27 11:24:04,2021-04-27 11:24:13,8.62508416175842
1589,G,21,23,21,2021-04-27T11:11:21.023014438Z,2021-04-27T11:11:37.523130656Z,post,R9SP,2021-04-27 11:11:21,2021-04-27 11:11:37,16.500116109848
1590,A,21,23,21,2021-04-27T11:11:38.523193199Z,2021-04-27T11:11:46.773266958Z,post,R9SP,2021-04-27 11:11:38,2021-04-27 11:11:46,8.25007390975952
1591,G,21,23,21,2021-04-27T11:11:46.773266958Z,2021-04-27T11:12:23.899014149Z,post,R9SP,2021-04-27 11:11:46,2021-04-27 11:12:23,37.1257472038269
1592,SG,21,NA,21,2021-04-27T11:12:24.648633272Z,2021-04-27T11:12:30.773701084Z,post,R9SP,2021-04-27 11:12:24,2021-04-27 11:12:30,6.12506794929504
1593,SG,21,NA,21,2021-04-27T11:12:44.398815733Z,2021-04-27T11:12:52.023832524Z,post,R9SP,2021-04-27 11:12:44,2021-04-27 11:12:52,7.62501692771912
1595,G,21,23,21,2021-04-27T11:13:33.274334204Z,2021-04-27T11:14:48.900004906Z,post,R9SP,2021-04-27 11:13:33,2021-04-27 11:14:48,75.625670671463
1596,SG,21,NA,21,2021-04-27T11:14:50.650022786Z,2021-04-27T11:14:57.024996784Z,post,R9SP,2021-04-27 11:14:50,2021-04-27 11:14:57,6.37497401237488
1597,SG,21,NA,21,2021-04-27T11:14:59.650111735Z,2021-04-27T11:15:05.275155297Z,post,R9SP,2021-04-27 11:14:59,2021-04-27 11:15:05,5.62504363059998
1598,G,21,23,21,2021-04-27T11:15:08.775105631Z,2021-04-27T11:15:28.275376690Z,post,R9SP,2021-04-27 11:15:08,2021-04-27 11:15:28,19.5002710819244
1599,SG,21,NA,21,2021-04-27T11:15:33.275427007Z,2021-04-27T11:15:36.650471622Z,post,R9SP,2021-04-27 11:15:33,2021-04-27 11:15:36,3.37504458427429
1600,A,21,23,21,2021-04-27T11:15:38.900472560Z,2021-04-27T11:15:40.900499139Z,post,R9SP,2021-04-27 11:15:38,2021-04-27 11:15:40,2.00002646446228
1601,G,21,23,21,2021-04-27T11:15:40.900499139Z,2021-04-27T11:16:29.026385737Z,post,R9SP,2021-04-27 11:15:40,2021-04-27 11:16:29,48.1258866786957
1602,SG,21,NA,21,2021-04-27T11:16:31.026399225Z,2021-04-27T11:16:39.401054564Z,post,R9SP,2021-04-27 11:16:31,2021-04-27 11:16:39,8.3746554851532
1603,G,21,23,21,2021-04-27T11:17:05.901693742Z,2021-04-27T11:17:25.151453987Z,post,R9SP,2021-04-27 11:17:05,2021-04-27 11:17:25,19.2497601509094
1604,SG,21,NA,21,2021-04-27T11:17:30.651536847Z,2021-04-27T11:17:34.151527599Z,post,R9SP,2021-04-27 11:17:30,2021-04-27 11:17:34,3.49999070167542
1605,G,21,6,21,2021-04-27T11:17:44.026682864Z,2021-04-27T11:17:48.776715004Z,post,R9SP,2021-04-27 11:17:44,2021-04-27 11:17:48,4.75003218650818
1606,SG,21,NA,21,2021-04-27T11:18:48.652279034Z,2021-04-27T11:18:55.402425912Z,post,R9SP,2021-04-27 11:18:48,2021-04-27 11:18:55,6.75014686584473
1607,SG,21,NA,21,2021-04-27T11:19:23.903019632Z,2021-04-27T11:19:33.027707421Z,post,R9SP,2021-04-27 11:19:23,2021-04-27 11:19:33,9.12468767166138
1608,SG,21,NA,21,2021-04-27T11:20:11.778056962Z,2021-04-27T11:20:31.028245654Z,post,R9SP,2021-04-27 11:20:11,2021-04-27 11:20:31,19.2501888275146
1609,G,21,11,21,2021-04-27T11:20:33.028263124Z,2021-04-27T11:20:56.028494965Z,post,R9SP,2021-04-27 11:20:33,2021-04-27 11:20:56,23.0002319812775
1610,SG,21,NA,21,2021-04-27T11:21:15.903991587Z,2021-04-27T11:21:19.028755551Z,post,R9SP,2021-04-27 11:21:15,2021-04-27 11:21:19,3.12476396560669
1612,SG,21,NA,21,2021-04-27T11:21:43.404182748Z,2021-04-27T11:21:56.029049599Z,post,R9SP,2021-04-27 11:21:43,2021-04-27 11:21:56,12.6248669624329
1613,SG,21,NA,21,2021-04-27T11:22:18.029273554Z,2021-04-27T11:22:21.904230883Z,post,R9SP,2021-04-27 11:22:18,2021-04-27 11:22:21,3.87495732307434
1614,SG,21,NA,21,2021-04-27T11:23:05.279812912Z,2021-04-27T11:23:08.904706385Z,post,R9SP,2021-04-27 11:23:05,2021-04-27 11:23:08,3.62489366531372
1615,SG,21,NA,21,2021-04-27T11:24:06.030294470Z,2021-04-27T11:24:11.155345341Z,post,R9SP,2021-04-27 11:24:06,2021-04-27 11:24:11,5.12505102157593
1616,SG,21,NA,21,2021-04-27T11:24:46.156107872Z,2021-04-27T11:25:03.780845556Z,post,R9SP,2021-04-27 11:24:46,2021-04-27 11:25:03,17.624737739563
1617,G,21,23,21,2021-04-27T11:25:58.281795955Z,2021-04-27T11:26:04.031407370Z,post,R9SP,2021-04-27 11:25:58,2021-04-27 11:26:04,5.74961137771606
1618,SG,22,NA,22,2021-04-27T11:12:25.273886462Z,2021-04-27T11:12:35.773748849Z,post,R9SP,2021-04-27 11:12:25,2021-04-27 11:12:35,10.4998624324799
1619,SG,22,NA,22,2021-04-27T11:14:18.900111102Z,2021-04-27T11:14:25.524739487Z,post,R9SP,2021-04-27 11:14:18,2021-04-27 11:14:25,6.62462830543518
1620,SG,22,NA,22,2021-04-27T11:14:27.274800280Z,2021-04-27T11:14:52.525034392Z,post,R9SP,2021-04-27 11:14:27,2021-04-27 11:14:52,25.2502341270447
1621,SG,22,NA,22,2021-04-27T11:14:56.900051425Z,2021-04-27T11:16:30.525978342Z,post,R9SP,2021-04-27 11:14:56,2021-04-27 11:16:30,93.6259269714355
1622,FR,22,31,22,2021-04-27T11:16:43.651008126Z,2021-04-27T11:16:45.651089958Z,post,R9SP,2021-04-27 11:16:43,2021-04-27 11:16:45,2.00008177757263
1623,SG,22,NA,22,2021-04-27T11:16:53.276056800Z,2021-04-27T11:17:01.401253146Z,post,R9SP,2021-04-27 11:16:53,2021-04-27 11:17:01,8.12519645690918
1624,SG,22,NA,22,2021-04-27T11:17:17.901357954Z,2021-04-27T11:17:56.777175487Z,post,R9SP,2021-04-27 11:17:17,2021-04-27 11:17:56,38.8758175373077
1627,SG,22,NA,22,2021-04-27T11:19:55.027905428Z,2021-04-27T11:20:29.903250021Z,post,R9SP,2021-04-27 11:19:55,2021-04-27 11:20:29,34.8753445148468
1628,CR,22,7,22,2021-04-27T11:21:57.779071339Z,2021-04-27T11:22:01.028959248Z,post,R9SP,2021-04-27 11:21:57,2021-04-27 11:22:01,3.24988794326782
1629,SG,22,NA,22,2021-04-27T11:22:42.029728489Z,2021-04-27T11:22:50.029555538Z,post,R9SP,2021-04-27 11:22:42,2021-04-27 11:22:50,7.99982714653015
1634,SG,23,NA,23,2021-04-27T11:12:40.773786645Z,2021-04-27T11:12:52.524291851Z,post,R9SP,2021-04-27 11:12:40,2021-04-27 11:12:52,11.7505052089691
1640,FR,23,31,23,2021-04-27T11:17:10.151334260Z,2021-04-27T11:17:14.026421954Z,post,R9SP,2021-04-27 11:17:10,2021-04-27 11:17:14,3.87508773803711
1641,SG,23,NA,23,2021-04-27T11:17:38.276606071Z,2021-04-27T11:17:40.901642136Z,post,R9SP,2021-04-27 11:17:38,2021-04-27 11:17:40,2.62503600120544
1643,SG,23,NA,23,2021-04-27T11:17:54.902181039Z,2021-04-27T11:18:06.651873529Z,post,R9SP,2021-04-27 11:17:54,2021-04-27 11:18:06,11.749692440033
1645,SG,23,NA,23,2021-04-27T11:19:23.027995490Z,2021-04-27T11:19:30.527671674Z,post,R9SP,2021-04-27 11:19:23,2021-04-27 11:19:30,7.499675989151
1646,SG,23,NA,23,2021-04-27T11:20:10.778037619Z,2021-04-27T11:20:44.028371999Z,post,R9SP,2021-04-27 11:20:10,2021-04-27 11:20:44,33.2503345012665
1647,SG,23,NA,23,2021-04-27T11:20:48.528406302Z,2021-04-27T11:21:15.903991587Z,post,R9SP,2021-04-27 11:20:48,2021-04-27 11:21:15,27.3755853176117
1648,SG,23,NA,23,2021-04-27T11:21:23.778750958Z,2021-04-27T11:21:41.278921396Z,post,R9SP,2021-04-27 11:21:23,2021-04-27 11:21:41,17.5001704692841
1649,SG,23,NA,23,2021-04-27T11:21:52.154410593Z,2021-04-27T11:22:01.779503704Z,post,R9SP,2021-04-27 11:21:52,2021-04-27 11:22:01,9.62509322166443
1651,SG,23,NA,23,2021-04-27T11:24:46.030686840Z,2021-04-27T11:24:54.405722998Z,post,R9SP,2021-04-27 11:24:46,2021-04-27 11:24:54,8.37503623962402
1653,SG,24,NA,24,2021-04-27T11:11:21.273017824Z,2021-04-27T11:12:14.648527135Z,post,R9SP,2021-04-27 11:11:21,2021-04-27 11:12:14,53.375509262085
1654,SG,24,NA,24,2021-04-27T11:12:47.023874314Z,2021-04-27T11:12:51.774339608Z,post,R9SP,2021-04-27 11:12:47,2021-04-27 11:12:51,4.75046539306641
1655,SG,24,NA,24,2021-04-27T11:12:55.023918657Z,2021-04-27T11:13:20.899172973Z,post,R9SP,2021-04-27 11:12:55,2021-04-27 11:13:20,25.8752543926239
1656,SG,24,NA,24,2021-04-27T11:16:32.400979983Z,2021-04-27T11:17:03.401171681Z,post,R9SP,2021-04-27 11:16:32,2021-04-27 11:17:03,31.0001916885376
1657,TB,26,NA,26,2021-04-27T11:15:44.025539687Z,2021-04-27T11:16:18.400862133Z,post,R9SP,2021-04-27 11:15:44,2021-04-27 11:16:18,34.3753225803375
1658,G,27,16,27,2021-04-27T11:11:20.273457828Z,2021-04-27T11:11:23.148056986Z,post,R9SP,2021-04-27 11:11:20,2021-04-27 11:11:23,2.87459921836853
1659,SG,27,NA,27,2021-04-27T11:11:30.523101174Z,2021-04-27T11:11:43.523154677Z,post,R9SP,2021-04-27 11:11:30,2021-04-27 11:11:43,13.0000536441803
1661,SG,27,NA,27,2021-04-27T11:13:37.149303943Z,2021-04-27T11:13:44.399827266Z,post,R9SP,2021-04-27 11:13:37,2021-04-27 11:13:44,7.25052332878113
