"Colony","qPCR_Well.","Ct1","Ct2","Code","MbruDNA","Treatment","size_treat","status","antID","AntTask1perc","prop_time_outside","colony_size","treatment","Exposed","IsAlive","IsQueen","N_exposed","Ct_mean","above_detection_threshold","Ant_status"
"R12BP","B10",33.19,34.06,"53-B8",0.007271516601692,"Big Pathogen","BP","Big",91,"forager",0.136,192,"Pathogen","untreated",TRUE,FALSE,16,33.625,"T","untreated forager"
"R8BP","B10",32.58,32.73,"34-B10",0.006454944313788,"Big Pathogen","BP","Big",90,"forager",0.67,180,"Pathogen","untreated",TRUE,FALSE,17,32.655,"T","untreated forager"
"R11SP","F7",32.57,32.42,"49-F3",0.007075082363513,"Small Pathogen","SP","Small",17,"nurse",0.004,34,"Pathogen","untreated",TRUE,FALSE,3,32.495,"T","untreated nurse"
"R12BP","E2",33.03,32.83,"53-E10",0.005575720560344,"Big Pathogen","BP","Big",92,"forager",0.163,192,"Pathogen","untreated",TRUE,FALSE,16,32.93,"T","untreated forager"
"R8BP","A11",35.46,29.63,"34-A12",0.007237798696643,"Big Pathogen","BP","Big",91,"forager",0.229,180,"Pathogen","untreated",TRUE,FALSE,17,32.545,"T","untreated forager"
"R8BP","A5",34.89,29.62,"34-A12",0.00880954543973,"Big Pathogen","BP","Big",91,"forager",0.229,180,"Pathogen","untreated",TRUE,FALSE,17,32.255,"T","untreated forager"
"R11SP","H7",31.21,31.95,"49-H3",0.0126632738843,"Small Pathogen","SP","Small",18,"nurse",0.001,34,"Pathogen","untreated",TRUE,FALSE,3,31.58,"T","untreated nurse"
"R12BP","G2",34.07,32.46,"52-G2",0.005092007093702,"Big Pathogen","BP","Big",93,"nurse",0,192,"Pathogen","untreated",TRUE,FALSE,16,33.265,"T","untreated nurse"
"R8BP","D6",34.63,34.4,"33-D11",0.00176747793167,"Big Pathogen","BP","Big",92,"forager",0.395,180,"Pathogen","untreated",TRUE,FALSE,17,34.515,"T","untreated forager"
"R11SP","H6",22.98,NA,"49-B4",2.06460036602991,"Small Pathogen","SP","Small",19,"nurse",0.004,34,"Pathogen","treated",TRUE,FALSE,3,22.98,"T","treated nurse"
"R12BP","A11",32.12,33.29,"52-A11",0.007281703648542,"Big Pathogen","BP","Big",94,"forager",0.069,192,"Pathogen","untreated",TRUE,FALSE,16,32.705,"T","untreated forager"
"R8BP","E1",29.91,29.6,"33-E6",0.045521650490273,"Big Pathogen","BP","Big",93,"forager",0.414,180,"Pathogen","untreated",TRUE,FALSE,17,29.755,"T","untreated forager"
"R11SP","F6",33.38,33.64,"49-F2",0.003709257641013,"Small Pathogen","SP","Small",20,"forager",0.883,34,"Pathogen","untreated",TRUE,FALSE,3,33.51,"T","untreated forager"
"R12BP","G5",32.48,33.34,"53-G3",0.011480637384873,"Big Pathogen","BP","Big",95,"nurse",0,192,"Pathogen","untreated",TRUE,FALSE,16,32.91,"T","untreated nurse"
"R8BP","C4",33,33.13,"34-C4",0.004878962723432,"Big Pathogen","BP","Big",94,"forager",0.385,180,"Pathogen","untreated",TRUE,FALSE,17,33.065,"T","untreated forager"
"R12BP","E8",33.29,34.18,"53-E6",0.006778147260689,"Big Pathogen","BP","Big",96,"nurse",0.002,192,"Pathogen","untreated",TRUE,FALSE,16,33.735,"T","untreated nurse"
"R8BP","E10",34.62,35.28,"35-E2",0.001313469522647,"Big Pathogen","BP","Big",95,"forager",0.012,180,"Pathogen","untreated",TRUE,FALSE,17,34.95,"T","untreated forager"
"R8BP","H10",32.34,32.73,"34-H10",0.007006038184633,"Big Pathogen","BP","Big",96,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,32.535,"T","untreated nurse"
"R12BP","D1",32.65,35.47,"51-D11",0.005507518948422,"Big Pathogen","BP","Big",97,"forager",0.133,192,"Pathogen","untreated",TRUE,FALSE,16,34.06,"T","untreated forager"
"R1SP","H3",21.56,22.23,"5-H1",6.00497909718677,"Small Pathogen","SP","Small",16,"nurse",0,35,"Pathogen","treated",TRUE,FALSE,3,21.895,"T","treated nurse"
"R8BP","E10",33.25,34.4,"34-E10",0.002903939071176,"Big Pathogen","BP","Big",97,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,33.825,"T","untreated nurse"
"R12BP","B1",35.26,35.15,"52-B1",0.001474799562159,"Big Pathogen","BP","Big",98,"forager",0.638,192,"Pathogen","untreated",TRUE,FALSE,16,35.205,"T","untreated forager"
"R8BP","B8",32.83,33.74,"33-C5",0.004091909312162,"Big Pathogen","BP","Big",98,"forager",0.777,180,"Pathogen","untreated",TRUE,FALSE,17,33.285,"T","untreated forager"
"R12BP","G7",32.28,33.65,"53-G5",0.011084318591059,"Big Pathogen","BP","Big",99,"forager",0.042,192,"Pathogen","untreated",TRUE,FALSE,16,32.965,"T","untreated forager"
"R8BP","A7",27.78,27.63,"34-A7",0.189481799259874,"Big Pathogen","BP","Big",99,"nurse",0.002,180,"Pathogen","untreated",TRUE,FALSE,17,27.705,"T","untreated nurse"
"R12BP","B2",24.33,32.82,"53-B10",0.106654086427425,"Big Pathogen","BP","Big",100,"nurse",0.001,192,"Pathogen","treated",TRUE,FALSE,16,28.575,"T","treated nurse"
"R12BP","B8",24.05,33.48,"53-B10",0.09376926244098,"Big Pathogen","BP","Big",100,"nurse",0.001,192,"Pathogen","treated",TRUE,FALSE,16,28.765,"T","treated nurse"
"R3BP","H9",33.54,34.72,"12-H9",0.001838645486569,"Big Pathogen","BP","Big",83,"forager",0.383,188,"Pathogen","untreated",TRUE,FALSE,14,34.13,"T","untreated forager"
"R8BP","C9",32.61,33.53,"35-C1",0.004738621275515,"Big Pathogen","BP","Big",100,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,33.07,"T","untreated nurse"
"R3BP","F1",28.63,28.24,"13-F1",0.100484945199528,"Big Pathogen","BP","Big",84,"forager",0.011,188,"Pathogen","untreated",TRUE,FALSE,14,28.435,"T","untreated forager"
"R8BP","A6",33.75,33.86,"34-A6",0.002943862354959,"Big Pathogen","BP","Big",101,"forager",0.415,180,"Pathogen","untreated",TRUE,FALSE,17,33.805,"T","untreated forager"
"R12BP","H9",32.19,33.75,"53-H7",0.011048975231061,"Big Pathogen","BP","Big",101,"nurse",0,192,"Pathogen","untreated",TRUE,FALSE,16,32.97,"T","untreated nurse"
"R3BP","E7",33.22,33.47,"11-E8",0.003561943283905,"Big Pathogen","BP","Big",85,"forager",0.058,188,"Pathogen","untreated",TRUE,FALSE,14,33.345,"T","untreated forager"
"R8BP","H11",32.57,32.96,"34-H11",0.005987940827249,"Big Pathogen","BP","Big",102,"nurse",0.001,180,"Pathogen","untreated",TRUE,FALSE,17,32.765,"T","untreated nurse"
"R12BP","F10",32.58,33.59,"52-F10",0.005712431430101,"Big Pathogen","BP","Big",102,"forager",0.049,192,"Pathogen","untreated",TRUE,FALSE,16,33.085,"T","untreated forager"
"R3BP","E9",36.11,35.59,"11-E10",0.000648201452692,"Big Pathogen","BP","Big",86,"forager",0.055,188,"Pathogen","untreated",TRUE,FALSE,14,35.85,"T","untreated forager"
"R8BP","G1",23.98,23.81,"33-G6",2.48383075356425,"Big Pathogen","BP","Big",103,"nurse",0,180,"Pathogen","treated",TRUE,FALSE,17,23.895,"T","treated nurse"
"R3BP","E10",33.21,33.52,"11-E11",0.003513815870185,"Big Pathogen","BP","Big",87,"forager",0.011,188,"Pathogen","untreated",TRUE,FALSE,14,33.365,"T","untreated forager"
"R8BP","G7",33.97,33.77,"34-G7",0.002816080076474,"Big Pathogen","BP","Big",104,"forager",0.544,180,"Pathogen","untreated",TRUE,FALSE,17,33.87,"T","untreated forager"
"R12BP","C11",32.72,33.67,"53-C9",0.009569891193055,"Big Pathogen","BP","Big",103,"forager",0.166,192,"Pathogen","untreated",TRUE,FALSE,16,33.195,"T","untreated forager"
"R1SP","B2",32.1,32.19,"4-B12",0.008839679111313,"Small Pathogen","SP","Small",17,"forager",0.012,35,"Pathogen","untreated",TRUE,FALSE,3,32.145,"T","untreated forager"
"R3BP","F5",31.49,31.22,"13-F5",0.013789007251846,"Big Pathogen","BP","Big",88,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,31.355,"T","untreated nurse"
"R12BP","F6",31.25,32.7,"53-F4",0.020860994088059,"Big Pathogen","BP","Big",104,"nurse",0.001,192,"Pathogen","untreated",TRUE,FALSE,16,31.975,"T","untreated nurse"
"R3BP","B6",34.55,34.91,"13-B7",0.001646497213284,"Big Pathogen","BP","Big",89,"nurse",0.002,188,"Pathogen","untreated",TRUE,FALSE,14,34.73,"T","untreated nurse"
"R3BP","H8",35.38,33.79,"11-H9",0.001532466536921,"Big Pathogen","BP","Big",90,"forager",0.261,188,"Pathogen","untreated",TRUE,FALSE,14,34.585,"T","untreated forager"
"R3BP","G6",32.76,32.34,"12-G6",0.005585087738237,"Big Pathogen","BP","Big",91,"forager",0.121,188,"Pathogen","untreated",TRUE,FALSE,14,32.55,"T","untreated forager"
"R3BP","H1",33.54,33.93,"12-H1",0.002427342164873,"Big Pathogen","BP","Big",92,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,33.735,"T","untreated nurse"
"R3BP","C5",32.47,32.82,"13-C5",0.005734122939807,"Big Pathogen","BP","Big",93,"forager",0.131,188,"Pathogen","untreated",TRUE,FALSE,14,32.645,"T","untreated forager"
"R3BP","B11",37.11,35.37,"12-B11",0.000416969222656,"Big Pathogen","BP","Big",94,"forager",0.016,188,"Pathogen","untreated",TRUE,FALSE,14,36.24,"T","untreated forager"
"R3BP","A9",31.86,32.58,"11-A10",0.007656177614195,"Big Pathogen","BP","Big",95,"forager",0.184,188,"Pathogen","untreated",TRUE,FALSE,14,32.22,"T","untreated forager"
"R3BP","E2",31.78,31.39,"13-E2",0.011792095833261,"Big Pathogen","BP","Big",98,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,31.585,"T","untreated nurse"
"R5SP","D3",31.27,30.89,"22-A6",0.017405880598209,"Small Pathogen","SP","Small",16,"nurse",0.006,33,"Pathogen","untreated",TRUE,FALSE,3,31.08,"T","untreated nurse"
"R3BP","G9",35.56,34.76,"12-G9",0.000891119608219,"Big Pathogen","BP","Big",99,"forager",0.46,188,"Pathogen","untreated",TRUE,FALSE,14,35.16,"T","untreated forager"
"R5SP","E2",21.755,NA,"22-E6",4.50729517292309,"Small Pathogen","SP","Small",17,"nurse",0,33,"Pathogen","treated",TRUE,FALSE,3,21.755,"T","treated nurse"
"R3BP","B2",33.24,33.71,"13-B2",0.003260505971958,"Big Pathogen","BP","Big",100,"forager",0.03,188,"Pathogen","untreated",TRUE,FALSE,14,33.475,"T","untreated forager"
"R5SP","A1",37.02,34.83,"22-F3",0.000798036030979,"Small Pathogen","SP","Small",18,"forager",0.363,33,"Pathogen","untreated",TRUE,FALSE,3,35.925,"T","untreated forager"
"R3BP","C11",32.39,31.82,"11-C12",0.008279097554228,"Big Pathogen","BP","Big",101,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,32.105,"T","untreated nurse"
"R2SP","B8",33.09,34.03,"9-B4",0.00359312230293,"Small Pathogen","SP","Small",17,"nurse",0.008,30,"Pathogen","untreated",TRUE,FALSE,2,33.56,"T","untreated nurse"
"R3BP","G11",34.59,33.75,"12-G11",0.001787647969734,"Big Pathogen","BP","Big",102,"forager",0.264,188,"Pathogen","untreated",TRUE,FALSE,14,34.17,"T","untreated forager"
"R2SP","C7",32.52,32.93,"9-C3",0.0061119881,"Small Pathogen","SP","Small",18,"forager",0.037,30,"Pathogen","untreated",TRUE,FALSE,2,32.725,"T","untreated forager"
"R3BP","G8",31.48,31.3,"12-G8",0.012626820305776,"Big Pathogen","BP","Big",103,"forager",0.134,188,"Pathogen","untreated",TRUE,FALSE,14,31.39,"T","untreated forager"
"R3BP","D1",33.11,33.01,"12-D1",0.003901898788288,"Big Pathogen","BP","Big",104,"forager",0.021,188,"Pathogen","untreated",TRUE,FALSE,14,33.06,"T","untreated forager"
"R3BP","G5",33.67,33.3,"13-G5",0.003238403796773,"Big Pathogen","BP","Big",105,"forager",0.134,188,"Pathogen","untreated",TRUE,FALSE,14,33.485,"T","untreated forager"
"R3BP","A5",32.83,32.99,"13-A5",0.004788351243171,"Big Pathogen","BP","Big",106,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,32.91,"T","untreated nurse"
"R3BP","B2",32.93,32.57,"12-B2",0.004852326324749,"Big Pathogen","BP","Big",107,"forager",0.029,188,"Pathogen","untreated",TRUE,FALSE,14,32.75,"T","untreated forager"
"R7BP","A4",32.48,33.37,"28-A12",0.005060722222331,"Big Pathogen","BP","Big",90,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,32.925,"T","untreated nurse"
"R7SP","A9",35.63,35.15,"30-A9",0.001121612911364,"Small Pathogen","SP","Small",14,"forager",0.386,28,"Pathogen","untreated",TRUE,FALSE,2,35.39,"T","untreated forager"
"R3BP","H6",34.71,33.82,"13-H6",0.001905105364782,"Big Pathogen","BP","Big",108,"nurse",0.007,188,"Pathogen","untreated",TRUE,FALSE,14,34.265,"T","untreated nurse"
"R7BP","H6",33.09,32.37,"30-H2",0.005773577502397,"Big Pathogen","BP","Big",91,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,32.73,"T","untreated nurse"
"R7SP","H9",37.18,36.08,"30-H9",0.000509601854761,"Small Pathogen","SP","Small",15,"forager",0.35,28,"Pathogen","untreated",TRUE,FALSE,2,36.63,"T","untreated forager"
"R5BP","A5",31.97,32.19,"21-A5",0.014706861414448,"Big Pathogen","BP","Big",89,"forager",0.045,176,"Pathogen","untreated",TRUE,FALSE,17,32.08,"T","untreated forager"
"R7BP","H11",28.85,28.58,"29-H11",0.094291924546362,"Big Pathogen","BP","Big",92,"nurse",0.005,185,"Pathogen","untreated",TRUE,FALSE,14,28.715,"T","untreated nurse"
"R5BP","A3",26.43,26.92,"21-A3",0.485651796951493,"Big Pathogen","BP","Big",90,"forager",0.268,176,"Pathogen","untreated",TRUE,FALSE,17,26.675,"T","untreated forager"
"R7BP","E5",37,35.68,"29-E5",0.000524519936548,"Big Pathogen","BP","Big",93,"forager",0.201,185,"Pathogen","untreated",TRUE,FALSE,14,36.34,"T","untreated forager"
"R5BP","C12",31.17,30.94,"21-C12",0.028545982814584,"Big Pathogen","BP","Big",91,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,31.055,"T","untreated nurse"
"R7BP","B11",36.63,34.27,"29-B11",0.000961468366537,"Big Pathogen","BP","Big",94,"forager",0.129,185,"Pathogen","untreated",TRUE,FALSE,14,35.45,"T","untreated forager"
"R5BP","A6",33.9,33.74,"21-A6",0.00477067685141,"Big Pathogen","BP","Big",92,"forager",0.013,176,"Pathogen","untreated",TRUE,FALSE,17,33.82,"T","untreated forager"
"R7BP","E6",31.6,31.57,"30-E2",0.012517064784127,"Big Pathogen","BP","Big",95,"forager",0.192,185,"Pathogen","untreated",TRUE,FALSE,14,31.585,"T","untreated forager"
"R5BP","F4",29.88,30.55,"20-F8",0.049156958065183,"Big Pathogen","BP","Big",93,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,30.215,"T","untreated nurse"
"R7BP","A1",NA,36.51,"28-A9",0.000448760889317,"Big Pathogen","BP","Big",96,"forager",0.32,185,"Pathogen","untreated",TRUE,FALSE,14,36.51,"T","untreated forager"
"R5BP","G3",34.86,36.39,"21-G3",0.001483798746989,"Big Pathogen","BP","Big",94,"forager",0.01,176,"Pathogen","untreated",TRUE,FALSE,17,35.625,"T","untreated forager"
"R7BP","H6",32.69,32.41,"29-H6",0.006925721124705,"Big Pathogen","BP","Big",97,"forager",0.028,185,"Pathogen","untreated",TRUE,FALSE,14,32.55,"T","untreated forager"
"R1SP","C4",25.73,26.22,"5-C2",0.447927266617342,"Small Pathogen","SP","Small",18,"forager",0.014,35,"Pathogen","untreated",TRUE,FALSE,3,25.975,"T","untreated forager"
"R5BP","C3",31.83,31.45,"20-C7",0.019550595936852,"Big Pathogen","BP","Big",95,"nurse",0.003,176,"Pathogen","untreated",TRUE,FALSE,17,31.64,"T","untreated nurse"
"R7BP","G2",32.77,33.4,"29-G2",0.004811333928891,"Big Pathogen","BP","Big",98,"forager",0.19,185,"Pathogen","untreated",TRUE,FALSE,14,33.085,"T","untreated forager"
"R5BP","G2",35.56,38.02,"21-G2",0.000698248481658,"Big Pathogen","BP","Big",96,"forager",0.03,176,"Pathogen","untreated",TRUE,FALSE,17,36.79,"T","untreated forager"
"R7BP","B11",28.06,28.64,"30-B7",0.111423039148835,"Big Pathogen","BP","Big",99,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,28.35,"T","untreated nurse"
"R5BP","F1",30.27,30.85,"21-F1",0.039322398491432,"Big Pathogen","BP","Big",97,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,30.56,"T","untreated nurse"
"R7BP","G1",36.87,35.08,"28-G9",0.000644224889962,"Big Pathogen","BP","Big",100,"forager",0.113,185,"Pathogen","untreated",TRUE,FALSE,14,35.975,"T","untreated forager"
"R7BP","G4",28.64,28.98,"28-G12",0.081651656524646,"Big Pathogen","BP","Big",101,"nurse",0.001,185,"Pathogen","untreated",TRUE,FALSE,14,28.81,"T","untreated nurse"
"R5BP","G10",30.07,30.68,"22-G2",0.044322576676259,"Big Pathogen","BP","Big",99,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,30.375,"T","untreated nurse"
"R7BP","E11",28.7,29.32,"30-E7",0.071328813512188,"Big Pathogen","BP","Big",102,"forager",0.031,185,"Pathogen","untreated",TRUE,FALSE,14,29.01,"T","untreated forager"
"R5BP","A2",35.11,34.93,"20-A6",0.002194724440578,"Big Pathogen","BP","Big",100,"forager",0.151,176,"Pathogen","untreated",TRUE,FALSE,17,35.02,"T","untreated forager"
"R7BP","G8",30.86,31.44,"30-G4",0.016794806325287,"Big Pathogen","BP","Big",103,"nurse",0.002,185,"Pathogen","untreated",TRUE,FALSE,14,31.15,"T","untreated nurse"
"R5BP","C10",21.94,22.09,"21-C10",9.90341549193215,"Big Pathogen","BP","Big",101,"nurse",0,176,"Pathogen","treated",TRUE,FALSE,17,22.015,"T","treated nurse"
"R7BP","D5",27.77,27.98,"30-D1",0.153598685849326,"Big Pathogen","BP","Big",104,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,27.875,"T","untreated nurse"
"R5BP","E12",26.46,26.28,"21-E12",0.591602499216898,"Big Pathogen","BP","Big",102,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,26.37,"T","untreated nurse"
"R7BP","D4",35.76,35.71,"29-D4",0.000791882052371,"Big Pathogen","BP","Big",105,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,35.735,"T","untreated nurse"
"R5BP","B7",31.88,31.76,"20-B11",0.017401232110583,"Big Pathogen","BP","Big",103,"forager",0.294,176,"Pathogen","untreated",TRUE,FALSE,17,31.82,"T","untreated forager"
"R7BP","C8",25.93,25.88,"29-C8",0.638839115925328,"Big Pathogen","BP","Big",106,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,25.905,"T","untreated nurse"
"R5BP","F1",22.82,22.86,"20-F5",5.80710929604947,"Big Pathogen","BP","Big",104,"nurse",0,176,"Pathogen","treated",TRUE,FALSE,17,22.84,"T","treated nurse"
"R7BP","F1",36,38.14,"28-F9",0.000307365415882,"Big Pathogen","BP","Big",107,"forager",0.228,185,"Pathogen","untreated",TRUE,FALSE,14,37.07,"F","untreated forager"
"R12BP","E1",35.76,35.91,"52-E12",0.000778680860259,"Big Pathogen","BP","Big",105,"forager",0.214,192,"Pathogen","untreated",TRUE,FALSE,16,35.835,"T","untreated forager"
"R5BP","D3",22.68,22.24,"20-D7",7.42574446176661,"Big Pathogen","BP","Big",105,"nurse",0.003,176,"Pathogen","treated",TRUE,FALSE,17,22.46,"T","treated nurse"
"R12BP","G3",32.69,36.48,"53-G1",0.003938410675774,"Big Pathogen","BP","Big",106,"forager",0.072,192,"Pathogen","untreated",TRUE,FALSE,16,34.585,"T","untreated forager"
"R5BP","E1",35.28,36.17,"20-E5",0.001390833043085,"Big Pathogen","BP","Big",106,"forager",0.145,176,"Pathogen","untreated",TRUE,FALSE,17,35.725,"T","untreated forager"
"R12BP","H4",33.98,35.19,"53-H2",0.003938410675774,"Big Pathogen","BP","Big",107,"nurse",0.004,192,"Pathogen","untreated",TRUE,FALSE,16,34.585,"T","untreated nurse"
"R5BP","F4",21.68,21.89,"21-F4",11.492512902511,"Big Pathogen","BP","Big",107,"nurse",0,176,"Pathogen","treated",TRUE,FALSE,17,21.785,"T","treated nurse"
"R5BP","D4",34.96,35.84,"20-D8",0.001716326863491,"Big Pathogen","BP","Big",108,"nurse",0.007,176,"Pathogen","untreated",TRUE,FALSE,17,35.4,"T","untreated nurse"
"R12BP","D3",30.68,32.34,"53-D1",0.028075403069245,"Big Pathogen","BP","Big",108,"forager",0.055,192,"Pathogen","untreated",TRUE,FALSE,16,31.51,"T","untreated forager"
"R8BP","A4",37.09,35.86,"34-A4",0.000475622618987,"Big Pathogen","BP","Big",105,"forager",0.46,180,"Pathogen","untreated",TRUE,FALSE,17,36.475,"T","untreated forager"
"R12BP","D2",23.89,23.33,"52-D2",2.42764958824307,"Big Pathogen","BP","Big",109,"nurse",0,192,"Pathogen","treated",TRUE,FALSE,16,23.61,"T","treated nurse"
"R5BP","B1",NA,33.57,"21-B1",0.005608284026901,"Big Pathogen","BP","Big",109,"forager",0.055,176,"Pathogen","untreated",TRUE,FALSE,17,33.57,"T","untreated forager"
"R8BP","F8",33.69,33.78,"33-G5",0.003009857952877,"Big Pathogen","BP","Big",106,"forager",0.693,180,"Pathogen","untreated",TRUE,FALSE,17,33.735,"T","untreated forager"
"R12BP","B4",37.06,NA,"52-B4",0.000450978668465,"Big Pathogen","BP","Big",110,"forager",0.175,192,"Pathogen","untreated",TRUE,FALSE,16,37.06,"F","untreated forager"
"R5BP","C6",35.34,NA,"20-C10",0.001784267643849,"Big Pathogen","BP","Big",110,"forager",0.294,176,"Pathogen","untreated",TRUE,FALSE,17,35.34,"T","untreated forager"
"R8BP","H5",34.26,33.78,"34-H5",0.002541967537243,"Big Pathogen","BP","Big",107,"forager",0.052,180,"Pathogen","untreated",TRUE,FALSE,17,34.02,"T","untreated forager"
"R12BP","F5",33.99,33.99,"52-F5",0.003204601266562,"Big Pathogen","BP","Big",111,"nurse",0,192,"Pathogen","untreated",TRUE,FALSE,16,33.99,"T","untreated nurse"
"R5BP","E11",22.62,22.78,"21-E11",6.35769954527185,"Big Pathogen","BP","Big",111,"nurse",0.001,176,"Pathogen","treated",TRUE,FALSE,17,22.7,"T","treated nurse"
"R12BP","C2",36.99,35.65,"52-C2",0.000723489112535,"Big Pathogen","BP","Big",112,"forager",0.254,192,"Pathogen","untreated",TRUE,FALSE,16,36.32,"T","untreated forager"
"R1SP","D3",27.68,28.31,"5-D1",0.12390290817609,"Small Pathogen","SP","Small",19,"nurse",0.005,35,"Pathogen","untreated",TRUE,FALSE,3,27.995,"T","untreated nurse"
"R5BP","E9",32.77,32.49,"21-E9",0.010303149463483,"Big Pathogen","BP","Big",112,"nurse",0.008,176,"Pathogen","untreated",TRUE,FALSE,17,32.63,"T","untreated nurse"
"R8BP","G4",28.77,28.94,"34-G4",0.086415669706023,"Big Pathogen","BP","Big",109,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,28.855,"T","untreated nurse"
"R12BP","A1",30.04,29.6,"52-A1",0.045976086371521,"Big Pathogen","BP","Big",113,"forager",0.053,192,"Pathogen","untreated",TRUE,FALSE,16,29.82,"T","untreated forager"
"R5BP","B6",27.15,37.65,"20-B10",0.011956387999881,"Big Pathogen","BP","Big",113,"forager",0.034,176,"Pathogen","untreated",TRUE,FALSE,17,32.4,"T","untreated forager"
"R8BP","A4",34.3,33.3,"33-A9",0.002879254140202,"Big Pathogen","BP","Big",110,"nurse",0.001,180,"Pathogen","untreated",TRUE,FALSE,17,33.8,"T","untreated nurse"
"R12BP","A4",30.31,31.69,"53-A2",0.038886602433123,"Big Pathogen","BP","Big",114,"nurse",0.004,192,"Pathogen","untreated",TRUE,FALSE,16,31,"T","untreated nurse"
"R5BP","E2",29.01,28.95,"21-E2",0.109299959241713,"Big Pathogen","BP","Big",114,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,28.98,"T","untreated nurse"
"R8BP","B11",33.14,31.75,"34-B12",0.007745268896807,"Big Pathogen","BP","Big",111,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,32.445,"T","untreated nurse"
"R8BP","B5",33.59,31.71,"34-B12",0.00674070001612,"Big Pathogen","BP","Big",111,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,32.65,"T","untreated nurse"
"R5BP","E3",24.97,25.47,"21-E3",1.2450305268212,"Big Pathogen","BP","Big",115,"nurse",0.001,176,"Pathogen","untreated",TRUE,FALSE,17,25.22,"T","untreated nurse"
"R8BP","H5",32.03,32.71,"33-H10",0.007640679800523,"Big Pathogen","BP","Big",112,"forager",0.015,180,"Pathogen","untreated",TRUE,FALSE,17,32.37,"T","untreated forager"
"R12BP","E6",32.16,33.98,"53-E4",0.01036530295291,"Big Pathogen","BP","Big",115,"forager",0.195,192,"Pathogen","untreated",TRUE,FALSE,16,33.07,"T","untreated forager"
"R5BP","H7",31.79,31.68,"20-H11",0.018385057818333,"Big Pathogen","BP","Big",116,"forager",0.049,176,"Pathogen","untreated",TRUE,FALSE,17,31.735,"T","untreated forager"
"R5BP","F5",23.31,22.93,"20-F9",4.84484625694696,"Big Pathogen","BP","Big",117,"nurse",0,176,"Pathogen","treated",TRUE,FALSE,17,23.12,"T","treated nurse"
"R8BP","B11",33.06,32.21,"35-B3",0.006376553385218,"Big Pathogen","BP","Big",113,"forager",0.041,180,"Pathogen","untreated",TRUE,FALSE,17,32.635,"T","untreated forager"
"R12BP","F2",33.41,33.12,"52-F2",0.005092007093702,"Big Pathogen","BP","Big",117,"forager",0.153,192,"Pathogen","untreated",TRUE,FALSE,16,33.265,"T","untreated forager"
"R8BP","E7",32.52,31.63,"33-E12",0.009344799764958,"Big Pathogen","BP","Big",114,"forager",0.079,180,"Pathogen","untreated",TRUE,FALSE,17,32.075,"T","untreated forager"
"R12BP","E1",30.36,29.78,"52-E1",0.039190607897065,"Big Pathogen","BP","Big",118,"forager",0.349,192,"Pathogen","untreated",TRUE,FALSE,16,30.07,"T","untreated forager"
"R8BP","D4",27.77,27.67,"33-D9",0.182554271813875,"Big Pathogen","BP","Big",115,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,27.72,"T","untreated nurse"
"R8BP","G7",31.86,31.75,"33-G12",0.011235644771468,"Big Pathogen","BP","Big",116,"forager",0.041,180,"Pathogen","untreated",TRUE,FALSE,17,31.805,"T","untreated forager"
"R12BP","G1",33.81,32.36,"52-G1",0.005712431430101,"Big Pathogen","BP","Big",119,"forager",0.191,192,"Pathogen","untreated",TRUE,FALSE,16,33.085,"T","untreated forager"
"R8BP","D11",21.95,22.53,"34-D11",7.90569399255921,"Big Pathogen","BP","Big",117,"nurse",0,180,"Pathogen","treated",TRUE,FALSE,17,22.24,"T","treated nurse"
"R12BP","D8",30.81,31.26,"52-D8",0.021158798368463,"Big Pathogen","BP","Big",120,"nurse",0,192,"Pathogen","untreated",TRUE,FALSE,16,31.035,"T","untreated nurse"
"R12BP","B8",32.39,33.88,"53-B6",0.009943768385984,"Big Pathogen","BP","Big",121,"forager",0.232,192,"Pathogen","untreated",TRUE,FALSE,16,33.135,"T","untreated forager"
"R8BP","D8",35.15,34.59,"33-E5",0.001387177385208,"Big Pathogen","BP","Big",119,"forager",0.165,180,"Pathogen","untreated",TRUE,FALSE,17,34.87,"T","untreated forager"
