"Colony","qPCR_Well.","Ct1","Ct2","Code","MbruDNA","Treatment","size_treat","status","antID","AntTask1perc","prop_time_outside","colony_size","treatment","Exposed","IsAlive","IsQueen","N_exposed","Ct_mean","above_detection_threshold","Ant_status"
"R7BP","E7",35.39,35.05,"30-E3",0.001073074809753,"Big Pathogen","BP","Big",142,"forager",0.118,185,"Pathogen","untreated",TRUE,FALSE,14,35.22,"T","untreated forager"
"R7BP","A6",36.91,36.39,"29-A6",0.00042471245776,"Big Pathogen","BP","Big",143,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,36.65,"T","untreated nurse"
"R7BP","D2",32.19,32.94,"29-D2",0.006855347906858,"Big Pathogen","BP","Big",144,"forager",0.057,185,"Pathogen","untreated",TRUE,FALSE,14,32.565,"T","untreated forager"
"R7BP","D10",30.92,31.61,"30-D6",0.015538979723997,"Big Pathogen","BP","Big",145,"forager",0.018,185,"Pathogen","untreated",TRUE,FALSE,14,31.265,"T","untreated forager"
"R12BP","G7",31.57,31.69,"52-G7",0.014468982787527,"Big Pathogen","BP","Big",141,"nurse",0.002,192,"Pathogen","untreated",TRUE,FALSE,16,31.63,"T","untreated nurse"
"R7BP","A9",31.59,32.39,"30-A5",0.009519957290319,"Big Pathogen","BP","Big",146,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,31.99,"T","untreated nurse"
"R12BP","E11",NA,NA,"52-E11",1e-06,"Big Pathogen","BP","Big",142,"forager",0.09,192,"Pathogen","untreated",TRUE,FALSE,16,NA,"F","untreated forager"
"R7BP","H2",34.72,35.16,"29-H2",0.00136063613336,"Big Pathogen","BP","Big",147,"forager",0.017,185,"Pathogen","untreated",TRUE,FALSE,14,34.94,"T","untreated forager"
"R7BP","C11",37.93,36.58,"29-C11",0.000281317338521,"Big Pathogen","BP","Big",148,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,37.255,"F","untreated nurse"
"R7BP","B7",24.97,25.23,"30-B3",1.0019591138899,"Big Pathogen","BP","Big",149,"nurse",0,185,"Pathogen","treated",TRUE,FALSE,14,25.1,"T","treated nurse"
"R12BP","C2",34.6,34.77,"53-C10",0.001697479350976,"Big Pathogen","BP","Big",143,"forager",0.219,192,"Pathogen","untreated",TRUE,FALSE,16,34.685,"T","untreated forager"
"R12BP","C8",33.79,37.45,"53-C10",0.000900811662074,"Big Pathogen","BP","Big",143,"forager",0.219,192,"Pathogen","untreated",TRUE,FALSE,16,35.62,"T","untreated forager"
"R8BP","D10",31.31,31.53,"35-D2",0.014612078611285,"Big Pathogen","BP","Big",135,"forager",0.027,180,"Pathogen","untreated",TRUE,FALSE,17,31.42,"T","untreated forager"
"R12BP","G10",32.97,33.64,"53-G8",0.008920578103363,"Big Pathogen","BP","Big",144,"nurse",0,192,"Pathogen","untreated",TRUE,FALSE,16,33.305,"T","untreated nurse"
"R12BP","C9",33.4,33.98,"53-C7",0.006975799668428,"Big Pathogen","BP","Big",145,"forager",0.039,192,"Pathogen","untreated",TRUE,FALSE,16,33.69,"T","untreated forager"
"R8BP","H8",32.68,33.16,"34-H8",0.005386665405021,"Big Pathogen","BP","Big",136,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,32.92,"T","untreated nurse"
"R12BP","E8",33.64,33.81,"52-E8",0.003795639871005,"Big Pathogen","BP","Big",146,"forager",0.054,192,"Pathogen","untreated",TRUE,FALSE,16,33.725,"T","untreated forager"
"R12BP","H9",34.86,34.18,"52-H9",0.002284294005096,"Big Pathogen","BP","Big",147,"forager",0.095,192,"Pathogen","untreated",TRUE,FALSE,16,34.52,"T","untreated forager"
"R8BP","A11",32.79,32.49,"35-A3",0.006354830920372,"Big Pathogen","BP","Big",137,"forager",0.019,180,"Pathogen","untreated",TRUE,FALSE,17,32.64,"T","untreated forager"
"R12BP","B6",31.15,32.49,"53-B4",0.023032018462433,"Big Pathogen","BP","Big",148,"forager",0.011,192,"Pathogen","untreated",TRUE,FALSE,16,31.82,"T","untreated forager"
"R8BP","B2",36.29,36.13,"33-B7",0.000555847939382,"Big Pathogen","BP","Big",138,"forager",0.599,180,"Pathogen","untreated",TRUE,FALSE,17,36.21,"T","untreated forager"
"R12BP","F7",34.53,36.38,"53-F5",0.002259347328719,"Big Pathogen","BP","Big",149,"forager",0.387,192,"Pathogen","untreated",TRUE,FALSE,16,35.455,"T","untreated forager"
"R8BP","D5",34.88,35.23,"34-D5",0.001253985457499,"Big Pathogen","BP","Big",139,"forager",0.591,180,"Pathogen","untreated",TRUE,FALSE,17,35.055,"T","untreated forager"
"R11SP","B6",35.42,34.41,"49-B2",0.001517349060122,"Small Pathogen","SP","Small",26,"forager",0.035,34,"Pathogen","untreated",TRUE,FALSE,3,34.915,"T","untreated forager"
"R8BP","D11",26.82,26.99,"35-D3",0.318388959741446,"Big Pathogen","BP","Big",140,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,26.905,"T","untreated nurse"
"R11SP","G9",31.66,32.56,"49-G5",0.009038721392404,"Small Pathogen","SP","Small",27,"nurse",0.002,34,"Pathogen","untreated",TRUE,FALSE,3,32.11,"T","untreated nurse"
"R12BP","F1",33.16,32.61,"52-F1",0.006490841437016,"Big Pathogen","BP","Big",150,"forager",0.307,192,"Pathogen","untreated",TRUE,FALSE,16,32.885,"T","untreated forager"
"R8BP","E2",33.63,32.9,"34-E2",0.004256253633424,"Big Pathogen","BP","Big",141,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,33.265,"T","untreated nurse"
"R11SP","D6",32.74,32.82,"49-D2",0.005901820546436,"Small Pathogen","SP","Small",28,"forager",0.282,34,"Pathogen","untreated",TRUE,FALSE,3,32.78,"T","untreated forager"
"R8BP","A9",22.48,22.56,"34-A9",6.53010252633909,"Big Pathogen","BP","Big",142,"nurse",0,180,"Pathogen","treated",TRUE,FALSE,17,22.52,"T","treated nurse"
"R11SP","B9",22.42,22.92,"49-B5",3.66757496873477,"Small Pathogen","SP","Small",29,"nurse",0.006,34,"Pathogen","treated",TRUE,FALSE,3,22.67,"T","treated nurse"
"R12BP","B10",29.23,29.26,"52-B10",0.066379962083208,"Big Pathogen","BP","Big",151,"nurse",0,192,"Pathogen","untreated",TRUE,FALSE,16,29.245,"T","untreated nurse"
"R8BP","A5",32.16,32.51,"34-A5",0.008031053148086,"Big Pathogen","BP","Big",143,"forager",0.043,180,"Pathogen","untreated",TRUE,FALSE,17,32.335,"T","untreated forager"
"R11SP","D8",32.24,32.79,"49-D4",0.006985628727292,"Small Pathogen","SP","Small",30,"forager",0.011,34,"Pathogen","untreated",TRUE,FALSE,3,32.515,"T","untreated forager"
"R8BP","C5",32.89,32.54,"34-C5",0.006195872896985,"Big Pathogen","BP","Big",144,"forager",0.547,180,"Pathogen","untreated",TRUE,FALSE,17,32.715,"T","untreated forager"
"R12BP","F4",33.38,34.95,"53-F2",0.00515025817332,"Big Pathogen","BP","Big",152,"forager",0.324,192,"Pathogen","untreated",TRUE,FALSE,16,34.165,"T","untreated forager"
"R8BP","G10",30.57,31.26,"34-G10",0.021173980071741,"Big Pathogen","BP","Big",145,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,30.915,"T","untreated nurse"
"R8BP","E9",31.95,32.23,"35-E1",0.009249622319661,"Big Pathogen","BP","Big",146,"forager",0.138,180,"Pathogen","untreated",TRUE,FALSE,17,32.09,"T","untreated forager"
"R12BP","F1",34.6,36.4,"51-F11",0.00219533094914,"Big Pathogen","BP","Big",153,"forager",0.063,192,"Pathogen","untreated",TRUE,FALSE,16,35.5,"T","untreated forager"
"R8BP","B5",32.22,31.61,"33-B10",0.010423030293453,"Big Pathogen","BP","Big",147,"forager",0.791,180,"Pathogen","untreated",TRUE,FALSE,17,31.915,"T","untreated forager"
"R8BP","G3",29.25,29,"34-G3",0.071868321179824,"Big Pathogen","BP","Big",148,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,29.125,"T","untreated nurse"
"R12BP","E9",31.67,32.25,"52-E9",0.011719146948796,"Big Pathogen","BP","Big",154,"nurse",0,192,"Pathogen","untreated",TRUE,FALSE,16,31.96,"T","untreated nurse"
"R5SP","F4",24.45,24.31,"22-C7",1.23567995022421,"Small Pathogen","SP","Small",25,"nurse",0.002,33,"Pathogen","treated",TRUE,FALSE,3,24.38,"T","treated nurse"
"R12BP","E7",31.6,32.34,"52-E7",0.011644530962549,"Big Pathogen","BP","Big",155,"nurse",0,192,"Pathogen","untreated",TRUE,FALSE,16,31.97,"T","untreated nurse"
"R3BP","E5",29.36,28.94,"12-E5",0.061008451220829,"Big Pathogen","BP","Big",138,"forager",0.02,188,"Pathogen","untreated",TRUE,FALSE,14,29.15,"T","untreated forager"
"R3BP","D9",30.21,29.75,"12-D9",0.034033608600669,"Big Pathogen","BP","Big",139,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,29.98,"T","untreated nurse"
"R3BP","E3",30.79,31.19,"12-E3",0.016728384417832,"Big Pathogen","BP","Big",140,"forager",0.368,188,"Pathogen","untreated",TRUE,FALSE,14,30.99,"T","untreated forager"
"R3BP","F1",31.82,32.04,"12-F1",0.008637299915613,"Big Pathogen","BP","Big",141,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,31.93,"T","untreated nurse"
"R3BP","C3",32.58,33.56,"12-C3",0.003874556515222,"Big Pathogen","BP","Big",142,"forager",0.021,188,"Pathogen","untreated",TRUE,FALSE,14,33.07,"T","untreated forager"
"R3BP","G8",32.39,32.19,"11-G9",0.007300187251202,"Big Pathogen","BP","Big",143,"forager",0.077,188,"Pathogen","untreated",TRUE,FALSE,14,32.29,"T","untreated forager"
"R3BP","C5",27.99,27.87,"12-C5",0.14387256950664,"Big Pathogen","BP","Big",144,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,27.93,"T","untreated nurse"
"R3BP","D6",33.56,33.25,"12-D6",0.003061350107597,"Big Pathogen","BP","Big",145,"nurse",0.001,188,"Pathogen","untreated",TRUE,FALSE,14,33.405,"T","untreated nurse"
"R5SP","F2",33.97,33.49,"22-C5",0.003224786744654,"Small Pathogen","SP","Small",26,"forager",0.058,33,"Pathogen","untreated",TRUE,FALSE,3,33.73,"T","untreated forager"
"R3BP","A1",33.3,33.42,"12-A1",0.003159773845712,"Big Pathogen","BP","Big",146,"forager",0.079,188,"Pathogen","untreated",TRUE,FALSE,14,33.36,"T","untreated forager"
"R5SP","C2",34.7,34.24,"22-H4",0.002013905092068,"Small Pathogen","SP","Small",27,"forager",0.281,33,"Pathogen","untreated",TRUE,FALSE,3,34.47,"T","untreated forager"
"R3BP","A8",33.36,32.69,"12-A8",0.003999125193212,"Big Pathogen","BP","Big",147,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,33.025,"T","untreated nurse"
"R5SP","A2",29.43,28.98,"22-F4",0.057379729954482,"Small Pathogen","SP","Small",28,"forager",0.021,33,"Pathogen","untreated",TRUE,FALSE,3,29.205,"T","untreated forager"
"R2SP","H7",33.51,34.11,"9-H3",0.003064763734659,"Small Pathogen","SP","Small",25,"nurse",0.002,30,"Pathogen","untreated",TRUE,FALSE,2,33.81,"T","untreated nurse"
"R3BP","E5",30.56,30.38,"13-E5",0.025174566451124,"Big Pathogen","BP","Big",148,"nurse",0.01,188,"Pathogen","untreated",TRUE,FALSE,14,30.47,"T","untreated nurse"
"R2SP","F8",29.33,29.57,"9-F4",0.049098135486642,"Small Pathogen","SP","Small",26,"forager",0.029,30,"Pathogen","untreated",TRUE,FALSE,2,29.45,"T","untreated forager"
"R3BP","F2",33.41,34.02,"12-F2",0.002461721960956,"Big Pathogen","BP","Big",149,"forager",0.053,188,"Pathogen","untreated",TRUE,FALSE,14,33.715,"T","untreated forager"
"R2SP","F7",37.27,36.6,"9-F3",0.00041971984132,"Small Pathogen","SP","Small",27,"forager",0.414,30,"Pathogen","untreated",TRUE,FALSE,2,36.935,"T","untreated forager"
"R3BP","F11",34.83,35.15,"12-F11",0.001004278117892,"Big Pathogen","BP","Big",150,"forager",0.06,188,"Pathogen","untreated",TRUE,FALSE,14,34.99,"T","untreated forager"
"R3BP","D11",32.65,33.07,"11-D12",0.004953999974336,"Big Pathogen","BP","Big",151,"nurse",0.008,188,"Pathogen","untreated",TRUE,FALSE,14,32.86,"T","untreated nurse"
"R3BP","A6",27.63,27.5,"13-A7",0.211456237297274,"Big Pathogen","BP","Big",152,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,27.565,"T","untreated nurse"
"R3BP","E2",33.04,33.22,"12-E2",0.003714479792125,"Big Pathogen","BP","Big",153,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,33.13,"T","untreated nurse"
"R7BP","F6",33.46,35.1,"29-F6",0.002132573459583,"Big Pathogen","BP","Big",150,"forager",0.122,185,"Pathogen","untreated",TRUE,FALSE,14,34.28,"T","untreated forager"
"R7SP","D10",33.38,33.62,"30-D10",0.003732931322819,"Small Pathogen","SP","Small",23,"nurse",0.006,28,"Pathogen","untreated",TRUE,FALSE,2,33.5,"T","untreated nurse"
"R3BP","G6",32.89,32.87,"13-G6",0.004887063701822,"Big Pathogen","BP","Big",154,"nurse",0.001,188,"Pathogen","untreated",TRUE,FALSE,14,32.88,"T","untreated nurse"
"R7BP","A10",22.2,22.53,"30-A6",6.361689963838,"Big Pathogen","BP","Big",151,"nurse",0,185,"Pathogen","treated",TRUE,FALSE,14,22.365,"T","treated nurse"
"R7SP","C11",33.18,33.29,"30-C11",0.004418445474667,"Small Pathogen","SP","Small",24,"forager",0.267,28,"Pathogen","untreated",TRUE,FALSE,2,33.235,"T","untreated forager"
"R3BP","G2",21.99,22.33,"12-G2",8.32024280022926,"Big Pathogen","BP","Big",155,"nurse",0.01,188,"Pathogen","treated",TRUE,FALSE,14,22.16,"T","treated nurse"
"R7BP","B5",34.1,34.4,"29-B5",0.002176581833098,"Big Pathogen","BP","Big",152,"forager",0.209,185,"Pathogen","untreated",TRUE,FALSE,14,34.25,"T","untreated forager"
"R7SP","A12",35.52,35.42,"30-F8",0.001065955316509,"Small Pathogen","SP","Small",25,"forager",0.466,28,"Pathogen","untreated",TRUE,FALSE,2,35.47,"T","untreated forager"
"R3BP","H3",32.25,32.31,"13-H3",0.007350011185348,"Big Pathogen","BP","Big",156,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,32.28,"T","untreated nurse"
"R7BP","B8",28.3,27.97,"29-B8",0.139952448193976,"Big Pathogen","BP","Big",153,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,28.135,"T","untreated nurse"
"R3BP","G3",33.89,35.05,"12-G3",0.001447644751079,"Big Pathogen","BP","Big",157,"forager",0.012,188,"Pathogen","untreated",TRUE,FALSE,14,34.47,"T","untreated forager"
"R7BP","D8",33.42,32.91,"29-D8",0.004556270503305,"Big Pathogen","BP","Big",154,"forager",0.066,185,"Pathogen","untreated",TRUE,FALSE,14,33.165,"T","untreated forager"
"R3BP","F10",26.42,26.74,"11-F11",0.354868948768519,"Big Pathogen","BP","Big",158,"nurse",0.001,188,"Pathogen","untreated",TRUE,FALSE,14,26.58,"T","untreated nurse"
"R7BP","E7",33.33,34.07,"29-E7",0.003165264449295,"Big Pathogen","BP","Big",155,"forager",0.014,185,"Pathogen","untreated",TRUE,FALSE,14,33.7,"T","untreated forager"
"R1SP","A4",30.54,31.51,"5-A2",0.018025714989,"Small Pathogen","SP","Small",23,"forager",0.188,35,"Pathogen","untreated",TRUE,FALSE,3,31.025,"T","untreated forager"
"R3BP","D3",28.85,28.99,"12-D12",0.084419738005762,"Big Pathogen","BP","Big",159,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,28.92,"T","untreated nurse"
"R7BP","G1",28.96,29.45,"29-G1",0.067543179409584,"Big Pathogen","BP","Big",156,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,29.205,"T","untreated nurse"
"R1SP","A5",33.73,33.5,"4-F10",0.003469568769823,"Small Pathogen","SP","Small",24,"forager",0.139,35,"Pathogen","untreated",TRUE,FALSE,3,33.615,"T","untreated forager"
"R3BP","C4",30.93,31.07,"13-C4",0.017554966296212,"Big Pathogen","BP","Big",160,"forager",0.066,188,"Pathogen","untreated",TRUE,FALSE,14,31,"T","untreated forager"
"R7BP","G11",31.05,30.47,"29-G11",0.023429768633186,"Big Pathogen","BP","Big",157,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,30.76,"T","untreated nurse"
"R3BP","H11",31.12,31.54,"12-H11",0.013170977262012,"Big Pathogen","BP","Big",161,"nurse",0,188,"Pathogen","untreated",TRUE,FALSE,14,31.33,"T","untreated nurse"
"R7BP","A8",23.09,23.44,"30-A4",3.46276086007541,"Big Pathogen","BP","Big",158,"nurse",0,185,"Pathogen","treated",TRUE,FALSE,14,23.265,"T","treated nurse"
"R5BP","H11",33.35,32.39,"21-H11",0.0088212473505,"Big Pathogen","BP","Big",147,"forager",0.047,176,"Pathogen","untreated",TRUE,FALSE,17,32.87,"T","untreated forager"
"R7BP","F9",32.25,33.05,"30-F5",0.006094316430358,"Big Pathogen","BP","Big",159,"nurse",0.005,185,"Pathogen","untreated",TRUE,FALSE,14,32.65,"T","untreated nurse"
"R1SP","A2",32.07,32.11,"4-A12",0.00915446566209,"Small Pathogen","SP","Small",25,"nurse",0.009,35,"Pathogen","untreated",TRUE,FALSE,3,32.09,"T","untreated nurse"
"R5BP","G2",35.66,36.62,"20-G6",0.001063310249096,"Big Pathogen","BP","Big",148,"nurse",0.001,176,"Pathogen","untreated",TRUE,FALSE,17,36.14,"T","untreated nurse"
"R7BP","C2",22.37,22.79,"29-C2",6.14602043619847,"Big Pathogen","BP","Big",160,"nurse",0,185,"Pathogen","treated",TRUE,FALSE,14,22.58,"T","treated nurse"
"R5BP","F9",31.99,31.97,"21-F9",0.015689893655746,"Big Pathogen","BP","Big",149,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,31.98,"T","untreated nurse"
"R7BP","C10",29.36,29.83,"30-C6",0.048036073426196,"Big Pathogen","BP","Big",161,"nurse",0.001,185,"Pathogen","untreated",TRUE,FALSE,14,29.595,"T","untreated nurse"
"R5BP","D6",32.9,32.99,"21-D6",0.008403399296499,"Big Pathogen","BP","Big",150,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,32.945,"T","untreated nurse"
"R7BP","H1",30.44,30.69,"28-H9",0.024938624723152,"Big Pathogen","BP","Big",162,"forager",0.05,185,"Pathogen","untreated",TRUE,FALSE,14,30.565,"T","untreated forager"
"R5BP","H5",32.65,33.71,"21-H5",0.007218051892607,"Big Pathogen","BP","Big",151,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,33.18,"T","untreated nurse"
"R7BP","E4",33.9,33.8,"29-E12",0.002989131353732,"Big Pathogen","BP","Big",163,"forager",0.093,185,"Pathogen","untreated",TRUE,FALSE,14,33.85,"T","untreated forager"
"R5BP","H2",35.31,36.37,"20-H6",0.0012911003534,"Big Pathogen","BP","Big",152,"forager",0.158,176,"Pathogen","untreated",TRUE,FALSE,17,35.84,"T","untreated forager"
"R7BP","E4",34.83,34.07,"28-E12",0.001805614359937,"Big Pathogen","BP","Big",164,"forager",0.635,185,"Pathogen","untreated",TRUE,FALSE,14,34.45,"T","untreated forager"
"R5BP","A2",NA,36.6,"21-A2",0.000789587019337,"Big Pathogen","BP","Big",153,"forager",0.126,176,"Pathogen","untreated",TRUE,FALSE,17,36.6,"T","untreated forager"
"R5BP","C2",29.98,29.13,"21-C2",0.075343362771608,"Big Pathogen","BP","Big",154,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,29.555,"T","untreated nurse"
"R7BP","F10",27.62,27.76,"29-F10",0.189481581111015,"Big Pathogen","BP","Big",165,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,27.69,"T","untreated nurse"
"R5BP","H6",30.12,NA,"20-H10",0.052273309886404,"Big Pathogen","BP","Big",155,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,30.12,"T","untreated nurse"
"R7BP","D8",23.46,23.94,"30-D4",2.58077414993723,"Big Pathogen","BP","Big",166,"nurse",0,185,"Pathogen","treated",TRUE,FALSE,14,23.7,"T","treated nurse"
"R12BP","G10",35.3,34.63,"52-G10",0.001719131111835,"Big Pathogen","BP","Big",156,"forager",0.01,192,"Pathogen","untreated",TRUE,FALSE,16,34.965,"T","untreated forager"
"R5BP","G5",32.5,32.6,"21-G5",0.010850506213722,"Big Pathogen","BP","Big",156,"forager",0.157,176,"Pathogen","untreated",TRUE,FALSE,17,32.55,"T","untreated forager"
"R7BP","D4",27.46,27.87,"28-D12",0.177020066678928,"Big Pathogen","BP","Big",167,"nurse",0,185,"Pathogen","untreated",TRUE,FALSE,14,27.665,"T","untreated nurse"
"R12BP","D2",34.05,37.61,"51-D12",0.001778107443489,"Big Pathogen","BP","Big",157,"forager",0.075,192,"Pathogen","untreated",TRUE,FALSE,16,35.83,"T","untreated forager"
"R5BP","H10",34.72,34.2,"22-H2",0.003153116375332,"Big Pathogen","BP","Big",157,"forager",0.166,176,"Pathogen","untreated",TRUE,FALSE,17,34.46,"T","untreated forager"
"R12BP","B7",33.45,33.55,"52-B7",0.004382278761037,"Big Pathogen","BP","Big",158,"forager",0.058,192,"Pathogen","untreated",TRUE,FALSE,16,33.5,"T","untreated forager"
"R5BP","H12",29.23,28.66,"21-H12",0.111803397200613,"Big Pathogen","BP","Big",158,"forager",0.043,176,"Pathogen","untreated",TRUE,FALSE,17,28.945,"T","untreated forager"
"R5BP","D8",31.7,31.34,"20-D12",0.02112905141906,"Big Pathogen","BP","Big",159,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,31.52,"T","untreated nurse"
"R12BP","G2",34.99,35.91,"51-G12",0.002266574508102,"Big Pathogen","BP","Big",159,"forager",0.039,192,"Pathogen","untreated",TRUE,FALSE,16,35.45,"T","untreated forager"
"R5BP","H8",33.38,34.04,"21-H8",0.005122594749184,"Big Pathogen","BP","Big",160,"forager",0.222,176,"Pathogen","untreated",TRUE,FALSE,17,33.71,"T","untreated forager"
"R8BP","B11",31.97,31.91,"34-B11",0.010516954620734,"Big Pathogen","BP","Big",149,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,31.94,"T","untreated nurse"
"R12BP","C1",36.47,34.23,"52-C1",0.00134434272095,"Big Pathogen","BP","Big",160,"forager",0.077,192,"Pathogen","untreated",TRUE,FALSE,16,35.35,"T","untreated forager"
"R8BP","D6",35.74,34.94,"34-D6",0.001032262142065,"Big Pathogen","BP","Big",150,"forager",0.029,180,"Pathogen","untreated",TRUE,FALSE,17,35.34,"T","untreated forager"
"R12BP","A7",32.78,35.17,"53-A5",0.00581480292195,"Big Pathogen","BP","Big",161,"nurse",0,192,"Pathogen","untreated",TRUE,FALSE,16,33.975,"T","untreated nurse"
"R5BP","G3",33.58,38.1,"20-G7",0.0012911003534,"Big Pathogen","BP","Big",162,"forager",0.241,176,"Pathogen","untreated",TRUE,FALSE,17,35.84,"T","untreated forager"
"R8BP","A8",26.75,26.99,"34-A8",0.335077294361505,"Big Pathogen","BP","Big",151,"forager",0.363,180,"Pathogen","untreated",TRUE,FALSE,17,26.87,"T","untreated forager"
"R12BP","C5",33.13,33.04,"52-C5",0.005712431430101,"Big Pathogen","BP","Big",162,"forager",0.058,192,"Pathogen","untreated",TRUE,FALSE,16,33.085,"T","untreated forager"
"R5BP","B2",34.98,34.78,"20-B6",0.002402813149625,"Big Pathogen","BP","Big",163,"forager",0.373,176,"Pathogen","untreated",TRUE,FALSE,17,34.88,"T","untreated forager"
"R8BP","G6",31.81,31.58,"34-G6",0.012431756641907,"Big Pathogen","BP","Big",152,"nurse",0,180,"Pathogen","untreated",TRUE,FALSE,17,31.695,"T","untreated nurse"
"R5BP","A11",28.28,28.25,"21-A11",0.173594115756239,"Big Pathogen","BP","Big",164,"forager",0.143,176,"Pathogen","untreated",TRUE,FALSE,17,28.265,"T","untreated forager"
"R8BP","G8",35.31,35.05,"33-H5",0.001122659355931,"Big Pathogen","BP","Big",153,"forager",0.914,180,"Pathogen","untreated",TRUE,FALSE,17,35.18,"T","untreated forager"
"R5BP","E4",34.51,33.74,"21-E4",0.003916291409568,"Big Pathogen","BP","Big",165,"nurse",0.001,176,"Pathogen","untreated",TRUE,FALSE,17,34.125,"T","untreated nurse"
"R8BP","C5",34.03,34.52,"33-C10",0.002082044463823,"Big Pathogen","BP","Big",154,"forager",0.111,180,"Pathogen","untreated",TRUE,FALSE,17,34.275,"T","untreated forager"
"R12BP","H4",34.58,33.23,"52-H4",0.003383397312474,"Big Pathogen","BP","Big",164,"forager",0.052,192,"Pathogen","untreated",TRUE,FALSE,16,33.905,"T","untreated forager"
"R5BP","G7",34.57,34.44,"20-G11",0.003062633297932,"Big Pathogen","BP","Big",166,"forager",0.054,176,"Pathogen","untreated",TRUE,FALSE,17,34.505,"T","untreated forager"
"R8BP","C4",31.49,31.54,"33-C9",0.013694746577297,"Big Pathogen","BP","Big",155,"forager",0.45,180,"Pathogen","untreated",TRUE,FALSE,17,31.515,"T","untreated forager"
"R1SP","C1",31.93,31.79,"4-C11",0.010596977201778,"Small Pathogen","SP","Small",27,"nurse",0.002,35,"Pathogen","untreated",TRUE,FALSE,3,31.86,"T","untreated nurse"
"R5BP","A8",32.55,32.73,"20-A12",0.010236700568047,"Big Pathogen","BP","Big",167,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,32.64,"T","untreated nurse"
"R1SP","C2",32.52,32.61,"4-C12",0.006766911551921,"Small Pathogen","SP","Small",28,"forager",0.048,35,"Pathogen","untreated",TRUE,FALSE,3,32.565,"T","untreated forager"
"R5BP","A3",32.25,31.65,"20-A7",0.015997421951396,"Big Pathogen","BP","Big",168,"forager",0.031,176,"Pathogen","untreated",TRUE,FALSE,17,31.95,"T","untreated forager"
"R8BP","A10",22.84,22.72,"35-A2",5.31628187936891,"Big Pathogen","BP","Big",156,"nurse",0,180,"Pathogen","treated",TRUE,FALSE,17,22.78,"T","treated nurse"
"R12BP","A5",25.56,26.95,"53-A3",0.805495280174115,"Big Pathogen","BP","Big",166,"nurse",0,192,"Pathogen","treated",TRUE,FALSE,16,26.255,"T","treated nurse"
"R5BP","G8",31.34,31.43,"20-G12",0.023057647738659,"Big Pathogen","BP","Big",169,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,31.385,"T","untreated nurse"
"R8BP","E5",35.03,35.2,"34-E5",0.001203656318574,"Big Pathogen","BP","Big",157,"forager",0.021,180,"Pathogen","untreated",TRUE,FALSE,17,35.115,"T","untreated forager"
"R12BP","D6",31.56,32.59,"53-D4",0.019570188103393,"Big Pathogen","BP","Big",167,"forager",0.079,192,"Pathogen","untreated",TRUE,FALSE,16,32.075,"T","untreated forager"
"R1SP","G3",33.42,33.68,"5-G1",0.003616054771452,"Small Pathogen","SP","Small",29,"forager",0.019,35,"Pathogen","untreated",TRUE,FALSE,3,33.55,"T","untreated forager"
"R5BP","H8",26.43,26.49,"20-H12",0.558135954259267,"Big Pathogen","BP","Big",170,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,26.46,"T","untreated nurse"
"R8BP","H3",34.81,34.63,"33-H8",0.001536710292225,"Big Pathogen","BP","Big",158,"forager",0.443,180,"Pathogen","untreated",TRUE,FALSE,17,34.72,"T","untreated forager"
"R12BP","G11",33.75,34.57,"52-G11",0.002874855364571,"Big Pathogen","BP","Big",168,"forager",0.137,192,"Pathogen","untreated",TRUE,FALSE,16,34.16,"T","untreated forager"
"R5BP","A8",25.84,25.85,"21-A8",0.830911940538645,"Big Pathogen","BP","Big",171,"nurse",0,176,"Pathogen","untreated",TRUE,FALSE,17,25.845,"T","untreated nurse"
