"Colony","Sample_Well","Sample_Plate","Threshold","Ct","Tm_Product","name","gene_rep","machine_num","gene","Code","Treatment","treatment_size","antID","AntTask","colony_size","treatment_condition","Exposed","IsAlive","IsQueen","N_exposed"
"R1BS","E12","1",2582.208,NA,88.45,"221111-Adriano-RTqPCR-1-HYM-1 - Text Report Data","1-HYM","1","HYM","1-E8","Big Sham","Big",3,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","E12","1",1271.538,29.72,NA,"221111-Adriano-RTqPCR-1-EF1-2 - Text Report Data","1-EF1","2","EF1","1-E8","Big Sham","Big",3,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","E12","1",1270.498,NA,91.34,"221111-Adriano-RTqPCR-1-HYM-2 - Text Report Data","1-HYM","2","HYM","1-E8","Big Sham","Big",3,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","E12","1",676.773,28.13,NA,"221111-Adriano-RTqPCR-1-EF1-1 - Text Report Data","1-EF1","1","EF1","1-E8","Big Sham","Big",3,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R12BS","C8","5",0.952,NA,85.53,"221128-Adriano-RTqPCR-5-PO-1 - Text Report Data","5-PO","1","PO","50-C8","Big Sham","Big",8,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","C8","5",2503.686,29.52,77.38,"221128-Adriano-RTqPCR-5-EF1-1 - Text Report Data","5-EF1","1","EF1","50-C8","Big Sham","Big",8,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","C8","5",1498,30.07,83.63,"221128-Adriano-RTqPCR-5-DEF-2 - Text Report Data","5-DEF","2","DEF","50-C8","Big Sham","Big",8,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","C8","5",2410.062,30.35,83.58,"221128-Adriano-RTqPCR-5-DEF-1 - Text Report Data","5-DEF","1","DEF","50-C8","Big Sham","Big",8,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","C8","5",8.767,NA,88.55,"221128-Adriano-RTqPCR-5-HYM-2 - Text Report Data","5-HYM","2","HYM","50-C8","Big Sham","Big",8,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","C8","5",3281.762,NA,87.46,"221128-Adriano-RTqPCR-5-HYM-1 - Text Report Data","5-HYM","1","HYM","50-C8","Big Sham","Big",8,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","C8","5",1270.428,36.79,82.33,"221128-Adriano-RTqPCR-5-PO-2 - Text Report Data","5-PO","2","PO","50-C8","Big Sham","Big",8,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","C8","5",1561.452,29.49,77.35,"221128-Adriano-RTqPCR-5-EF1-2 - Text Report Data","5-EF1","2","EF1","50-C8","Big Sham","Big",8,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R13BS","C6","4",2070.047,25.25,77.35,"221121-Adriano-RTqPCR-4-EF1-1 - Text Report Data","4-EF1","1","EF1","54-C8","Big Sham","Big",8,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","C6","4",1255.751,32.23,83.59,"221121-Adriano-RTqPCR-4-DEF-2 - Text Report Data","4-DEF","2","DEF","54-C8","Big Sham","Big",8,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","C6","4",1496.223,25.36,77.84,"221121-Adriano-RTqPCR-4-EF1-2 - Text Report Data","4-EF1","2","EF1","54-C8","Big Sham","Big",8,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","C6","4",1798.807,31.26,82.65,"221121-Adriano-RTqPCR-4-PO-1 - Text Report Data","4-PO","1","PO","54-C8","Big Sham","Big",8,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","C6","4",1557.047,35.99,84.09,"221121-Adriano-RTqPCR-4-HYM-2 - Text Report Data","4-HYM","2","HYM","54-C8","Big Sham","Big",8,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","C6","4",1219.491,34.66,84.14,"221121-Adriano-RTqPCR-4-HYM-1 - Text Report Data","4-HYM","1","HYM","54-C8","Big Sham","Big",8,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","C6","4",2145.562,31.39,83.63,"221121-Adriano-RTqPCR-4-DEF-1 - Text Report Data","4-DEF","1","DEF","54-C8","Big Sham","Big",8,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","C6","4",1326.037,30.99,82.65,"221121-Adriano-RTqPCR-4-PO-2 - Text Report Data","4-PO","2","PO","54-C8","Big Sham","Big",8,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R1BS","C9","1",1306.367,30.93,NA,"221111-Adriano-RTqPCR-1-PO-2 - Text Report Data","1-PO","2","PO","1-C5","Big Sham","Big",4,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","C9","1",2371.023,31.68,NA,"221111-Adriano-RTqPCR-1-DEF-1 - Text Report Data","1-DEF","1","DEF","1-C5","Big Sham","Big",4,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","C9","1",481.429,28.33,NA,"221111-Adriano-RTqPCR-1-PO-1 - Text Report Data","1-PO","1","PO","1-C5","Big Sham","Big",4,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","C9","1",1481.551,30.27,NA,"221111-Adriano-RTqPCR-1-DEF-2 - Text Report Data","1-DEF","2","DEF","1-C5","Big Sham","Big",4,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","C9","1",2582.208,31.33,84.09,"221111-Adriano-RTqPCR-1-HYM-1 - Text Report Data","1-HYM","1","HYM","1-C5","Big Sham","Big",4,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","C9","1",676.773,21.86,NA,"221111-Adriano-RTqPCR-1-EF1-1 - Text Report Data","1-EF1","1","EF1","1-C5","Big Sham","Big",4,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","C9","1",1271.538,23.31,NA,"221111-Adriano-RTqPCR-1-EF1-2 - Text Report Data","1-EF1","2","EF1","1-C5","Big Sham","Big",4,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","C9","1",1270.498,29.97,84.13,"221111-Adriano-RTqPCR-1-HYM-2 - Text Report Data","1-HYM","2","HYM","1-C5","Big Sham","Big",4,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R3SS","H5","11",1873.691,NA,83.19,"230119-Adriano-RTqPCR-11-HYM-2 - Text Report Data","11-HYM","2","HYM","11-H4","Small Sham","Small",4,"nurse",29,"Sham",FALSE,TRUE,FALSE,2
"R3SS","H5","11",1512.671,31.07,83.7,"230119-Adriano-RTqPCR-11-DEF-2 - Text Report Data","11-DEF","2","DEF","11-H4","Small Sham","Small",4,"nurse",29,"Sham",FALSE,TRUE,FALSE,2
"R3SS","H5","11",2653.113,29.12,77.46,"230119-Adriano-RTqPCR-11-EF1-1 - Text Report Data","11-EF1","1","EF1","11-H4","Small Sham","Small",4,"nurse",29,"Sham",FALSE,TRUE,FALSE,2
"R3SS","H5","11",2180.943,35.59,82.76,"230119-Adriano-RTqPCR-11-PO-1 - Text Report Data","11-PO","1","PO","11-H4","Small Sham","Small",4,"nurse",29,"Sham",FALSE,TRUE,FALSE,2
"R3SS","H5","11",1225.237,36.54,82.25,"230119-Adriano-RTqPCR-11-PO-2 - Text Report Data","11-PO","2","PO","11-H4","Small Sham","Small",4,"nurse",29,"Sham",FALSE,TRUE,FALSE,2
"R3SS","H5","11",2381.31,31.52,84.15,"230119-Adriano-RTqPCR-11-DEF-1 - Text Report Data","11-DEF","1","DEF","11-H4","Small Sham","Small",4,"nurse",29,"Sham",FALSE,TRUE,FALSE,2
"R3SS","H5","11",1507.587,28.97,77.58,"230119-Adriano-RTqPCR-11-EF1-2 - Text Report Data","11-EF1","2","EF1","11-H4","Small Sham","Small",4,"nurse",29,"Sham",FALSE,TRUE,FALSE,2
"R3SS","H5","11",29.439,NA,86.11,"230119-Adriano-RTqPCR-11-HYM-1 - Text Report Data","11-HYM","1","HYM","11-H4","Small Sham","Small",4,"nurse",29,"Sham",FALSE,TRUE,FALSE,2
"R7BS","G3","9",688.002,34.35,82.69,"230111-Adriano-RTqPCR-9-PO-2 - Text Report Data","9-PO","2","PO","27-G3","Big Sham","Big",4,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","G3","9",1520.68,27.98,77.4,"230111-Adriano-RTqPCR-9-EF1-2 - Text Report Data","9-EF1","2","EF1","27-G3","Big Sham","Big",4,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","G3","9",1109.213,33.18,84.17,"230111-Adriano-RTqPCR-9-HYM-1 - Text Report Data","9-HYM","1","HYM","27-G3","Big Sham","Big",4,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","G3","9",736.047,32.93,82.71,"230111-Adriano-RTqPCR-9-PO-1 - Text Report Data","9-PO","1","PO","27-G3","Big Sham","Big",4,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","G3","9",1461.318,30.46,83.65,"230111-Adriano-RTqPCR-9-DEF-2 - Text Report Data","9-DEF","2","DEF","27-G3","Big Sham","Big",4,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","G3","9",2400.552,27.79,77.42,"230111-Adriano-RTqPCR-9-EF1-1 - Text Report Data","9-EF1","1","EF1","27-G3","Big Sham","Big",4,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","G3","9",2199.49,30.14,83.67,"230111-Adriano-RTqPCR-9-DEF-1 - Text Report Data","9-DEF","1","DEF","27-G3","Big Sham","Big",4,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","G3","9",1005.861,34.67,84.15,"230111-Adriano-RTqPCR-9-HYM-2 - Text Report Data","9-HYM","2","HYM","27-G3","Big Sham","Big",4,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R12BS","G7","6",1377.513,27.96,77.42,"221202-Adriano-RTqPCR-6-EF1-2 - Text Report Data","6-EF1","2","EF1","51-B6","Big Sham","Big",9,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","G7","6",2230.099,28.03,77.38,"221202-Adriano-RTqPCR-6-EF1-1 - Text Report Data","6-EF1","1","EF1","51-B6","Big Sham","Big",9,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","G7","6",498.325,NA,85.58,"221202-Adriano-RTqPCR-6-HYM-2 - Text Report Data","6-HYM","2","HYM","51-B6","Big Sham","Big",9,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","G7","6",1942.996,NA,87.05,"221202-Adriano-RTqPCR-6-PO-1 - Text Report Data","6-PO","1","PO","51-B6","Big Sham","Big",9,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","G7","6",1867.644,NA,86.11,"221202-Adriano-RTqPCR-6-HYM-1 - Text Report Data","6-HYM","1","HYM","51-B6","Big Sham","Big",9,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","G7","6",1032.398,NA,87.03,"221202-Adriano-RTqPCR-6-PO-2 - Text Report Data","6-PO","2","PO","51-B6","Big Sham","Big",9,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","G7","6",2076.306,30.23,83.69,"221202-Adriano-RTqPCR-6-DEF-1 - Text Report Data","6-DEF","1","DEF","51-B6","Big Sham","Big",9,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","G7","6",1555.068,30.35,83.65,"221202-Adriano-RTqPCR-6-DEF-2 - Text Report Data","6-DEF","2","DEF","51-B6","Big Sham","Big",9,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R13BS","C10","3",1341.195,30.81,82.67,"221116-Adriano-RTqPCR-3-PO-2 - Text Report Data","3-PO","2","PO","55-C10","Big Sham","Big",9,"nurse",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","C10","3",1863.982,36.8,84.09,"221116-Adriano-RTqPCR-3-HYM-2 - Text Report Data","3-HYM","2","HYM","55-C10","Big Sham","Big",9,"nurse",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","C10","3",2133.521,30.34,82.65,"221116-Adriano-RTqPCR-3-PO-1 - Text Report Data","3-PO","1","PO","55-C10","Big Sham","Big",9,"nurse",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","C10","3",1557.794,30.63,83.61,"221116-Adriano-RTqPCR-3-DEF-2 - Text Report Data","3-DEF","2","DEF","55-C10","Big Sham","Big",9,"nurse",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","C10","3",1377.929,24.39,77.34,"221116-Adriano-RTqPCR-3-EF1-2 - Text Report Data","3-EF1","2","EF1","55-C10","Big Sham","Big",9,"nurse",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","C10","3",2547.487,30.36,83.65,"221116-Adriano-RTqPCR-3-DEF-1 - Text Report Data","3-DEF","1","DEF","55-C10","Big Sham","Big",9,"nurse",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","C10","3",1992.046,34.88,84.09,"221116-Adriano-RTqPCR-3-HYM-1 - Text Report Data","3-HYM","1","HYM","55-C10","Big Sham","Big",9,"nurse",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","C10","3",2521.725,24.39,77.36,"221116-Adriano-RTqPCR-3-EF1-1 - Text Report Data","3-EF1","1","EF1","55-C10","Big Sham","Big",9,"nurse",181,"Sham",FALSE,TRUE,FALSE,19
"R7BS","C3","9",1461.318,28.24,83.58,"230111-Adriano-RTqPCR-9-DEF-2 - Text Report Data","9-DEF","2","DEF","27-C3","Big Sham","Big",5,"nurse",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","C3","9",736.047,34.6,82.65,"230111-Adriano-RTqPCR-9-PO-1 - Text Report Data","9-PO","1","PO","27-C3","Big Sham","Big",5,"nurse",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","C3","9",2400.552,27.67,77.36,"230111-Adriano-RTqPCR-9-EF1-1 - Text Report Data","9-EF1","1","EF1","27-C3","Big Sham","Big",5,"nurse",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","C3","9",1520.68,27.77,77.34,"230111-Adriano-RTqPCR-9-EF1-2 - Text Report Data","9-EF1","2","EF1","27-C3","Big Sham","Big",5,"nurse",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","C3","9",2199.49,28.64,83.61,"230111-Adriano-RTqPCR-9-DEF-1 - Text Report Data","9-DEF","1","DEF","27-C3","Big Sham","Big",5,"nurse",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","C3","9",688.002,NA,86.99,"230111-Adriano-RTqPCR-9-PO-2 - Text Report Data","9-PO","2","PO","27-C3","Big Sham","Big",5,"nurse",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","C3","9",1005.861,29.87,84.11,"230111-Adriano-RTqPCR-9-HYM-2 - Text Report Data","9-HYM","2","HYM","27-C3","Big Sham","Big",5,"nurse",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","C3","9",1109.213,29.53,84.08,"230111-Adriano-RTqPCR-9-HYM-1 - Text Report Data","9-HYM","1","HYM","27-C3","Big Sham","Big",5,"nurse",185,"Sham",FALSE,TRUE,FALSE,14
"R8SS","H11","11",1873.691,NA,88.49,"230119-Adriano-RTqPCR-11-HYM-2 - Text Report Data","11-HYM","2","HYM","33-H3","Small Sham","Small",2,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","H11","11",1512.671,32.1,83.7,"230119-Adriano-RTqPCR-11-DEF-2 - Text Report Data","11-DEF","2","DEF","33-H3","Small Sham","Small",2,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","H11","11",2381.31,32.15,83.65,"230119-Adriano-RTqPCR-11-DEF-1 - Text Report Data","11-DEF","1","DEF","33-H3","Small Sham","Small",2,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","H11","11",1507.587,28.91,77.58,"230119-Adriano-RTqPCR-11-EF1-2 - Text Report Data","11-EF1","2","EF1","33-H3","Small Sham","Small",2,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","H11","11",2180.943,35.62,82.76,"230119-Adriano-RTqPCR-11-PO-1 - Text Report Data","11-PO","1","PO","33-H3","Small Sham","Small",2,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","H11","11",29.439,NA,87.53,"230119-Adriano-RTqPCR-11-HYM-1 - Text Report Data","11-HYM","1","HYM","33-H3","Small Sham","Small",2,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","H11","11",1225.237,NA,87.55,"230119-Adriano-RTqPCR-11-PO-2 - Text Report Data","11-PO","2","PO","33-H3","Small Sham","Small",2,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","H11","11",2653.113,28.75,77.46,"230119-Adriano-RTqPCR-11-EF1-1 - Text Report Data","11-EF1","1","EF1","33-H3","Small Sham","Small",2,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
"R12BS","C2","6",1555.068,29.29,83.59,"221202-Adriano-RTqPCR-6-DEF-2 - Text Report Data","6-DEF","2","DEF","51-C2","Big Sham","Big",10,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","C2","6",2230.099,27.79,77.34,"221202-Adriano-RTqPCR-6-EF1-1 - Text Report Data","6-EF1","1","EF1","51-C2","Big Sham","Big",10,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","C2","6",2076.306,28.69,83.63,"221202-Adriano-RTqPCR-6-DEF-1 - Text Report Data","6-DEF","1","DEF","51-C2","Big Sham","Big",10,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","C2","6",1867.644,36.13,84.09,"221202-Adriano-RTqPCR-6-HYM-1 - Text Report Data","6-HYM","1","HYM","51-C2","Big Sham","Big",10,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","C2","6",498.325,34.72,84.08,"221202-Adriano-RTqPCR-6-HYM-2 - Text Report Data","6-HYM","2","HYM","51-C2","Big Sham","Big",10,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","C2","6",1942.996,36.4,82.15,"221202-Adriano-RTqPCR-6-PO-1 - Text Report Data","6-PO","1","PO","51-C2","Big Sham","Big",10,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","C2","6",1032.398,36.31,82.65,"221202-Adriano-RTqPCR-6-PO-2 - Text Report Data","6-PO","2","PO","51-C2","Big Sham","Big",10,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","C2","6",1377.513,27.52,77.34,"221202-Adriano-RTqPCR-6-EF1-2 - Text Report Data","6-EF1","2","EF1","51-C2","Big Sham","Big",10,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R13BS","D3","4",1557.047,31.31,84.1,"221121-Adriano-RTqPCR-4-HYM-2 - Text Report Data","4-HYM","2","HYM","54-D5","Big Sham","Big",10,NA,181,"Sham",FALSE,FALSE,FALSE,19
"R13BS","D3","4",1255.751,28.12,83.64,"221121-Adriano-RTqPCR-4-DEF-2 - Text Report Data","4-DEF","2","DEF","54-D5","Big Sham","Big",10,NA,181,"Sham",FALSE,FALSE,FALSE,19
"R13BS","D3","4",2145.562,28.23,83.65,"221121-Adriano-RTqPCR-4-DEF-1 - Text Report Data","4-DEF","1","DEF","54-D5","Big Sham","Big",10,NA,181,"Sham",FALSE,FALSE,FALSE,19
"R13BS","D3","4",1326.037,NA,83.65,"221121-Adriano-RTqPCR-4-PO-2 - Text Report Data","4-PO","2","PO","54-D5","Big Sham","Big",10,NA,181,"Sham",FALSE,FALSE,FALSE,19
"R13BS","D3","4",1219.491,29.63,84.14,"221121-Adriano-RTqPCR-4-HYM-1 - Text Report Data","4-HYM","1","HYM","54-D5","Big Sham","Big",10,NA,181,"Sham",FALSE,FALSE,FALSE,19
"R13BS","D3","4",2070.047,29.01,77.35,"221121-Adriano-RTqPCR-4-EF1-1 - Text Report Data","4-EF1","1","EF1","54-D5","Big Sham","Big",10,NA,181,"Sham",FALSE,FALSE,FALSE,19
"R13BS","D3","4",1798.807,NA,86,"221121-Adriano-RTqPCR-4-PO-1 - Text Report Data","4-PO","1","PO","54-D5","Big Sham","Big",10,NA,181,"Sham",FALSE,FALSE,FALSE,19
"R13BS","D3","4",1496.223,28.84,77.4,"221121-Adriano-RTqPCR-4-EF1-2 - Text Report Data","4-EF1","2","EF1","54-D5","Big Sham","Big",10,NA,181,"Sham",FALSE,FALSE,FALSE,19
"R1BS","H11","1",1306.367,32.6,NA,"221111-Adriano-RTqPCR-1-PO-2 - Text Report Data","1-PO","2","PO","1-H7","Big Sham","Big",5,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","H11","1",676.773,24.6,NA,"221111-Adriano-RTqPCR-1-EF1-1 - Text Report Data","1-EF1","1","EF1","1-H7","Big Sham","Big",5,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","H11","1",2582.208,37.04,84.15,"221111-Adriano-RTqPCR-1-HYM-1 - Text Report Data","1-HYM","1","HYM","1-H7","Big Sham","Big",5,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","H11","1",1271.538,26.55,NA,"221111-Adriano-RTqPCR-1-EF1-2 - Text Report Data","1-EF1","2","EF1","1-H7","Big Sham","Big",5,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","H11","1",481.429,31.59,NA,"221111-Adriano-RTqPCR-1-PO-1 - Text Report Data","1-PO","1","PO","1-H7","Big Sham","Big",5,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","H11","1",1481.551,31.29,NA,"221111-Adriano-RTqPCR-1-DEF-2 - Text Report Data","1-DEF","2","DEF","1-H7","Big Sham","Big",5,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","H11","1",1270.498,NA,90.9,"221111-Adriano-RTqPCR-1-HYM-2 - Text Report Data","1-HYM","2","HYM","1-H7","Big Sham","Big",5,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","H11","1",2371.023,31.2,NA,"221111-Adriano-RTqPCR-1-DEF-1 - Text Report Data","1-DEF","1","DEF","1-H7","Big Sham","Big",5,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R7BS","H5","9",2199.49,29.61,84.15,"230111-Adriano-RTqPCR-9-DEF-1 - Text Report Data","9-DEF","1","DEF","27-H5","Big Sham","Big",6,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","H5","9",2400.552,27.73,77.88,"230111-Adriano-RTqPCR-9-EF1-1 - Text Report Data","9-EF1","1","EF1","27-H5","Big Sham","Big",6,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","H5","9",1520.68,27.33,77.4,"230111-Adriano-RTqPCR-9-EF1-2 - Text Report Data","9-EF1","2","EF1","27-H5","Big Sham","Big",6,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","H5","9",1109.213,32.58,84.16,"230111-Adriano-RTqPCR-9-HYM-1 - Text Report Data","9-HYM","1","HYM","27-H5","Big Sham","Big",6,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","H5","9",688.002,33.91,82.71,"230111-Adriano-RTqPCR-9-PO-2 - Text Report Data","9-PO","2","PO","27-H5","Big Sham","Big",6,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","H5","9",1461.318,29.79,84.15,"230111-Adriano-RTqPCR-9-DEF-2 - Text Report Data","9-DEF","2","DEF","27-H5","Big Sham","Big",6,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","H5","9",1005.861,31.92,84.15,"230111-Adriano-RTqPCR-9-HYM-2 - Text Report Data","9-HYM","2","HYM","27-H5","Big Sham","Big",6,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","H5","9",736.047,34.72,82.74,"230111-Adriano-RTqPCR-9-PO-1 - Text Report Data","9-PO","1","PO","27-H5","Big Sham","Big",6,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R8SS","H10","11",1873.691,36.92,84.15,"230119-Adriano-RTqPCR-11-HYM-2 - Text Report Data","11-HYM","2","HYM","33-H2","Small Sham","Small",3,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","H10","11",1512.671,31.21,83.7,"230119-Adriano-RTqPCR-11-DEF-2 - Text Report Data","11-DEF","2","DEF","33-H2","Small Sham","Small",3,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","H10","11",1507.587,28.94,77.58,"230119-Adriano-RTqPCR-11-EF1-2 - Text Report Data","11-EF1","2","EF1","33-H2","Small Sham","Small",3,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","H10","11",2180.943,35.36,82.76,"230119-Adriano-RTqPCR-11-PO-1 - Text Report Data","11-PO","1","PO","33-H2","Small Sham","Small",3,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","H10","11",29.439,29.21,84.17,"230119-Adriano-RTqPCR-11-HYM-1 - Text Report Data","11-HYM","1","HYM","33-H2","Small Sham","Small",3,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","H10","11",2653.113,28.89,77.46,"230119-Adriano-RTqPCR-11-EF1-1 - Text Report Data","11-EF1","1","EF1","33-H2","Small Sham","Small",3,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","H10","11",2381.31,31.81,83.65,"230119-Adriano-RTqPCR-11-DEF-1 - Text Report Data","11-DEF","1","DEF","33-H2","Small Sham","Small",3,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","H10","11",1225.237,34.01,82.71,"230119-Adriano-RTqPCR-11-PO-2 - Text Report Data","11-PO","2","PO","33-H2","Small Sham","Small",3,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
"R12BS","B12","6",498.325,32.36,84.11,"221202-Adriano-RTqPCR-6-HYM-2 - Text Report Data","6-HYM","2","HYM","51-C6","Big Sham","Big",11,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","B12","6",1377.513,27.22,77.33,"221202-Adriano-RTqPCR-6-EF1-2 - Text Report Data","6-EF1","2","EF1","51-C6","Big Sham","Big",11,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","B12","6",1555.068,29.87,83.61,"221202-Adriano-RTqPCR-6-DEF-2 - Text Report Data","6-DEF","2","DEF","51-C6","Big Sham","Big",11,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","B12","6",1032.398,33.84,82.63,"221202-Adriano-RTqPCR-6-PO-2 - Text Report Data","6-PO","2","PO","51-C6","Big Sham","Big",11,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","B12","6",1867.644,33.2,84.59,"221202-Adriano-RTqPCR-6-HYM-1 - Text Report Data","6-HYM","1","HYM","51-C6","Big Sham","Big",11,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","B12","6",1942.996,34.12,82.6,"221202-Adriano-RTqPCR-6-PO-1 - Text Report Data","6-PO","1","PO","51-C6","Big Sham","Big",11,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","B12","6",2076.306,30.28,84.08,"221202-Adriano-RTqPCR-6-DEF-1 - Text Report Data","6-DEF","1","DEF","51-C6","Big Sham","Big",11,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","B12","6",2230.099,27,77.84,"221202-Adriano-RTqPCR-6-EF1-1 - Text Report Data","6-EF1","1","EF1","51-C6","Big Sham","Big",11,"forager",194,"Sham",FALSE,TRUE,FALSE,17
