"Colony","Sample_Well","Sample_Plate","Threshold","Ct","Tm_Product","name","gene_rep","machine_num","gene","Code","Treatment","treatment_size","antID","AntTask","colony_size","treatment_condition","Exposed","IsAlive","IsQueen","N_exposed"
"R1BS","A5","2",2784.691,32.67,83.59,"221115-Adriano-RTqPCR-2-DEF-1 - Text Report Data","2-DEF","1","DEF","2-A5","Big Sham","Big",64,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","A5","2",26.625,NA,87.95,"221115-Adriano-RTqPCR-2-HYM-2 - Text Report Data","2-HYM","2","HYM","2-A5","Big Sham","Big",64,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","A5","2",1629.215,32.45,84.09,"221115-Adriano-RTqPCR-2-DEF-2 - Text Report Data","2-DEF","2","DEF","2-A5","Big Sham","Big",64,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","A5","2",3215.698,NA,89.38,"221115-Adriano-RTqPCR-2-HYM-1 - Text Report Data","2-HYM","1","HYM","2-A5","Big Sham","Big",64,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","A5","2",1703.235,34.15,82.59,"221115-Adriano-RTqPCR-2-PO-1 - Text Report Data","2-PO","1","PO","2-A5","Big Sham","Big",64,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","A5","2",1357.343,28.24,77.83,"221115-Adriano-RTqPCR-2-EF1-2 - Text Report Data","2-EF1","2","EF1","2-A5","Big Sham","Big",64,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","A5","2",175.633,32.65,82.67,"221115-Adriano-RTqPCR-2-PO-2 - Text Report Data","2-PO","2","PO","2-A5","Big Sham","Big",64,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","A5","2",2593.471,28.03,77.84,"221115-Adriano-RTqPCR-2-EF1-1 - Text Report Data","2-EF1","1","EF1","2-A5","Big Sham","Big",64,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R3SS","F7","11",1512.671,31.16,83.65,"230119-Adriano-RTqPCR-11-DEF-2 - Text Report Data","11-DEF","2","DEF","11-F6","Small Sham","Small",14,"forager",29,"Sham",FALSE,TRUE,FALSE,2
"R3SS","F7","11",2180.943,NA,86.09,"230119-Adriano-RTqPCR-11-PO-1 - Text Report Data","11-PO","1","PO","11-F6","Small Sham","Small",14,"forager",29,"Sham",FALSE,TRUE,FALSE,2
"R3SS","F7","11",1507.587,30.83,77.53,"230119-Adriano-RTqPCR-11-EF1-2 - Text Report Data","11-EF1","2","EF1","11-F6","Small Sham","Small",14,"forager",29,"Sham",FALSE,TRUE,FALSE,2
"R3SS","F7","11",29.439,NA,85.59,"230119-Adriano-RTqPCR-11-HYM-1 - Text Report Data","11-HYM","1","HYM","11-F6","Small Sham","Small",14,"forager",29,"Sham",FALSE,TRUE,FALSE,2
"R3SS","F7","11",1873.691,NA,87.03,"230119-Adriano-RTqPCR-11-HYM-2 - Text Report Data","11-HYM","2","HYM","11-F6","Small Sham","Small",14,"forager",29,"Sham",FALSE,TRUE,FALSE,2
"R3SS","F7","11",2653.113,31.02,77.42,"230119-Adriano-RTqPCR-11-EF1-1 - Text Report Data","11-EF1","1","EF1","11-F6","Small Sham","Small",14,"forager",29,"Sham",FALSE,TRUE,FALSE,2
"R3SS","F7","11",2381.31,31.28,83.67,"230119-Adriano-RTqPCR-11-DEF-1 - Text Report Data","11-DEF","1","DEF","11-F6","Small Sham","Small",14,"forager",29,"Sham",FALSE,TRUE,FALSE,2
"R3SS","F7","11",1225.237,NA,85.59,"230119-Adriano-RTqPCR-11-PO-2 - Text Report Data","11-PO","2","PO","11-F6","Small Sham","Small",14,"forager",29,"Sham",FALSE,TRUE,FALSE,2
"R7BS","G11","10",1217.555,34.21,82.22,"230112-Adriano-RTqPCR-10-PO-2 - Text Report Data","10-PO","2","PO","26-G5","Big Sham","Big",75,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","G11","10",1515.819,29.35,83.67,"230112-Adriano-RTqPCR-10-DEF-2 - Text Report Data","10-DEF","2","DEF","26-G5","Big Sham","Big",75,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","G11","10",2183.69,29.41,84.15,"230112-Adriano-RTqPCR-10-DEF-1 - Text Report Data","10-DEF","1","DEF","26-G5","Big Sham","Big",75,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","G11","10",42.971,NA,82.72,"230112-Adriano-RTqPCR-10-PO-1 - Text Report Data","10-PO","1","PO","26-G5","Big Sham","Big",75,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","G11","10",1614.375,31.43,84.15,"230112-Adriano-RTqPCR-10-HYM-2 - Text Report Data","10-HYM","2","HYM","26-G5","Big Sham","Big",75,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","G11","10",3132.959,31.47,84.13,"230112-Adriano-RTqPCR-10-HYM-1 - Text Report Data","10-HYM","1","HYM","26-G5","Big Sham","Big",75,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","G11","10",1489.514,26.26,77.4,"230112-Adriano-RTqPCR-10-EF1-2 - Text Report Data","10-EF1","2","EF1","26-G5","Big Sham","Big",75,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","G11","10",2322.481,26.48,77.42,"230112-Adriano-RTqPCR-10-EF1-1 - Text Report Data","10-EF1","1","EF1","26-G5","Big Sham","Big",75,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R12BS","D1","6",2076.306,31.68,83.63,"221202-Adriano-RTqPCR-6-DEF-1 - Text Report Data","6-DEF","1","DEF","51-D1","Big Sham","Big",87,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","D1","6",1555.068,31.14,83.63,"221202-Adriano-RTqPCR-6-DEF-2 - Text Report Data","6-DEF","2","DEF","51-D1","Big Sham","Big",87,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","D1","6",2230.099,28.92,77.34,"221202-Adriano-RTqPCR-6-EF1-1 - Text Report Data","6-EF1","1","EF1","51-D1","Big Sham","Big",87,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","D1","6",1032.398,33.73,82.65,"221202-Adriano-RTqPCR-6-PO-2 - Text Report Data","6-PO","2","PO","51-D1","Big Sham","Big",87,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","D1","6",1377.513,28.44,77.38,"221202-Adriano-RTqPCR-6-EF1-2 - Text Report Data","6-EF1","2","EF1","51-D1","Big Sham","Big",87,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","D1","6",1867.644,NA,89.88,"221202-Adriano-RTqPCR-6-HYM-1 - Text Report Data","6-HYM","1","HYM","51-D1","Big Sham","Big",87,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","D1","6",1942.996,34.45,82.65,"221202-Adriano-RTqPCR-6-PO-1 - Text Report Data","6-PO","1","PO","51-D1","Big Sham","Big",87,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","D1","6",498.325,36.55,78.81,"221202-Adriano-RTqPCR-6-HYM-2 - Text Report Data","6-HYM","2","HYM","51-D1","Big Sham","Big",87,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R13BS","E8","4",1798.807,NA,85.08,"221121-Adriano-RTqPCR-4-PO-1 - Text Report Data","4-PO","1","PO","54-E10","Big Sham","Big",80,"nurse",181,"Sham",TRUE,TRUE,FALSE,19
"R13BS","E8","4",2070.047,29.3,77.35,"221121-Adriano-RTqPCR-4-EF1-1 - Text Report Data","4-EF1","1","EF1","54-E10","Big Sham","Big",80,"nurse",181,"Sham",TRUE,TRUE,FALSE,19
"R13BS","E8","4",1326.037,NA,85.59,"221121-Adriano-RTqPCR-4-PO-2 - Text Report Data","4-PO","2","PO","54-E10","Big Sham","Big",80,"nurse",181,"Sham",TRUE,TRUE,FALSE,19
"R13BS","E8","4",1255.751,30.59,83.63,"221121-Adriano-RTqPCR-4-DEF-2 - Text Report Data","4-DEF","2","DEF","54-E10","Big Sham","Big",80,"nurse",181,"Sham",TRUE,TRUE,FALSE,19
"R13BS","E8","4",1496.223,28.96,77.4,"221121-Adriano-RTqPCR-4-EF1-2 - Text Report Data","4-EF1","2","EF1","54-E10","Big Sham","Big",80,"nurse",181,"Sham",TRUE,TRUE,FALSE,19
"R13BS","E8","4",2145.562,29.98,83.67,"221121-Adriano-RTqPCR-4-DEF-1 - Text Report Data","4-DEF","1","DEF","54-E10","Big Sham","Big",80,"nurse",181,"Sham",TRUE,TRUE,FALSE,19
"R13BS","E8","4",1219.491,NA,85.58,"221121-Adriano-RTqPCR-4-HYM-1 - Text Report Data","4-HYM","1","HYM","54-E10","Big Sham","Big",80,"nurse",181,"Sham",TRUE,TRUE,FALSE,19
"R13BS","E8","4",1557.047,36.79,84.15,"221121-Adriano-RTqPCR-4-HYM-2 - Text Report Data","4-HYM","2","HYM","54-E10","Big Sham","Big",80,"nurse",181,"Sham",TRUE,TRUE,FALSE,19
"R1BS","B1","1",1306.367,32.08,NA,"221111-Adriano-RTqPCR-1-PO-2 - Text Report Data","1-PO","2","PO","1-G12","Big Sham","Big",65,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","B1","1",676.773,23.89,NA,"221111-Adriano-RTqPCR-1-EF1-1 - Text Report Data","1-EF1","1","EF1","1-G12","Big Sham","Big",65,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","B1","1",1270.498,36.28,84.59,"221111-Adriano-RTqPCR-1-HYM-2 - Text Report Data","1-HYM","2","HYM","1-G12","Big Sham","Big",65,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","B1","1",481.429,29.61,NA,"221111-Adriano-RTqPCR-1-PO-1 - Text Report Data","1-PO","1","PO","1-G12","Big Sham","Big",65,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","B1","1",2371.023,29.58,NA,"221111-Adriano-RTqPCR-1-DEF-1 - Text Report Data","1-DEF","1","DEF","1-G12","Big Sham","Big",65,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","B1","1",1481.551,29.49,NA,"221111-Adriano-RTqPCR-1-DEF-2 - Text Report Data","1-DEF","2","DEF","1-G12","Big Sham","Big",65,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","B1","1",1271.538,25.49,NA,"221111-Adriano-RTqPCR-1-EF1-2 - Text Report Data","1-EF1","2","EF1","1-G12","Big Sham","Big",65,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","B1","1",2582.208,35.17,84.08,"221111-Adriano-RTqPCR-1-HYM-1 - Text Report Data","1-HYM","1","HYM","1-G12","Big Sham","Big",65,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R7BS","B3","9",2400.552,26.2,77.36,"230111-Adriano-RTqPCR-9-EF1-1 - Text Report Data","9-EF1","1","EF1","27-B3","Big Sham","Big",76,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","B3","9",1520.68,26.45,77.81,"230111-Adriano-RTqPCR-9-EF1-2 - Text Report Data","9-EF1","2","EF1","27-B3","Big Sham","Big",76,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","B3","9",1461.318,29.67,84.09,"230111-Adriano-RTqPCR-9-DEF-2 - Text Report Data","9-DEF","2","DEF","27-B3","Big Sham","Big",76,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","B3","9",2199.49,29.66,83.6,"230111-Adriano-RTqPCR-9-DEF-1 - Text Report Data","9-DEF","1","DEF","27-B3","Big Sham","Big",76,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","B3","9",736.047,31.22,82.63,"230111-Adriano-RTqPCR-9-PO-1 - Text Report Data","9-PO","1","PO","27-B3","Big Sham","Big",76,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","B3","9",688.002,31.92,82.63,"230111-Adriano-RTqPCR-9-PO-2 - Text Report Data","9-PO","2","PO","27-B3","Big Sham","Big",76,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","B3","9",1005.861,31.77,84.1,"230111-Adriano-RTqPCR-9-HYM-2 - Text Report Data","9-HYM","2","HYM","27-B3","Big Sham","Big",76,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","B3","9",1109.213,31.96,84.08,"230111-Adriano-RTqPCR-9-HYM-1 - Text Report Data","9-HYM","1","HYM","27-B3","Big Sham","Big",76,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R12BS","F11","5",2410.062,30.86,83.63,"221128-Adriano-RTqPCR-5-DEF-1 - Text Report Data","5-DEF","1","DEF","50-F11","Big Sham","Big",88,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","F11","5",2503.686,29.81,77.4,"221128-Adriano-RTqPCR-5-EF1-1 - Text Report Data","5-EF1","1","EF1","50-F11","Big Sham","Big",88,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","F11","5",1498,31.16,83.65,"221128-Adriano-RTqPCR-5-DEF-2 - Text Report Data","5-DEF","2","DEF","50-F11","Big Sham","Big",88,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","F11","5",0.952,NA,82.67,"221128-Adriano-RTqPCR-5-PO-1 - Text Report Data","5-PO","1","PO","50-F11","Big Sham","Big",88,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","F11","5",1270.428,37.85,77.56,"221128-Adriano-RTqPCR-5-PO-2 - Text Report Data","5-PO","2","PO","50-F11","Big Sham","Big",88,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","F11","5",8.767,34.95,89.55,"221128-Adriano-RTqPCR-5-HYM-2 - Text Report Data","5-HYM","2","HYM","50-F11","Big Sham","Big",88,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","F11","5",3281.762,NA,89.42,"221128-Adriano-RTqPCR-5-HYM-1 - Text Report Data","5-HYM","1","HYM","50-F11","Big Sham","Big",88,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","F11","5",1561.452,30.24,77.42,"221128-Adriano-RTqPCR-5-EF1-2 - Text Report Data","5-EF1","2","EF1","50-F11","Big Sham","Big",88,"nurse",194,"Sham",FALSE,TRUE,FALSE,17
"R13BS","H8","4",1496.223,24.84,77.9,"221121-Adriano-RTqPCR-4-EF1-2 - Text Report Data","4-EF1","2","EF1","54-H10","Big Sham","Big",81,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","H8","4",1219.491,36.29,84.17,"221121-Adriano-RTqPCR-4-HYM-1 - Text Report Data","4-HYM","1","HYM","54-H10","Big Sham","Big",81,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","H8","4",2070.047,24.86,77.9,"221121-Adriano-RTqPCR-4-EF1-1 - Text Report Data","4-EF1","1","EF1","54-H10","Big Sham","Big",81,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","H8","4",1798.807,30.19,82.7,"221121-Adriano-RTqPCR-4-PO-1 - Text Report Data","4-PO","1","PO","54-H10","Big Sham","Big",81,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","H8","4",1326.037,30.83,82.74,"221121-Adriano-RTqPCR-4-PO-2 - Text Report Data","4-PO","2","PO","54-H10","Big Sham","Big",81,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","H8","4",1255.751,30.8,83.67,"221121-Adriano-RTqPCR-4-DEF-2 - Text Report Data","4-DEF","2","DEF","54-H10","Big Sham","Big",81,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","H8","4",1557.047,NA,86.59,"221121-Adriano-RTqPCR-4-HYM-2 - Text Report Data","4-HYM","2","HYM","54-H10","Big Sham","Big",81,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R13BS","H8","4",2145.562,30.91,83.71,"221121-Adriano-RTqPCR-4-DEF-1 - Text Report Data","4-DEF","1","DEF","54-H10","Big Sham","Big",81,"forager",181,"Sham",FALSE,TRUE,FALSE,19
"R1BS","D7","2",1629.215,31.96,83.65,"221115-Adriano-RTqPCR-2-DEF-2 - Text Report Data","2-DEF","2","DEF","2-D7","Big Sham","Big",66,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","D7","2",26.625,NA,84.59,"221115-Adriano-RTqPCR-2-HYM-2 - Text Report Data","2-HYM","2","HYM","2-D7","Big Sham","Big",66,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","D7","2",2593.471,30.48,77.38,"221115-Adriano-RTqPCR-2-EF1-1 - Text Report Data","2-EF1","1","EF1","2-D7","Big Sham","Big",66,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","D7","2",1703.235,NA,86.49,"221115-Adriano-RTqPCR-2-PO-1 - Text Report Data","2-PO","1","PO","2-D7","Big Sham","Big",66,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","D7","2",2784.691,31.77,83.65,"221115-Adriano-RTqPCR-2-DEF-1 - Text Report Data","2-DEF","1","DEF","2-D7","Big Sham","Big",66,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","D7","2",3215.698,NA,86.08,"221115-Adriano-RTqPCR-2-HYM-1 - Text Report Data","2-HYM","1","HYM","2-D7","Big Sham","Big",66,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","D7","2",175.633,NA,86.53,"221115-Adriano-RTqPCR-2-PO-2 - Text Report Data","2-PO","2","PO","2-D7","Big Sham","Big",66,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","D7","2",1357.343,30.5,77.38,"221115-Adriano-RTqPCR-2-EF1-2 - Text Report Data","2-EF1","2","EF1","2-D7","Big Sham","Big",66,"nurse",155,"Sham",FALSE,TRUE,FALSE,11
"R7BS","E11","10",1489.514,29.97,77.4,"230112-Adriano-RTqPCR-10-EF1-2 - Text Report Data","10-EF1","2","EF1","26-E5","Big Sham","Big",77,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","E11","10",2322.481,29.95,77.4,"230112-Adriano-RTqPCR-10-EF1-1 - Text Report Data","10-EF1","1","EF1","26-E5","Big Sham","Big",77,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","E11","10",1614.375,34.49,84.15,"230112-Adriano-RTqPCR-10-HYM-2 - Text Report Data","10-HYM","2","HYM","26-E5","Big Sham","Big",77,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","E11","10",3132.959,34.4,84.11,"230112-Adriano-RTqPCR-10-HYM-1 - Text Report Data","10-HYM","1","HYM","26-E5","Big Sham","Big",77,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","E11","10",2183.69,30.61,83.63,"230112-Adriano-RTqPCR-10-DEF-1 - Text Report Data","10-DEF","1","DEF","26-E5","Big Sham","Big",77,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","E11","10",1515.819,30.3,83.65,"230112-Adriano-RTqPCR-10-DEF-2 - Text Report Data","10-DEF","2","DEF","26-E5","Big Sham","Big",77,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","E11","10",1217.555,NA,88.47,"230112-Adriano-RTqPCR-10-PO-2 - Text Report Data","10-PO","2","PO","26-E5","Big Sham","Big",77,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R7BS","E11","10",42.971,NA,87.49,"230112-Adriano-RTqPCR-10-PO-1 - Text Report Data","10-PO","1","PO","26-E5","Big Sham","Big",77,"forager",185,"Sham",FALSE,TRUE,FALSE,14
"R8SS","H9","11",2653.113,26.86,77.46,"230119-Adriano-RTqPCR-11-EF1-1 - Text Report Data","11-EF1","1","EF1","33-H1","Small Sham","Small",16,"forager",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","H9","11",1873.691,36.22,84.15,"230119-Adriano-RTqPCR-11-HYM-2 - Text Report Data","11-HYM","2","HYM","33-H1","Small Sham","Small",16,"forager",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","H9","11",1512.671,30.18,83.7,"230119-Adriano-RTqPCR-11-DEF-2 - Text Report Data","11-DEF","2","DEF","33-H1","Small Sham","Small",16,"forager",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","H9","11",29.439,30.28,84.17,"230119-Adriano-RTqPCR-11-HYM-1 - Text Report Data","11-HYM","1","HYM","33-H1","Small Sham","Small",16,"forager",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","H9","11",2381.31,30.34,83.65,"230119-Adriano-RTqPCR-11-DEF-1 - Text Report Data","11-DEF","1","DEF","33-H1","Small Sham","Small",16,"forager",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","H9","11",2180.943,31.34,82.76,"230119-Adriano-RTqPCR-11-PO-1 - Text Report Data","11-PO","1","PO","33-H1","Small Sham","Small",16,"forager",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","H9","11",1507.587,26.66,77.58,"230119-Adriano-RTqPCR-11-EF1-2 - Text Report Data","11-EF1","2","EF1","33-H1","Small Sham","Small",16,"forager",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","H9","11",1225.237,31.34,82.71,"230119-Adriano-RTqPCR-11-PO-2 - Text Report Data","11-PO","2","PO","33-H1","Small Sham","Small",16,"forager",32,"Sham",FALSE,TRUE,FALSE,3
"R12BS","E7","6",1867.644,NA,85.11,"221202-Adriano-RTqPCR-6-HYM-1 - Text Report Data","6-HYM","1","HYM","49-E7","Big Sham","Big",89,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","E7","6",1032.398,NA,81.21,"221202-Adriano-RTqPCR-6-PO-2 - Text Report Data","6-PO","2","PO","49-E7","Big Sham","Big",89,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","E7","6",1555.068,31.39,83.65,"221202-Adriano-RTqPCR-6-DEF-2 - Text Report Data","6-DEF","2","DEF","49-E7","Big Sham","Big",89,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","E7","6",1377.513,30.68,77.35,"221202-Adriano-RTqPCR-6-EF1-2 - Text Report Data","6-EF1","2","EF1","49-E7","Big Sham","Big",89,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","E7","6",498.325,NA,85.58,"221202-Adriano-RTqPCR-6-HYM-2 - Text Report Data","6-HYM","2","HYM","49-E7","Big Sham","Big",89,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","E7","6",2076.306,31.35,83.67,"221202-Adriano-RTqPCR-6-DEF-1 - Text Report Data","6-DEF","1","DEF","49-E7","Big Sham","Big",89,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","E7","6",2230.099,30.42,77.35,"221202-Adriano-RTqPCR-6-EF1-1 - Text Report Data","6-EF1","1","EF1","49-E7","Big Sham","Big",89,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R12BS","E7","6",1942.996,NA,85.55,"221202-Adriano-RTqPCR-6-PO-1 - Text Report Data","6-PO","1","PO","49-E7","Big Sham","Big",89,"forager",194,"Sham",FALSE,TRUE,FALSE,17
"R13BS","G1","3",1377.929,24,77.4,"221116-Adriano-RTqPCR-3-EF1-2 - Text Report Data","3-EF1","2","EF1","55-G1","Big Sham","Big",82,"nurse",181,"Sham",TRUE,TRUE,FALSE,19
"R13BS","G1","3",1341.195,29.95,82.71,"221116-Adriano-RTqPCR-3-PO-2 - Text Report Data","3-PO","2","PO","55-G1","Big Sham","Big",82,"nurse",181,"Sham",TRUE,TRUE,FALSE,19
"R13BS","G1","3",1863.982,32.04,84.15,"221116-Adriano-RTqPCR-3-HYM-2 - Text Report Data","3-HYM","2","HYM","55-G1","Big Sham","Big",82,"nurse",181,"Sham",TRUE,TRUE,FALSE,19
"R13BS","G1","3",1557.794,29.24,83.65,"221116-Adriano-RTqPCR-3-DEF-2 - Text Report Data","3-DEF","2","DEF","55-G1","Big Sham","Big",82,"nurse",181,"Sham",TRUE,TRUE,FALSE,19
"R13BS","G1","3",2547.487,29.04,83.66,"221116-Adriano-RTqPCR-3-DEF-1 - Text Report Data","3-DEF","1","DEF","55-G1","Big Sham","Big",82,"nurse",181,"Sham",TRUE,TRUE,FALSE,19
"R13BS","G1","3",2133.521,30.68,82.72,"221116-Adriano-RTqPCR-3-PO-1 - Text Report Data","3-PO","1","PO","55-G1","Big Sham","Big",82,"nurse",181,"Sham",TRUE,TRUE,FALSE,19
"R13BS","G1","3",1992.046,32.22,84.17,"221116-Adriano-RTqPCR-3-HYM-1 - Text Report Data","3-HYM","1","HYM","55-G1","Big Sham","Big",82,"nurse",181,"Sham",TRUE,TRUE,FALSE,19
"R13BS","G1","3",2521.725,24.09,77.88,"221116-Adriano-RTqPCR-3-EF1-1 - Text Report Data","3-EF1","1","EF1","55-G1","Big Sham","Big",82,"nurse",181,"Sham",TRUE,TRUE,FALSE,19
"R1BS","A6","1",1481.551,NA,NA,"221111-Adriano-RTqPCR-1-DEF-2 - Text Report Data","1-DEF","2","DEF","1-A2","Big Sham","Big",67,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","A6","1",1270.498,36.55,84.55,"221111-Adriano-RTqPCR-1-HYM-2 - Text Report Data","1-HYM","2","HYM","1-A2","Big Sham","Big",67,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","A6","1",676.773,23.89,NA,"221111-Adriano-RTqPCR-1-EF1-1 - Text Report Data","1-EF1","1","EF1","1-A2","Big Sham","Big",67,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","A6","1",1271.538,25.4,NA,"221111-Adriano-RTqPCR-1-EF1-2 - Text Report Data","1-EF1","2","EF1","1-A2","Big Sham","Big",67,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","A6","1",2371.023,31.55,NA,"221111-Adriano-RTqPCR-1-DEF-1 - Text Report Data","1-DEF","1","DEF","1-A2","Big Sham","Big",67,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","A6","1",481.429,31.01,NA,"221111-Adriano-RTqPCR-1-PO-1 - Text Report Data","1-PO","1","PO","1-A2","Big Sham","Big",67,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","A6","1",1306.367,32.93,NA,"221111-Adriano-RTqPCR-1-PO-2 - Text Report Data","1-PO","2","PO","1-A2","Big Sham","Big",67,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R1BS","A6","1",2582.208,NA,87.94,"221111-Adriano-RTqPCR-1-HYM-1 - Text Report Data","1-HYM","1","HYM","1-A2","Big Sham","Big",67,"forager",155,"Sham",FALSE,TRUE,FALSE,11
"R8SS","B9","11",1512.671,31.86,83.6,"230119-Adriano-RTqPCR-11-DEF-2 - Text Report Data","11-DEF","2","DEF","33-B1","Small Sham","Small",17,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","B9","11",1225.237,33.24,82.65,"230119-Adriano-RTqPCR-11-PO-2 - Text Report Data","11-PO","2","PO","33-B1","Small Sham","Small",17,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","B9","11",1507.587,27.77,77.49,"230119-Adriano-RTqPCR-11-EF1-2 - Text Report Data","11-EF1","2","EF1","33-B1","Small Sham","Small",17,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","B9","11",2180.943,32.67,82.65,"230119-Adriano-RTqPCR-11-PO-1 - Text Report Data","11-PO","1","PO","33-B1","Small Sham","Small",17,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
"R8SS","B9","11",2653.113,27.87,77.39,"230119-Adriano-RTqPCR-11-EF1-1 - Text Report Data","11-EF1","1","EF1","33-B1","Small Sham","Small",17,"nurse",32,"Sham",FALSE,TRUE,FALSE,3
