"Loop_ID" "CAPSULE_FILE" "DT_dist_THRESHOLD" "MAX_INTERACTION_GAP" "DISAGREEMENT_THRESH" "DT_frame_THRESHOLD" "trim_length_sec" "beta" "classifier" "CSI_pre_classifier" "Fbeta_pre_classifier" "precision_pre_classifier" "sensitivity_pre_classifier" "CSI_training" "Fbeta_training" "precision_training" "sensitivity_training" "CSI_test" "Fbeta_test" "precision_test" "sensitivity_test"
105 "CapsuleDef9" 0.4 25 0.5 32 2 0.5 "fit_RF_smote" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.558 0.733 0.745 0.69 0.202 0.355 0.368 0.31
105 "CapsuleDef9" 0.4 25 0.5 32 2 0.5 "fit_RF_borderline_smote_type1" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.558 0.733 0.745 0.69 0.286 0.583 0.736 0.319
105 "CapsuleDef9" 0.4 25 0.5 32 2 0.5 "fit_RF_borderline_smote_type2" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.558 0.733 0.745 0.69 0.234 0.521 0.692 0.262
105 "CapsuleDef9" 0.4 25 0.5 32 2 0.5 "fit_SVM_all" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.173 0.497 0.909 0.176 0.035 0.147 0.724 0.035
105 "CapsuleDef9" 0.4 25 0.5 32 2 0.5 "fit_SVM_sbc" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.056 0.069 0.056 0.841 0.036 0.046 0.037 0.75
105 "CapsuleDef9" 0.4 25 0.5 32 2 0.5 "fit_SVM_ros" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.409 0.509 0.47 0.76 0.305 0.444 0.43 0.513
105 "CapsuleDef9" 0.4 25 0.5 32 2 0.5 "fit_SVM_rus" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.064 0.08 0.065 0.83 0.04 0.05 0.041 0.713
105 "CapsuleDef9" 0.4 25 0.5 32 2 0.5 "fit_SVM_smote" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.364 0.445 0.401 0.798 0.248 0.342 0.313 0.546
105 "CapsuleDef9" 0.4 25 0.5 32 2 0.5 "fit_SVM_borderline_smote_type1" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.399 0.576 0.581 0.559 0.26 0.404 0.399 0.428
105 "CapsuleDef9" 0.4 25 0.5 32 2 0.5 "fit_SVM_borderline_smote_type2" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.42 0.623 0.646 0.545 0.266 0.446 0.465 0.384
106 "CapsuleDef9" 0.4 25 0.5 32 3 0.5 "fit_RF_all" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.558 0.733 0.745 0.69 0.197 0.464 0.64 0.221
106 "CapsuleDef9" 0.4 25 0.5 32 3 0.5 "fit_RF_sbc" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.112 0.138 0.114 0.841 0.067 0.083 0.068 0.754
106 "CapsuleDef9" 0.4 25 0.5 32 3 0.5 "fit_RF_ros" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.558 0.733 0.745 0.69 0.244 0.466 0.533 0.31
106 "CapsuleDef9" 0.4 25 0.5 32 3 0.5 "fit_RF_rus" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.148 0.183 0.153 0.825 0.104 0.131 0.109 0.727
106 "CapsuleDef9" 0.4 25 0.5 32 3 0.5 "fit_RF_smote" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.558 0.733 0.745 0.69 0.214 0.371 0.384 0.327
106 "CapsuleDef9" 0.4 25 0.5 32 3 0.5 "fit_RF_borderline_smote_type1" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.558 0.733 0.745 0.69 0.311 0.557 0.63 0.381
106 "CapsuleDef9" 0.4 25 0.5 32 3 0.5 "fit_RF_borderline_smote_type2" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.558 0.733 0.745 0.69 0.239 0.531 0.711 0.265
106 "CapsuleDef9" 0.4 25 0.5 32 3 0.5 "fit_SVM_all" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.414 0.683 0.768 0.473 0.035 0.154 0.921 0.036
106 "CapsuleDef9" 0.4 25 0.5 32 3 0.5 "fit_SVM_sbc" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.049 0.061 0.05 0.856 0.037 0.047 0.038 0.753
106 "CapsuleDef9" 0.4 25 0.5 32 3 0.5 "fit_SVM_ros" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.548 0.703 0.7 0.717 0.336 0.495 0.49 0.516
106 "CapsuleDef9" 0.4 25 0.5 32 3 0.5 "fit_SVM_rus" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.069 0.085 0.07 0.829 0.041 0.051 0.042 0.647
106 "CapsuleDef9" 0.4 25 0.5 32 3 0.5 "fit_SVM_smote" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.406 0.497 0.455 0.79 0.262 0.365 0.338 0.54
106 "CapsuleDef9" 0.4 25 0.5 32 3 0.5 "fit_SVM_borderline_smote_type1" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.464 0.597 0.574 0.708 0.298 0.433 0.417 0.51
106 "CapsuleDef9" 0.4 25 0.5 32 3 0.5 "fit_SVM_borderline_smote_type2" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.482 0.651 0.651 0.65 0.163 0.261 0.249 0.32
107 "CapsuleDef9" 0.4 25 0.5 40 2 0.5 "fit_RF_all" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.558 0.733 0.745 0.69 0.203 0.495 0.718 0.221
107 "CapsuleDef9" 0.4 25 0.5 40 2 0.5 "fit_RF_sbc" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.138 0.171 0.142 0.838 0.095 0.12 0.099 0.704
107 "CapsuleDef9" 0.4 25 0.5 40 2 0.5 "fit_RF_ros" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.558 0.733 0.745 0.69 0.237 0.46 0.531 0.299
107 "CapsuleDef9" 0.4 25 0.5 40 2 0.5 "fit_RF_rus" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.158 0.195 0.164 0.824 0.118 0.149 0.125 0.697
107 "CapsuleDef9" 0.4 25 0.5 40 2 0.5 "fit_RF_smote" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.558 0.733 0.745 0.69 0.211 0.363 0.373 0.327
107 "CapsuleDef9" 0.4 25 0.5 40 2 0.5 "fit_RF_borderline_smote_type1" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.558 0.733 0.745 0.69 0.331 0.62 0.741 0.375
107 "CapsuleDef9" 0.4 25 0.5 40 2 0.5 "fit_RF_borderline_smote_type2" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.558 0.733 0.745 0.69 0.241 0.546 0.75 0.262
107 "CapsuleDef9" 0.4 25 0.5 40 2 0.5 "fit_SVM_all" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.197 0.526 0.871 0.203 0.112 0.383 0.972 0.112
107 "CapsuleDef9" 0.4 25 0.5 40 2 0.5 "fit_SVM_sbc" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.054 0.067 0.054 0.83 0.033 0.041 0.033 0.733
107 "CapsuleDef9" 0.4 25 0.5 40 2 0.5 "fit_SVM_ros" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.418 0.52 0.482 0.76 0.303 0.441 0.426 0.513
107 "CapsuleDef9" 0.4 25 0.5 40 2 0.5 "fit_SVM_rus" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.065 0.08 0.065 0.836 0.042 0.053 0.043 0.721
107 "CapsuleDef9" 0.4 25 0.5 40 2 0.5 "fit_SVM_smote" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.371 0.453 0.409 0.798 0.237 0.321 0.29 0.565
107 "CapsuleDef9" 0.4 25 0.5 40 2 0.5 "fit_SVM_borderline_smote_type1" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.388 0.554 0.551 0.569 0.297 0.473 0.484 0.434
107 "CapsuleDef9" 0.4 25 0.5 40 2 0.5 "fit_SVM_borderline_smote_type2" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.419 0.614 0.631 0.554 0.257 0.426 0.438 0.384
108 "CapsuleDef9" 0.4 25 0.5 40 3 0.5 "fit_RF_all" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.558 0.733 0.745 0.69 0.203 0.495 0.718 0.221
108 "CapsuleDef9" 0.4 25 0.5 40 3 0.5 "fit_RF_sbc" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.143 0.176 0.147 0.83 0.09 0.114 0.094 0.701
108 "CapsuleDef9" 0.4 25 0.5 40 3 0.5 "fit_RF_ros" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.558 0.733 0.745 0.69 0.239 0.466 0.541 0.299
108 "CapsuleDef9" 0.4 25 0.5 40 3 0.5 "fit_RF_rus" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.173 0.213 0.18 0.824 0.119 0.151 0.127 0.637
108 "CapsuleDef9" 0.4 25 0.5 40 3 0.5 "fit_RF_smote" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.558 0.733 0.745 0.69 0.212 0.366 0.377 0.327
108 "CapsuleDef9" 0.4 25 0.5 40 3 0.5 "fit_RF_borderline_smote_type1" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.558 0.733 0.745 0.69 0.313 0.553 0.618 0.387
108 "CapsuleDef9" 0.4 25 0.5 40 3 0.5 "fit_RF_borderline_smote_type2" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.558 0.733 0.745 0.69 0.242 0.545 0.742 0.265
108 "CapsuleDef9" 0.4 25 0.5 40 3 0.5 "fit_SVM_all" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.421 0.687 0.768 0.483 0.023 0.095 0.41 0.023
108 "CapsuleDef9" 0.4 25 0.5 40 3 0.5 "fit_SVM_sbc" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.055 0.069 0.056 0.846 0.037 0.046 0.037 0.757
108 "CapsuleDef9" 0.4 25 0.5 40 3 0.5 "fit_SVM_ros" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.543 0.696 0.691 0.717 0.344 0.509 0.507 0.516
108 "CapsuleDef9" 0.4 25 0.5 40 3 0.5 "fit_SVM_rus" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.064 0.08 0.065 0.822 0.043 0.054 0.044 0.644
108 "CapsuleDef9" 0.4 25 0.5 40 3 0.5 "fit_SVM_smote" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.38 0.466 0.423 0.79 0.308 0.432 0.409 0.554
108 "CapsuleDef9" 0.4 25 0.5 40 3 0.5 "fit_SVM_borderline_smote_type1" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.469 0.604 0.582 0.708 0.335 0.482 0.47 0.539
108 "CapsuleDef9" 0.4 25 0.5 40 3 0.5 "fit_SVM_borderline_smote_type2" 0.0263222196646422 0.0327907181930475 0.0264337076893533 0.861897031539889 0.482 0.651 0.651 0.65 0.239 0.441 0.486 0.32
109 "CapsuleDef10" 0 15 0.5 32 2 0.5 "fit_RF_all" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.546 0.75 0.783 0.643 0.191 0.513 0.854 0.197
109 "CapsuleDef10" 0 15 0.5 32 2 0.5 "fit_RF_sbc" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.183 0.227 0.193 0.78 0.116 0.146 0.122 0.676
109 "CapsuleDef10" 0 15 0.5 32 2 0.5 "fit_RF_ros" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.546 0.75 0.783 0.643 0.246 0.556 0.762 0.267
109 "CapsuleDef10" 0 15 0.5 32 2 0.5 "fit_RF_rus" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.38 0.472 0.431 0.763 0.286 0.39 0.36 0.584
109 "CapsuleDef10" 0 15 0.5 32 2 0.5 "fit_RF_smote" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.546 0.75 0.783 0.643 0.303 0.529 0.582 0.388
109 "CapsuleDef10" 0 15 0.5 32 2 0.5 "fit_RF_borderline_smote_type1" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.546 0.75 0.783 0.643 0.241 0.546 0.749 0.263
109 "CapsuleDef10" 0 15 0.5 32 2 0.5 "fit_RF_borderline_smote_type2" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.546 0.75 0.783 0.643 0.228 0.565 0.868 0.236
109 "CapsuleDef10" 0 15 0.5 32 2 0.5 "fit_SVM_all" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.477 0.666 0.68 0.616 0.265 0.496 0.566 0.332
109 "CapsuleDef10" 0 15 0.5 32 2 0.5 "fit_SVM_sbc" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.139 0.172 0.144 0.793 0.087 0.11 0.091 0.66
109 "CapsuleDef10" 0 15 0.5 32 2 0.5 "fit_SVM_ros" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.507 0.644 0.625 0.729 0.274 0.488 0.536 0.359
109 "CapsuleDef10" 0 15 0.5 32 2 0.5 "fit_SVM_rus" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.227 0.282 0.243 0.776 0.135 0.177 0.151 0.551
109 "CapsuleDef10" 0 15 0.5 32 2 0.5 "fit_SVM_smote" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.48 0.608 0.584 0.729 0.268 0.433 0.441 0.406
109 "CapsuleDef10" 0 15 0.5 32 2 0.5 "fit_SVM_borderline_smote_type1" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.515 0.671 0.665 0.696 0.311 0.581 0.683 0.363
109 "CapsuleDef10" 0 15 0.5 32 2 0.5 "fit_SVM_borderline_smote_type2" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.501 0.659 0.654 0.682 0.279 0.505 0.564 0.356
110 "CapsuleDef10" 0 15 0.5 32 3 0.5 "fit_RF_all" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.543 0.749 0.782 0.64 0.203 0.53 0.855 0.21
110 "CapsuleDef10" 0 15 0.5 32 3 0.5 "fit_RF_sbc" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.191 0.236 0.201 0.784 0.12 0.153 0.128 0.671
110 "CapsuleDef10" 0 15 0.5 32 3 0.5 "fit_RF_ros" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.543 0.749 0.782 0.64 0.255 0.541 0.694 0.287
110 "CapsuleDef10" 0 15 0.5 32 3 0.5 "fit_RF_rus" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.374 0.47 0.431 0.74 0.284 0.378 0.344 0.619
110 "CapsuleDef10" 0 15 0.5 32 3 0.5 "fit_RF_smote" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.543 0.749 0.782 0.64 0.332 0.555 0.601 0.426
110 "CapsuleDef10" 0 15 0.5 32 3 0.5 "fit_RF_borderline_smote_type1" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.543 0.749 0.782 0.64 0.228 0.542 0.781 0.244
110 "CapsuleDef10" 0 15 0.5 32 3 0.5 "fit_RF_borderline_smote_type2" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.543 0.749 0.782 0.64 0.226 0.554 0.833 0.237
110 "CapsuleDef10" 0 15 0.5 32 3 0.5 "fit_SVM_all" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.297 0.615 0.798 0.321 0.094 0.329 0.85 0.095
110 "CapsuleDef10" 0 15 0.5 32 3 0.5 "fit_SVM_sbc" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.152 0.189 0.159 0.791 0.101 0.127 0.106 0.687
110 "CapsuleDef10" 0 15 0.5 32 3 0.5 "fit_SVM_ros" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.492 0.622 0.599 0.733 0.255 0.419 0.427 0.388
110 "CapsuleDef10" 0 15 0.5 32 3 0.5 "fit_SVM_rus" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.174 0.216 0.183 0.776 0.107 0.137 0.115 0.633
110 "CapsuleDef10" 0 15 0.5 32 3 0.5 "fit_SVM_smote" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.479 0.603 0.576 0.741 0.292 0.44 0.432 0.473
110 "CapsuleDef10" 0 15 0.5 32 3 0.5 "fit_SVM_borderline_smote_type1" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.483 0.625 0.608 0.701 0.31 0.49 0.502 0.448
110 "CapsuleDef10" 0 15 0.5 32 3 0.5 "fit_SVM_borderline_smote_type2" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.483 0.639 0.631 0.673 0.286 0.504 0.554 0.371
111 "CapsuleDef10" 0 15 0.5 40 2 0.5 "fit_RF_all" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.546 0.75 0.783 0.643 0.197 0.521 0.853 0.204
111 "CapsuleDef10" 0 15 0.5 40 2 0.5 "fit_RF_sbc" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.199 0.246 0.21 0.789 0.122 0.155 0.13 0.682
111 "CapsuleDef10" 0 15 0.5 40 2 0.5 "fit_RF_ros" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.546 0.75 0.783 0.643 0.227 0.523 0.72 0.249
111 "CapsuleDef10" 0 15 0.5 40 2 0.5 "fit_RF_rus" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.311 0.39 0.348 0.748 0.201 0.267 0.235 0.583
111 "CapsuleDef10" 0 15 0.5 40 2 0.5 "fit_RF_smote" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.546 0.75 0.783 0.643 0.302 0.525 0.577 0.387
111 "CapsuleDef10" 0 15 0.5 40 2 0.5 "fit_RF_borderline_smote_type1" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.546 0.75 0.783 0.643 0.233 0.551 0.794 0.248
111 "CapsuleDef10" 0 15 0.5 40 2 0.5 "fit_RF_borderline_smote_type2" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.546 0.75 0.783 0.643 0.233 0.571 0.863 0.242
111 "CapsuleDef10" 0 15 0.5 40 2 0.5 "fit_SVM_all" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.477 0.666 0.68 0.616 0.283 0.517 0.584 0.354
111 "CapsuleDef10" 0 15 0.5 40 2 0.5 "fit_SVM_sbc" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.152 0.189 0.159 0.78 0.099 0.125 0.104 0.667
111 "CapsuleDef10" 0 15 0.5 40 2 0.5 "fit_SVM_ros" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.496 0.629 0.608 0.729 0.27 0.478 0.521 0.359
111 "CapsuleDef10" 0 15 0.5 40 2 0.5 "fit_SVM_rus" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.213 0.265 0.227 0.769 0.125 0.163 0.139 0.552
111 "CapsuleDef10" 0 15 0.5 40 2 0.5 "fit_SVM_smote" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.48 0.607 0.582 0.733 0.301 0.46 0.457 0.469
111 "CapsuleDef10" 0 15 0.5 40 2 0.5 "fit_SVM_borderline_smote_type1" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.516 0.674 0.67 0.692 0.239 0.545 0.752 0.26
111 "CapsuleDef10" 0 15 0.5 40 2 0.5 "fit_SVM_borderline_smote_type2" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.495 0.643 0.63 0.698 0.29 0.493 0.526 0.393
112 "CapsuleDef10" 0 15 0.5 40 3 0.5 "fit_RF_all" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.543 0.749 0.782 0.64 0.156 0.45 0.811 0.162
112 "CapsuleDef10" 0 15 0.5 40 3 0.5 "fit_RF_sbc" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.2 0.248 0.212 0.779 0.124 0.158 0.132 0.673
112 "CapsuleDef10" 0 15 0.5 40 3 0.5 "fit_RF_ros" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.543 0.749 0.782 0.64 0.247 0.541 0.715 0.274
112 "CapsuleDef10" 0 15 0.5 40 3 0.5 "fit_RF_rus" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.225 0.281 0.243 0.761 0.175 0.227 0.195 0.631
112 "CapsuleDef10" 0 15 0.5 40 3 0.5 "fit_RF_smote" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.543 0.749 0.782 0.64 0.295 0.53 0.595 0.369
112 "CapsuleDef10" 0 15 0.5 40 3 0.5 "fit_RF_borderline_smote_type1" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.543 0.749 0.782 0.64 0.239 0.544 0.75 0.259
112 "CapsuleDef10" 0 15 0.5 40 3 0.5 "fit_RF_borderline_smote_type2" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.543 0.749 0.782 0.64 0.228 0.554 0.823 0.24
112 "CapsuleDef10" 0 15 0.5 40 3 0.5 "fit_SVM_all" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.352 0.638 0.751 0.399 0.189 0.523 0.918 0.192
112 "CapsuleDef10" 0 15 0.5 40 3 0.5 "fit_SVM_sbc" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.139 0.172 0.144 0.791 0.093 0.117 0.097 0.703
112 "CapsuleDef10" 0 15 0.5 40 3 0.5 "fit_SVM_ros" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.496 0.624 0.6 0.741 0.33 0.496 0.496 0.496
112 "CapsuleDef10" 0 15 0.5 40 3 0.5 "fit_SVM_rus" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.224 0.279 0.241 0.761 0.125 0.162 0.137 0.597
112 "CapsuleDef10" 0 15 0.5 40 3 0.5 "fit_SVM_smote" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.471 0.592 0.564 0.741 0.324 0.47 0.458 0.527
112 "CapsuleDef10" 0 15 0.5 40 3 0.5 "fit_SVM_borderline_smote_type1" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.483 0.617 0.596 0.718 0.325 0.504 0.514 0.47
112 "CapsuleDef10" 0 15 0.5 40 3 0.5 "fit_SVM_borderline_smote_type2" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.494 0.631 0.612 0.718 0.36 0.599 0.658 0.443
113 "CapsuleDef10" 0.2 15 0.5 32 2 0.5 "fit_RF_all" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.546 0.75 0.783 0.643 0.199 0.532 0.891 0.204
113 "CapsuleDef10" 0.2 15 0.5 32 2 0.5 "fit_RF_sbc" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.368 0.456 0.415 0.764 0.241 0.326 0.294 0.574
113 "CapsuleDef10" 0.2 15 0.5 32 2 0.5 "fit_RF_ros" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.546 0.75 0.783 0.643 0.249 0.548 0.729 0.275
113 "CapsuleDef10" 0.2 15 0.5 32 2 0.5 "fit_RF_rus" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.343 0.424 0.381 0.777 0.197 0.256 0.223 0.632
113 "CapsuleDef10" 0.2 15 0.5 32 2 0.5 "fit_RF_smote" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.545 0.75 0.782 0.643 0.321 0.493 0.497 0.476
113 "CapsuleDef10" 0.2 15 0.5 32 2 0.5 "fit_RF_borderline_smote_type1" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.546 0.75 0.783 0.643 0.25 0.562 0.77 0.27
113 "CapsuleDef10" 0.2 15 0.5 32 2 0.5 "fit_RF_borderline_smote_type2" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.546 0.75 0.783 0.643 0.236 0.559 0.808 0.25
113 "CapsuleDef10" 0.2 15 0.5 32 2 0.5 "fit_SVM_all" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.454 0.674 0.712 0.556 0.189 0.407 0.5 0.233
113 "CapsuleDef10" 0.2 15 0.5 32 2 0.5 "fit_SVM_sbc" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.257 0.319 0.278 0.774 0.129 0.17 0.146 0.522
113 "CapsuleDef10" 0.2 15 0.5 32 2 0.5 "fit_SVM_ros" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.517 0.664 0.653 0.713 0.283 0.501 0.552 0.367
113 "CapsuleDef10" 0.2 15 0.5 32 2 0.5 "fit_SVM_rus" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.162 0.202 0.17 0.779 0.109 0.139 0.116 0.641
113 "CapsuleDef10" 0.2 15 0.5 32 2 0.5 "fit_SVM_smote" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.478 0.603 0.577 0.737 0.248 0.4 0.401 0.394
113 "CapsuleDef10" 0.2 15 0.5 32 2 0.5 "fit_SVM_borderline_smote_type1" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.485 0.641 0.632 0.676 0.3 0.546 0.622 0.367
113 "CapsuleDef10" 0.2 15 0.5 32 2 0.5 "fit_SVM_borderline_smote_type2" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.504 0.667 0.665 0.676 0.287 0.511 0.567 0.367
114 "CapsuleDef10" 0.2 15 0.5 32 3 0.5 "fit_RF_all" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.543 0.749 0.782 0.64 0.143 0.429 0.814 0.148
114 "CapsuleDef10" 0.2 15 0.5 32 3 0.5 "fit_RF_sbc" 0.0333068713949796 0.0415999377475664 0.0336441103774495 0.768668831168831 0.229 0.283 0.244 0.788 0.138 0.175 0.147 0.672
