"Loop_ID" "CAPSULE_FILE" "DT_dist_THRESHOLD" "MAX_INTERACTION_GAP" "DISAGREEMENT_THRESH" "DT_frame_THRESHOLD" "trim_length_sec" "beta" "classifier" "CSI_pre_classifier" "Fbeta_pre_classifier" "precision_pre_classifier" "sensitivity_pre_classifier" "CSI_training" "Fbeta_training" "precision_training" "sensitivity_training" "CSI_test" "Fbeta_test" "precision_test" "sensitivity_test"
9 "CapsuleDef3" 0.4 15 0.5 32 2 0.5 "fit_RF_borderline_smote_type1" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.575 0.784 0.825 0.655 0.222 0.556 0.861 0.23
9 "CapsuleDef3" 0.4 15 0.5 32 2 0.5 "fit_RF_borderline_smote_type2" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.575 0.784 0.825 0.655 0.288 0.586 0.738 0.321
9 "CapsuleDef3" 0.4 15 0.5 32 2 0.5 "fit_SVM_all" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.524 0.749 0.797 0.605 0.299 0.602 0.758 0.331
9 "CapsuleDef3" 0.4 15 0.5 32 2 0.5 "fit_SVM_sbc" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.103 0.129 0.107 0.719 0.057 0.073 0.06 0.587
9 "CapsuleDef3" 0.4 15 0.5 32 2 0.5 "fit_SVM_ros" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.523 0.684 0.682 0.691 0.313 0.511 0.537 0.428
9 "CapsuleDef3" 0.4 15 0.5 32 2 0.5 "fit_SVM_rus" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.2 0.253 0.218 0.711 0.105 0.137 0.116 0.532
9 "CapsuleDef3" 0.4 15 0.5 32 2 0.5 "fit_SVM_smote" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.52 0.689 0.693 0.675 0.309 0.475 0.477 0.467
9 "CapsuleDef3" 0.4 15 0.5 32 2 0.5 "fit_SVM_borderline_smote_type1" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.507 0.709 0.736 0.62 0.32 0.559 0.623 0.397
9 "CapsuleDef3" 0.4 15 0.5 32 2 0.5 "fit_SVM_borderline_smote_type2" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.54 0.741 0.769 0.644 0.35 0.627 0.728 0.403
10 "CapsuleDef3" 0.4 15 0.5 32 3 0.5 "fit_RF_all" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.574 0.784 0.825 0.653 0.236 0.527 0.706 0.261
10 "CapsuleDef3" 0.4 15 0.5 32 3 0.5 "fit_RF_sbc" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.194 0.244 0.21 0.726 0.121 0.158 0.134 0.544
10 "CapsuleDef3" 0.4 15 0.5 32 3 0.5 "fit_RF_ros" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.574 0.784 0.825 0.653 0.307 0.604 0.745 0.343
10 "CapsuleDef3" 0.4 15 0.5 32 3 0.5 "fit_RF_rus" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.442 0.57 0.545 0.699 0.289 0.433 0.423 0.478
10 "CapsuleDef3" 0.4 15 0.5 32 3 0.5 "fit_RF_smote" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.574 0.784 0.825 0.653 0.36 0.588 0.635 0.454
10 "CapsuleDef3" 0.4 15 0.5 32 3 0.5 "fit_RF_borderline_smote_type1" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.574 0.784 0.825 0.653 0.322 0.607 0.727 0.366
10 "CapsuleDef3" 0.4 15 0.5 32 3 0.5 "fit_RF_borderline_smote_type2" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.574 0.784 0.825 0.653 0.303 0.601 0.745 0.338
10 "CapsuleDef3" 0.4 15 0.5 32 3 0.5 "fit_SVM_all" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.522 0.747 0.794 0.604 0.329 0.634 0.781 0.362
10 "CapsuleDef3" 0.4 15 0.5 32 3 0.5 "fit_SVM_sbc" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.167 0.21 0.179 0.722 0.12 0.154 0.13 0.59
10 "CapsuleDef3" 0.4 15 0.5 32 3 0.5 "fit_SVM_ros" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.534 0.695 0.693 0.699 0.329 0.538 0.571 0.437
10 "CapsuleDef3" 0.4 15 0.5 32 3 0.5 "fit_SVM_rus" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.193 0.243 0.209 0.727 0.119 0.157 0.133 0.534
10 "CapsuleDef3" 0.4 15 0.5 32 3 0.5 "fit_SVM_smote" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.514 0.68 0.68 0.678 0.256 0.453 0.488 0.35
10 "CapsuleDef3" 0.4 15 0.5 32 3 0.5 "fit_SVM_borderline_smote_type1" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.523 0.689 0.69 0.684 0.316 0.538 0.586 0.406
10 "CapsuleDef3" 0.4 15 0.5 32 3 0.5 "fit_SVM_borderline_smote_type2" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.515 0.684 0.687 0.674 0.316 0.538 0.586 0.406
11 "CapsuleDef3" 0.4 15 0.5 40 2 0.5 "fit_RF_all" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.575 0.784 0.825 0.655 0.237 0.533 0.721 0.261
11 "CapsuleDef3" 0.4 15 0.5 40 2 0.5 "fit_RF_sbc" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.138 0.173 0.146 0.718 0.086 0.109 0.091 0.642
11 "CapsuleDef3" 0.4 15 0.5 40 2 0.5 "fit_RF_ros" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.575 0.784 0.825 0.655 0.306 0.599 0.736 0.343
11 "CapsuleDef3" 0.4 15 0.5 40 2 0.5 "fit_RF_rus" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.261 0.33 0.291 0.715 0.183 0.254 0.227 0.484
11 "CapsuleDef3" 0.4 15 0.5 40 2 0.5 "fit_RF_smote" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.575 0.784 0.825 0.655 0.368 0.603 0.656 0.456
11 "CapsuleDef3" 0.4 15 0.5 40 2 0.5 "fit_RF_borderline_smote_type1" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.575 0.784 0.825 0.655 0.222 0.556 0.861 0.23
11 "CapsuleDef3" 0.4 15 0.5 40 2 0.5 "fit_RF_borderline_smote_type2" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.575 0.784 0.825 0.655 0.295 0.593 0.743 0.329
11 "CapsuleDef3" 0.4 15 0.5 40 2 0.5 "fit_SVM_all" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.524 0.749 0.797 0.605 0.334 0.618 0.733 0.38
11 "CapsuleDef3" 0.4 15 0.5 40 2 0.5 "fit_SVM_sbc" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.121 0.151 0.126 0.74 0.073 0.093 0.077 0.615
11 "CapsuleDef3" 0.4 15 0.5 40 2 0.5 "fit_SVM_ros" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.52 0.703 0.716 0.655 0.32 0.565 0.635 0.393
11 "CapsuleDef3" 0.4 15 0.5 40 2 0.5 "fit_SVM_rus" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.199 0.251 0.216 0.711 0.148 0.198 0.171 0.519
11 "CapsuleDef3" 0.4 15 0.5 40 2 0.5 "fit_SVM_smote" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.481 0.636 0.628 0.672 0.301 0.492 0.514 0.421
11 "CapsuleDef3" 0.4 15 0.5 40 2 0.5 "fit_SVM_borderline_smote_type1" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.503 0.699 0.72 0.625 0.324 0.561 0.622 0.403
11 "CapsuleDef3" 0.4 15 0.5 40 2 0.5 "fit_SVM_borderline_smote_type2" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.5 0.689 0.705 0.632 0.354 0.618 0.702 0.417
12 "CapsuleDef3" 0.4 15 0.5 40 3 0.5 "fit_RF_all" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.574 0.784 0.825 0.653 0.242 0.535 0.712 0.269
12 "CapsuleDef3" 0.4 15 0.5 40 3 0.5 "fit_RF_sbc" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.159 0.199 0.169 0.723 0.111 0.143 0.121 0.578
12 "CapsuleDef3" 0.4 15 0.5 40 3 0.5 "fit_RF_ros" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.574 0.784 0.825 0.653 0.302 0.598 0.742 0.337
12 "CapsuleDef3" 0.4 15 0.5 40 3 0.5 "fit_RF_rus" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.281 0.355 0.315 0.723 0.186 0.249 0.219 0.552
12 "CapsuleDef3" 0.4 15 0.5 40 3 0.5 "fit_RF_smote" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.574 0.784 0.825 0.653 0.363 0.604 0.664 0.446
12 "CapsuleDef3" 0.4 15 0.5 40 3 0.5 "fit_RF_borderline_smote_type1" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.574 0.784 0.825 0.653 0.302 0.598 0.742 0.337
12 "CapsuleDef3" 0.4 15 0.5 40 3 0.5 "fit_RF_borderline_smote_type2" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.574 0.784 0.825 0.653 0.295 0.593 0.743 0.329
12 "CapsuleDef3" 0.4 15 0.5 40 3 0.5 "fit_SVM_all" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.523 0.741 0.783 0.612 0.352 0.628 0.729 0.404
12 "CapsuleDef3" 0.4 15 0.5 40 3 0.5 "fit_SVM_sbc" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.16 0.202 0.171 0.718 0.113 0.146 0.123 0.583
12 "CapsuleDef3" 0.4 15 0.5 40 3 0.5 "fit_SVM_ros" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.541 0.736 0.76 0.653 0.305 0.568 0.662 0.362
12 "CapsuleDef3" 0.4 15 0.5 40 3 0.5 "fit_SVM_rus" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.172 0.216 0.184 0.726 0.101 0.132 0.111 0.521
12 "CapsuleDef3" 0.4 15 0.5 40 3 0.5 "fit_SVM_smote" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.523 0.709 0.725 0.653 0.298 0.515 0.561 0.388
12 "CapsuleDef3" 0.4 15 0.5 40 3 0.5 "fit_SVM_borderline_smote_type1" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.517 0.715 0.739 0.633 0.297 0.549 0.632 0.36
12 "CapsuleDef3" 0.4 15 0.5 40 3 0.5 "fit_SVM_borderline_smote_type2" 0.0505055174551724 0.0632748813745023 0.0515282582821694 0.717880333951763 0.539 0.735 0.761 0.65 0.3 0.567 0.67 0.352
13 "CapsuleDef3" 0 20 0.5 32 2 0.5 "fit_RF_all" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.574 0.78 0.818 0.658 0.176 0.498 0.892 0.18
13 "CapsuleDef3" 0 20 0.5 32 2 0.5 "fit_RF_sbc" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.285 0.358 0.317 0.738 0.223 0.292 0.258 0.618
13 "CapsuleDef3" 0 20 0.5 32 2 0.5 "fit_RF_ros" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.574 0.78 0.818 0.658 0.226 0.542 0.791 0.24
13 "CapsuleDef3" 0 20 0.5 32 2 0.5 "fit_RF_rus" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.378 0.475 0.436 0.738 0.288 0.407 0.384 0.534
13 "CapsuleDef3" 0 20 0.5 32 2 0.5 "fit_RF_smote" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.574 0.78 0.818 0.658 0.363 0.615 0.686 0.435
13 "CapsuleDef3" 0 20 0.5 32 2 0.5 "fit_RF_borderline_smote_type1" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.574 0.78 0.818 0.658 0.329 0.616 0.736 0.373
13 "CapsuleDef3" 0 20 0.5 32 2 0.5 "fit_RF_borderline_smote_type2" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.574 0.78 0.818 0.658 0.302 0.596 0.736 0.339
13 "CapsuleDef3" 0 20 0.5 32 2 0.5 "fit_SVM_all" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.521 0.712 0.73 0.645 0.292 0.553 0.649 0.347
13 "CapsuleDef3" 0 20 0.5 32 2 0.5 "fit_SVM_sbc" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.242 0.303 0.264 0.745 0.189 0.247 0.215 0.608
13 "CapsuleDef3" 0 20 0.5 32 2 0.5 "fit_SVM_ros" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.537 0.698 0.698 0.7 0.322 0.578 0.661 0.386
13 "CapsuleDef3" 0 20 0.5 32 2 0.5 "fit_SVM_rus" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.295 0.369 0.328 0.743 0.184 0.254 0.227 0.497
13 "CapsuleDef3" 0 20 0.5 32 2 0.5 "fit_SVM_smote" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.521 0.676 0.67 0.7 0.314 0.502 0.52 0.441
13 "CapsuleDef3" 0 20 0.5 32 2 0.5 "fit_SVM_borderline_smote_type1" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.521 0.684 0.683 0.688 0.314 0.561 0.634 0.383
13 "CapsuleDef3" 0 20 0.5 32 2 0.5 "fit_SVM_borderline_smote_type2" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.535 0.698 0.698 0.697 0.3 0.535 0.598 0.377
14 "CapsuleDef3" 0 20 0.5 32 3 0.5 "fit_RF_all" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.574 0.78 0.818 0.658 0.194 0.517 0.853 0.201
14 "CapsuleDef3" 0 20 0.5 32 3 0.5 "fit_RF_sbc" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.263 0.329 0.288 0.751 0.203 0.261 0.228 0.648
14 "CapsuleDef3" 0 20 0.5 32 3 0.5 "fit_RF_ros" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.574 0.78 0.818 0.658 0.3 0.579 0.696 0.346
14 "CapsuleDef3" 0 20 0.5 32 3 0.5 "fit_RF_rus" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.433 0.544 0.511 0.738 0.304 0.424 0.4 0.558
14 "CapsuleDef3" 0 20 0.5 32 3 0.5 "fit_RF_smote" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.574 0.78 0.818 0.658 0.362 0.616 0.689 0.433
14 "CapsuleDef3" 0 20 0.5 32 3 0.5 "fit_RF_borderline_smote_type1" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.574 0.78 0.818 0.658 0.335 0.618 0.73 0.383
14 "CapsuleDef3" 0 20 0.5 32 3 0.5 "fit_RF_borderline_smote_type2" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.574 0.78 0.818 0.658 0.33 0.615 0.733 0.375
14 "CapsuleDef3" 0 20 0.5 32 3 0.5 "fit_SVM_all" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.546 0.739 0.762 0.659 0.299 0.536 0.601 0.373
14 "CapsuleDef3" 0 20 0.5 32 3 0.5 "fit_SVM_sbc" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.231 0.288 0.249 0.758 0.171 0.222 0.191 0.622
14 "CapsuleDef3" 0 20 0.5 32 3 0.5 "fit_SVM_ros" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.545 0.709 0.712 0.7 0.29 0.52 0.582 0.366
14 "CapsuleDef3" 0 20 0.5 32 3 0.5 "fit_SVM_rus" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.255 0.321 0.282 0.73 0.194 0.255 0.222 0.606
14 "CapsuleDef3" 0 20 0.5 32 3 0.5 "fit_SVM_smote" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.537 0.698 0.697 0.7 0.325 0.51 0.523 0.461
14 "CapsuleDef3" 0 20 0.5 32 3 0.5 "fit_SVM_borderline_smote_type1" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.545 0.709 0.712 0.7 0.319 0.543 0.592 0.408
14 "CapsuleDef3" 0 20 0.5 32 3 0.5 "fit_SVM_borderline_smote_type2" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.545 0.709 0.712 0.7 0.291 0.516 0.571 0.373
15 "CapsuleDef3" 0 20 0.5 40 2 0.5 "fit_RF_all" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.574 0.78 0.818 0.658 0.176 0.498 0.892 0.18
15 "CapsuleDef3" 0 20 0.5 40 2 0.5 "fit_RF_sbc" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.349 0.434 0.392 0.758 0.268 0.356 0.322 0.618
15 "CapsuleDef3" 0 20 0.5 40 2 0.5 "fit_RF_ros" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.574 0.78 0.818 0.658 0.318 0.598 0.71 0.366
15 "CapsuleDef3" 0 20 0.5 40 2 0.5 "fit_RF_rus" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.355 0.458 0.422 0.693 0.322 0.451 0.43 0.561
15 "CapsuleDef3" 0 20 0.5 40 2 0.5 "fit_RF_smote" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.574 0.78 0.818 0.658 0.35 0.599 0.668 0.424
15 "CapsuleDef3" 0 20 0.5 40 2 0.5 "fit_RF_borderline_smote_type1" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.574 0.78 0.818 0.658 0.324 0.608 0.726 0.369
15 "CapsuleDef3" 0 20 0.5 40 2 0.5 "fit_RF_borderline_smote_type2" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.574 0.78 0.818 0.658 0.321 0.614 0.745 0.36
15 "CapsuleDef3" 0 20 0.5 40 2 0.5 "fit_SVM_all" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.537 0.734 0.76 0.646 0.32 0.575 0.657 0.383
15 "CapsuleDef3" 0 20 0.5 40 2 0.5 "fit_SVM_sbc" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.246 0.307 0.267 0.758 0.182 0.237 0.205 0.614
15 "CapsuleDef3" 0 20 0.5 40 2 0.5 "fit_SVM_ros" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.545 0.709 0.712 0.7 0.282 0.554 0.67 0.328
15 "CapsuleDef3" 0 20 0.5 40 2 0.5 "fit_SVM_rus" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.274 0.349 0.31 0.7 0.209 0.279 0.247 0.576
15 "CapsuleDef3" 0 20 0.5 40 2 0.5 "fit_SVM_smote" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.521 0.677 0.671 0.7 0.275 0.473 0.505 0.377
15 "CapsuleDef3" 0 20 0.5 40 2 0.5 "fit_SVM_borderline_smote_type1" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.537 0.705 0.709 0.688 0.298 0.541 0.613 0.366
15 "CapsuleDef3" 0 20 0.5 40 2 0.5 "fit_SVM_borderline_smote_type2" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.57 0.751 0.769 0.688 0.293 0.545 0.63 0.354
16 "CapsuleDef3" 0 20 0.5 40 3 0.5 "fit_RF_all" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.574 0.78 0.818 0.658 0.188 0.511 0.862 0.194
16 "CapsuleDef3" 0 20 0.5 40 3 0.5 "fit_RF_sbc" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.307 0.386 0.345 0.738 0.24 0.319 0.285 0.605
16 "CapsuleDef3" 0 20 0.5 40 3 0.5 "fit_RF_ros" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.574 0.78 0.818 0.658 0.323 0.601 0.711 0.372
16 "CapsuleDef3" 0 20 0.5 40 3 0.5 "fit_RF_rus" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.378 0.481 0.444 0.718 0.301 0.421 0.397 0.556
16 "CapsuleDef3" 0 20 0.5 40 3 0.5 "fit_RF_smote" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.574 0.78 0.818 0.658 0.362 0.616 0.69 0.432
16 "CapsuleDef3" 0 20 0.5 40 3 0.5 "fit_RF_borderline_smote_type1" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.574 0.78 0.818 0.658 0.26 0.584 0.808 0.277
16 "CapsuleDef3" 0 20 0.5 40 3 0.5 "fit_RF_borderline_smote_type2" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.574 0.78 0.818 0.658 0.329 0.613 0.729 0.375
16 "CapsuleDef3" 0 20 0.5 40 3 0.5 "fit_SVM_all" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.567 0.742 0.754 0.697 0.327 0.575 0.647 0.397
16 "CapsuleDef3" 0 20 0.5 40 3 0.5 "fit_SVM_sbc" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.24 0.299 0.26 0.758 0.172 0.225 0.195 0.594
16 "CapsuleDef3" 0 20 0.5 40 3 0.5 "fit_SVM_ros" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.536 0.697 0.696 0.7 0.372 0.615 0.675 0.453
16 "CapsuleDef3" 0 20 0.5 40 3 0.5 "fit_SVM_rus" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.304 0.388 0.349 0.706 0.239 0.322 0.29 0.573
16 "CapsuleDef3" 0 20 0.5 40 3 0.5 "fit_SVM_smote" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.513 0.666 0.658 0.7 0.365 0.564 0.586 0.491
16 "CapsuleDef3" 0 20 0.5 40 3 0.5 "fit_SVM_borderline_smote_type1" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.535 0.697 0.697 0.697 0.372 0.615 0.675 0.453
16 "CapsuleDef3" 0 20 0.5 40 3 0.5 "fit_SVM_borderline_smote_type2" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.535 0.697 0.697 0.697 0.373 0.618 0.68 0.453
17 "CapsuleDef3" 0.2 20 0.5 32 2 0.5 "fit_RF_all" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.574 0.78 0.818 0.658 0.242 0.533 0.706 0.269
17 "CapsuleDef3" 0.2 20 0.5 32 2 0.5 "fit_RF_sbc" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.38 0.478 0.439 0.741 0.242 0.33 0.299 0.559
17 "CapsuleDef3" 0.2 20 0.5 32 2 0.5 "fit_RF_ros" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.574 0.78 0.818 0.658 0.317 0.578 0.667 0.376
17 "CapsuleDef3" 0.2 20 0.5 32 2 0.5 "fit_RF_rus" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.449 0.568 0.538 0.731 0.363 0.528 0.524 0.542
17 "CapsuleDef3" 0.2 20 0.5 32 2 0.5 "fit_RF_smote" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.574 0.78 0.818 0.658 0.356 0.597 0.657 0.437
17 "CapsuleDef3" 0.2 20 0.5 32 2 0.5 "fit_RF_borderline_smote_type1" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.574 0.78 0.818 0.658 0.316 0.593 0.704 0.364
17 "CapsuleDef3" 0.2 20 0.5 32 2 0.5 "fit_RF_borderline_smote_type2" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.574 0.78 0.818 0.658 0.286 0.58 0.727 0.321
17 "CapsuleDef3" 0.2 20 0.5 32 2 0.5 "fit_SVM_all" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.524 0.691 0.694 0.682 0.262 0.48 0.537 0.338
17 "CapsuleDef3" 0.2 20 0.5 32 2 0.5 "fit_SVM_sbc" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.244 0.304 0.265 0.753 0.171 0.226 0.197 0.568
17 "CapsuleDef3" 0.2 20 0.5 32 2 0.5 "fit_SVM_ros" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.529 0.687 0.684 0.7 0.281 0.483 0.517 0.381
17 "CapsuleDef3" 0.2 20 0.5 32 2 0.5 "fit_SVM_rus" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.24 0.3 0.26 0.757 0.174 0.229 0.198 0.592
17 "CapsuleDef3" 0.2 20 0.5 32 2 0.5 "fit_SVM_smote" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.529 0.687 0.684 0.7 0.274 0.464 0.49 0.383
17 "CapsuleDef3" 0.2 20 0.5 32 2 0.5 "fit_SVM_borderline_smote_type1" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.523 0.684 0.682 0.691 0.29 0.503 0.546 0.383
17 "CapsuleDef3" 0.2 20 0.5 32 2 0.5 "fit_SVM_borderline_smote_type2" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.523 0.684 0.682 0.691 0.295 0.515 0.565 0.381
18 "CapsuleDef3" 0.2 20 0.5 32 3 0.5 "fit_RF_all" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.574 0.78 0.818 0.658 0.244 0.536 0.708 0.272
18 "CapsuleDef3" 0.2 20 0.5 32 3 0.5 "fit_RF_sbc" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.365 0.458 0.418 0.745 0.246 0.336 0.306 0.558
18 "CapsuleDef3" 0.2 20 0.5 32 3 0.5 "fit_RF_ros" 0.0496351080487761 0.0620699844639548 0.0504989265599001 0.743699752628324 0.574 0.78 0.818 0.658 0.283 0.544 0.645 0.336
